card_id,customer_id,card_type,card_tier,card_status,issue_date,expiry_date,credit_limit
CARD000009527,CUS00011314,DEBIT,,ACTIVE,2020-11-13,2025-11-12,0.0
CARD000009528,CUS00011317,CREDIT,STANDARD,ACTIVE,2026-04-30,2031-04-29,61000000.0
CARD000009529,CUS00011319,CREDIT,STANDARD,ACTIVE,2025-02-05,2030-02-04,101000000.0
CARD000009530,CUS00011320,DEBIT,,ACTIVE,2023-05-28,2028-05-26,0.0
CARD000009531,CUS00011321,CREDIT,GOLD,ACTIVE,2026-01-02,2031-01-01,148000000.0
CARD000009532,CUS00011322,CREDIT,PLATINUM,ACTIVE,2023-08-11,2028-08-09,104000000.0
CARD000009533,CUS00011322,DEBIT,,ACTIVE,2022-07-18,2027-07-17,0.0
CARD000009534,CUS00011323,DEBIT,,ACTIVE,2026-07-02,2031-07-01,0.0
CARD000009535,CUS00011324,CREDIT,PLATINUM,ACTIVE,2024-09-18,2029-09-17,500000000.0
CARD000009536,CUS00011325,CREDIT,STANDARD,ACTIVE,2022-01-28,2027-01-27,310000000.0
CARD000009537,CUS00011327,DEBIT,,ACTIVE,2026-02-09,2031-02-08,0.0
CARD000009538,CUS00011328,CREDIT,PLATINUM,ACTIVE,2026-04-06,2031-04-05,500000000.0
CARD000009539,CUS00011329,CREDIT,GOLD,ACTIVE,2025-02-27,2030-02-26,432000000.0
CARD000009540,CUS00011330,DEBIT,,ACTIVE,2022-09-20,2027-09-19,0.0
CARD000009541,CUS00011331,CREDIT,STANDARD,ACTIVE,2021-06-17,2026-06-16,95000000.0
CARD000009542,CUS00011335,DEBIT,,ACTIVE,2022-10-18,2027-10-17,0.0
CARD000009543,CUS00011335,DEBIT,,ACTIVE,2024-09-20,2029-09-19,0.0
CARD000009544,CUS00011337,CREDIT,GOLD,ACTIVE,2025-09-30,2030-09-29,149000000.0
CARD000009545,CUS00011338,DEBIT,,ACTIVE,2026-05-25,2031-05-24,0.0
CARD000009546,CUS00011338,CREDIT,STANDARD,ACTIVE,2021-11-12,2026-11-11,329000000.0
CARD000009547,CUS00011339,CREDIT,PLATINUM,ACTIVE,2022-12-16,2027-12-15,259000000.0
CARD000009548,CUS00011340,CREDIT,GOLD,ACTIVE,2021-07-21,2026-07-20,230000000.0
CARD000009549,CUS00011341,CREDIT,GOLD,ACTIVE,2025-02-07,2030-02-06,85000000.0
CARD000009550,CUS00011342,CREDIT,GOLD,ACTIVE,2023-07-11,2028-07-09,263000000.0
CARD000009551,CUS00011346,DEBIT,,ACTIVE,2024-02-02,2029-01-31,0.0
CARD000009552,CUS00011346,CREDIT,GOLD,ACTIVE,2020-10-09,2025-10-08,84000000.0
CARD000009553,CUS00011347,DEBIT,,ACTIVE,2022-11-05,2027-11-04,0.0
CARD000009554,CUS00011347,CREDIT,GOLD,ACTIVE,2022-12-17,2027-12-16,83000000.0
CARD000009555,CUS00011350,CREDIT,GOLD,ACTIVE,2022-05-30,2027-05-29,300000000.0
CARD000009556,CUS00011351,DEBIT,,ACTIVE,2021-12-01,2026-11-30,0.0
CARD000009557,CUS00011351,DEBIT,,ACTIVE,2023-02-15,2028-02-14,0.0
CARD000009558,CUS00011352,CREDIT,PLATINUM,ACTIVE,2025-11-22,2030-11-21,348000000.0
CARD000009559,CUS00011352,CREDIT,STANDARD,BLOCKED,2020-12-22,2025-12-21,175000000.0
CARD000009560,CUS00011353,CREDIT,PLATINUM,BLOCKED,2024-09-26,2029-09-25,142000000.0
CARD000009561,CUS00011354,DEBIT,,ACTIVE,2020-10-20,2025-10-19,0.0
CARD000009562,CUS00011355,CREDIT,GOLD,ACTIVE,2022-12-14,2027-12-13,46000000.0
CARD000009563,CUS00011356,CREDIT,STANDARD,ACTIVE,2023-11-24,2028-11-22,137000000.0
CARD000009564,CUS00011357,DEBIT,,BLOCKED,2022-08-30,2027-08-29,0.0
CARD000009565,CUS00011358,CREDIT,STANDARD,BLOCKED,2024-10-16,2029-10-15,297000000.0
CARD000009566,CUS00011359,CREDIT,GOLD,ACTIVE,2025-04-09,2030-04-08,345000000.0
CARD000009567,CUS00011362,CREDIT,GOLD,ACTIVE,2021-07-23,2026-07-22,22000000.0
CARD000009568,CUS00011364,DEBIT,,ACTIVE,2023-10-12,2028-10-10,0.0
CARD000009569,CUS00011365,CREDIT,STANDARD,ACTIVE,2022-12-06,2027-12-05,158000000.0
CARD000009570,CUS00011366,DEBIT,,ACTIVE,2025-03-19,2030-03-18,0.0
CARD000009571,CUS00011366,CREDIT,GOLD,ACTIVE,2023-03-17,2028-03-15,20000000.0
CARD000009572,CUS00011368,CREDIT,STANDARD,ACTIVE,2020-11-11,2025-11-10,280000000.0
CARD000009573,CUS00011368,CREDIT,PLATINUM,ACTIVE,2024-11-28,2029-11-27,295000000.0
CARD000009574,CUS00011370,DEBIT,,ACTIVE,2021-04-23,2026-04-22,0.0
CARD000009575,CUS00011371,DEBIT,,ACTIVE,2025-08-02,2030-08-01,0.0
CARD000009576,CUS00011373,CREDIT,PLATINUM,ACTIVE,2021-06-27,2026-06-26,68000000.0
CARD000009577,CUS00011374,CREDIT,GOLD,ACTIVE,2021-11-24,2026-11-23,77000000.0
CARD000009578,CUS00011374,DEBIT,,ACTIVE,2021-06-12,2026-06-11,0.0
CARD000009579,CUS00011377,CREDIT,PLATINUM,ACTIVE,2022-03-08,2027-03-07,279000000.0
CARD000009580,CUS00011378,DEBIT,,ACTIVE,2024-12-11,2029-12-10,0.0
CARD000009581,CUS00011379,CREDIT,GOLD,ACTIVE,2025-11-09,2030-11-08,214000000.0
CARD000009582,CUS00011379,DEBIT,,BLOCKED,2020-09-08,2025-09-07,0.0
CARD000009583,CUS00011381,CREDIT,PLATINUM,ACTIVE,2024-01-13,2029-01-11,138000000.0
CARD000009584,CUS00011382,CREDIT,GOLD,EXPIRED,2023-06-01,2028-05-30,253000000.0
CARD000009585,CUS00011384,DEBIT,,ACTIVE,2026-03-25,2031-03-24,0.0
CARD000009586,CUS00011385,CREDIT,PLATINUM,ACTIVE,2024-10-31,2029-10-30,500000000.0
CARD000009587,CUS00011388,CREDIT,STANDARD,ACTIVE,2021-09-13,2026-09-12,160000000.0
CARD000009588,CUS00011390,CREDIT,GOLD,ACTIVE,2021-11-23,2026-11-22,35000000.0
CARD000009589,CUS00011391,CREDIT,STANDARD,ACTIVE,2026-03-18,2031-03-17,23000000.0
CARD000009590,CUS00011391,CREDIT,STANDARD,ACTIVE,2022-01-01,2026-12-31,39000000.0
CARD000009591,CUS00011392,CREDIT,STANDARD,ACTIVE,2024-09-09,2029-09-08,159000000.0
CARD000009592,CUS00011393,CREDIT,STANDARD,ACTIVE,2023-11-30,2028-11-28,191000000.0
CARD000009593,CUS00011394,CREDIT,GOLD,ACTIVE,2025-06-09,2030-06-08,87000000.0
CARD000009594,CUS00011394,CREDIT,PLATINUM,ACTIVE,2022-10-17,2027-10-16,89000000.0
CARD000009595,CUS00011396,CREDIT,GOLD,ACTIVE,2025-10-13,2030-10-12,115000000.0
CARD000009596,CUS00011397,CREDIT,STANDARD,ACTIVE,2024-02-21,2029-02-19,107000000.0
CARD000009597,CUS00011398,DEBIT,,ACTIVE,2023-09-20,2028-09-18,0.0
CARD000009598,CUS00011398,DEBIT,,ACTIVE,2025-02-27,2030-02-26,0.0
CARD000009599,CUS00011402,DEBIT,,ACTIVE,2025-02-12,2030-02-11,0.0
CARD000009600,CUS00011402,CREDIT,GOLD,ACTIVE,2022-01-01,2026-12-31,500000000.0
CARD000009601,CUS00011403,CREDIT,STANDARD,ACTIVE,2021-02-28,2026-02-27,444000000.0
CARD000009602,CUS00011403,DEBIT,,ACTIVE,2025-06-17,2030-06-16,0.0
CARD000009603,CUS00011405,CREDIT,PLATINUM,ACTIVE,2023-07-08,2028-07-06,500000000.0
CARD000009604,CUS00011407,DEBIT,,ACTIVE,2025-03-23,2030-03-22,0.0
CARD000009605,CUS00011408,CREDIT,STANDARD,ACTIVE,2026-02-15,2031-02-14,164000000.0
CARD000009606,CUS00011411,DEBIT,,ACTIVE,2021-10-29,2026-10-28,0.0
CARD000009607,CUS00011413,DEBIT,,ACTIVE,2025-05-09,2030-05-08,0.0
CARD000009608,CUS00011414,DEBIT,,ACTIVE,2023-08-25,2028-08-23,0.0
CARD000009609,CUS00011414,DEBIT,,ACTIVE,2023-05-25,2028-05-23,0.0
CARD000009610,CUS00011416,CREDIT,GOLD,ACTIVE,2021-05-09,2026-05-08,475000000.0
CARD000009611,CUS00011416,CREDIT,GOLD,ACTIVE,2025-08-01,2030-07-31,500000000.0
CARD000009612,CUS00011417,CREDIT,STANDARD,ACTIVE,2024-04-12,2029-04-11,293000000.0
CARD000009613,CUS00011419,CREDIT,STANDARD,ACTIVE,2022-12-26,2027-12-25,20000000.0
CARD000009614,CUS00011422,DEBIT,,ACTIVE,2022-08-10,2027-08-09,0.0
CARD000009615,CUS00011423,CREDIT,GOLD,ACTIVE,2023-07-18,2028-07-16,162000000.0
CARD000009616,CUS00011423,DEBIT,,ACTIVE,2024-10-08,2029-10-07,0.0
CARD000009617,CUS00011424,CREDIT,STANDARD,ACTIVE,2022-01-17,2027-01-16,134000000.0
CARD000009618,CUS00011425,CREDIT,GOLD,ACTIVE,2024-11-10,2029-11-09,63000000.0
CARD000009619,CUS00011428,DEBIT,,ACTIVE,2024-11-08,2029-11-07,0.0
CARD000009620,CUS00011431,DEBIT,,ACTIVE,2026-02-14,2031-02-13,0.0
CARD000009621,CUS00011432,CREDIT,STANDARD,ACTIVE,2024-08-26,2029-08-25,37000000.0
CARD000009622,CUS00011432,CREDIT,GOLD,ACTIVE,2022-02-10,2027-02-09,37000000.0
CARD000009623,CUS00011433,CREDIT,PLATINUM,ACTIVE,2023-02-04,2028-02-03,288000000.0
CARD000009624,CUS00011434,CREDIT,STANDARD,ACTIVE,2020-08-29,2025-08-28,341000000.0
CARD000009625,CUS00011434,CREDIT,STANDARD,ACTIVE,2022-05-22,2027-05-21,346000000.0
CARD000009626,CUS00011435,CREDIT,PLATINUM,ACTIVE,2022-08-11,2027-08-10,363000000.0
CARD000009627,CUS00011436,DEBIT,,ACTIVE,2022-10-19,2027-10-18,0.0
CARD000009628,CUS00011437,DEBIT,,ACTIVE,2021-07-27,2026-07-26,0.0
CARD000009629,CUS00011438,CREDIT,GOLD,ACTIVE,2025-06-18,2030-06-17,205000000.0
CARD000009630,CUS00011440,DEBIT,,ACTIVE,2023-10-23,2028-10-21,0.0
CARD000009631,CUS00011441,CREDIT,STANDARD,ACTIVE,2020-11-22,2025-11-21,60000000.0
CARD000009632,CUS00011443,DEBIT,,ACTIVE,2025-09-06,2030-09-05,0.0
CARD000009633,CUS00011450,DEBIT,,ACTIVE,2024-12-17,2029-12-16,0.0
CARD000009634,CUS00011452,CREDIT,STANDARD,ACTIVE,2023-02-03,2028-02-02,292000000.0
CARD000009635,CUS00011453,CREDIT,GOLD,ACTIVE,2025-02-07,2030-02-06,39000000.0
CARD000009636,CUS00011454,DEBIT,,ACTIVE,2021-12-17,2026-12-16,0.0
CARD000009637,CUS00011455,DEBIT,,ACTIVE,2025-01-02,2030-01-01,0.0
CARD000009638,CUS00011455,CREDIT,STANDARD,ACTIVE,2022-05-15,2027-05-14,205000000.0
CARD000009639,CUS00011456,DEBIT,,ACTIVE,2025-09-29,2030-09-28,0.0
CARD000009640,CUS00011457,CREDIT,GOLD,ACTIVE,2025-07-23,2030-07-22,41000000.0
CARD000009641,CUS00011458,DEBIT,,ACTIVE,2024-11-14,2029-11-13,0.0
CARD000009642,CUS00011459,DEBIT,,ACTIVE,2026-02-21,2031-02-20,0.0
CARD000009643,CUS00011459,DEBIT,,ACTIVE,2021-08-19,2026-08-18,0.0
CARD000009644,CUS00011461,DEBIT,,ACTIVE,2023-11-13,2028-11-11,0.0
CARD000009645,CUS00011464,CREDIT,GOLD,ACTIVE,2025-04-14,2030-04-13,56000000.0
CARD000009646,CUS00011465,CREDIT,GOLD,ACTIVE,2024-08-12,2029-08-11,256000000.0
CARD000009647,CUS00011465,DEBIT,,ACTIVE,2024-09-29,2029-09-28,0.0
CARD000009648,CUS00011466,CREDIT,STANDARD,ACTIVE,2024-10-06,2029-10-05,270000000.0
CARD000009649,CUS00011466,DEBIT,,ACTIVE,2021-05-22,2026-05-21,0.0
CARD000009650,CUS00011467,DEBIT,,ACTIVE,2021-05-16,2026-05-15,0.0
CARD000009651,CUS00011472,CREDIT,STANDARD,ACTIVE,2020-12-26,2025-12-25,108000000.0
CARD000009652,CUS00011473,CREDIT,STANDARD,ACTIVE,2025-03-06,2030-03-05,124000000.0
CARD000009653,CUS00011473,CREDIT,GOLD,ACTIVE,2025-08-09,2030-08-08,233000000.0
CARD000009654,CUS00011475,CREDIT,PLATINUM,ACTIVE,2025-04-09,2030-04-08,20000000.0
CARD000009655,CUS00011476,DEBIT,,ACTIVE,2022-05-10,2027-05-09,0.0
CARD000009656,CUS00011477,CREDIT,GOLD,ACTIVE,2021-02-03,2026-02-02,34000000.0
CARD000009657,CUS00011482,DEBIT,,EXPIRED,2024-02-19,2029-02-17,0.0
CARD000009658,CUS00011483,DEBIT,,ACTIVE,2023-05-13,2028-05-11,0.0
CARD000009659,CUS00011483,DEBIT,,ACTIVE,2023-07-10,2028-07-08,0.0
CARD000009660,CUS00011484,CREDIT,STANDARD,BLOCKED,2025-07-15,2030-07-14,67000000.0
CARD000009661,CUS00011485,CREDIT,STANDARD,ACTIVE,2021-08-29,2026-08-28,102000000.0
CARD000009662,CUS00011487,CREDIT,PLATINUM,ACTIVE,2024-10-14,2029-10-13,500000000.0
CARD000009663,CUS00011488,DEBIT,,ACTIVE,2023-08-22,2028-08-20,0.0
CARD000009664,CUS00011490,DEBIT,,ACTIVE,2024-11-30,2029-11-29,0.0
CARD000009665,CUS00011491,CREDIT,GOLD,ACTIVE,2024-01-24,2029-01-22,45000000.0
CARD000009666,CUS00011491,DEBIT,,BLOCKED,2021-09-21,2026-09-20,0.0
CARD000009667,CUS00011493,DEBIT,,ACTIVE,2023-12-28,2028-12-26,0.0
CARD000009668,CUS00011494,CREDIT,GOLD,ACTIVE,2025-01-19,2030-01-18,500000000.0
CARD000009669,CUS00011494,CREDIT,GOLD,ACTIVE,2023-07-02,2028-06-30,298000000.0
CARD000009670,CUS00011495,DEBIT,,ACTIVE,2023-07-07,2028-07-05,0.0
CARD000009671,CUS00011496,DEBIT,,ACTIVE,2023-10-03,2028-10-01,0.0
CARD000009672,CUS00011498,DEBIT,,ACTIVE,2022-03-12,2027-03-11,0.0
CARD000009673,CUS00011498,DEBIT,,ACTIVE,2023-10-09,2028-10-07,0.0
CARD000009674,CUS00011500,DEBIT,,ACTIVE,2023-02-28,2028-02-27,0.0
CARD000009675,CUS00011501,CREDIT,PLATINUM,ACTIVE,2026-03-19,2031-03-18,33000000.0
CARD000009676,CUS00011504,DEBIT,,ACTIVE,2026-06-07,2031-06-06,0.0
CARD000009677,CUS00011505,CREDIT,GOLD,ACTIVE,2021-06-02,2026-06-01,118000000.0
CARD000009678,CUS00011506,DEBIT,,ACTIVE,2022-06-23,2027-06-22,0.0
CARD000009679,CUS00011506,CREDIT,PLATINUM,ACTIVE,2022-12-04,2027-12-03,349000000.0
CARD000009680,CUS00011507,DEBIT,,ACTIVE,2025-04-05,2030-04-04,0.0
CARD000009681,CUS00011508,CREDIT,GOLD,ACTIVE,2025-04-14,2030-04-13,70000000.0
CARD000009682,CUS00011510,DEBIT,,ACTIVE,2025-03-12,2030-03-11,0.0
CARD000009683,CUS00011511,CREDIT,GOLD,ACTIVE,2025-11-30,2030-11-29,495000000.0
CARD000009684,CUS00011515,DEBIT,,BLOCKED,2021-05-12,2026-05-11,0.0
CARD000009685,CUS00011516,CREDIT,STANDARD,EXPIRED,2023-05-07,2028-05-05,142000000.0
CARD000009686,CUS00011516,DEBIT,,ACTIVE,2021-03-18,2026-03-17,0.0
CARD000009687,CUS00011517,CREDIT,PLATINUM,EXPIRED,2022-02-26,2027-02-25,324000000.0
CARD000009688,CUS00011518,CREDIT,STANDARD,ACTIVE,2026-04-21,2031-04-20,90000000.0
CARD000009689,CUS00011519,CREDIT,PLATINUM,ACTIVE,2023-12-17,2028-12-15,27000000.0
CARD000009690,CUS00011520,CREDIT,STANDARD,ACTIVE,2025-03-13,2030-03-12,83000000.0
CARD000009691,CUS00011521,CREDIT,STANDARD,ACTIVE,2024-02-01,2029-01-30,150000000.0
CARD000009692,CUS00011522,CREDIT,PLATINUM,ACTIVE,2024-05-14,2029-05-13,20000000.0
CARD000009693,CUS00011523,DEBIT,,ACTIVE,2021-02-05,2026-02-04,0.0
CARD000009694,CUS00011525,DEBIT,,ACTIVE,2026-05-26,2031-05-25,0.0
CARD000009695,CUS00011526,DEBIT,,ACTIVE,2021-03-12,2026-03-11,0.0
CARD000009696,CUS00011528,DEBIT,,EXPIRED,2024-06-08,2029-06-07,0.0
CARD000009697,CUS00011528,DEBIT,,BLOCKED,2024-09-24,2029-09-23,0.0
CARD000009698,CUS00011529,CREDIT,STANDARD,ACTIVE,2023-08-20,2028-08-18,125000000.0
CARD000009699,CUS00011532,CREDIT,STANDARD,ACTIVE,2021-01-20,2026-01-19,88000000.0
CARD000009700,CUS00011534,DEBIT,,ACTIVE,2025-03-17,2030-03-16,0.0
CARD000009701,CUS00011534,DEBIT,,BLOCKED,2024-06-19,2029-06-18,0.0
CARD000009702,CUS00011536,CREDIT,STANDARD,ACTIVE,2024-08-04,2029-08-03,500000000.0
CARD000009703,CUS00011536,CREDIT,STANDARD,ACTIVE,2024-12-21,2029-12-20,431000000.0
CARD000009704,CUS00011538,CREDIT,STANDARD,ACTIVE,2026-05-05,2031-05-04,267000000.0
CARD000009705,CUS00011540,CREDIT,STANDARD,ACTIVE,2022-11-26,2027-11-25,179000000.0
CARD000009706,CUS00011541,CREDIT,STANDARD,ACTIVE,2023-10-12,2028-10-10,175000000.0
CARD000009707,CUS00011542,CREDIT,STANDARD,ACTIVE,2021-11-10,2026-11-09,128000000.0
CARD000009708,CUS00011547,DEBIT,,ACTIVE,2023-07-08,2028-07-06,0.0
CARD000009709,CUS00011548,DEBIT,,ACTIVE,2023-11-11,2028-11-09,0.0
CARD000009710,CUS00011549,CREDIT,PLATINUM,ACTIVE,2021-07-06,2026-07-05,278000000.0
CARD000009711,CUS00011550,CREDIT,STANDARD,ACTIVE,2021-11-25,2026-11-24,500000000.0
CARD000009712,CUS00011552,CREDIT,PLATINUM,ACTIVE,2020-10-22,2025-10-21,29000000.0
CARD000009713,CUS00011552,DEBIT,,ACTIVE,2025-08-08,2030-08-07,0.0
CARD000009714,CUS00011553,CREDIT,GOLD,ACTIVE,2023-01-20,2028-01-19,29000000.0
CARD000009715,CUS00011554,CREDIT,GOLD,ACTIVE,2026-01-11,2031-01-10,90000000.0
CARD000009716,CUS00011555,DEBIT,,ACTIVE,2025-10-18,2030-10-17,0.0
CARD000009717,CUS00011555,CREDIT,PLATINUM,ACTIVE,2021-04-21,2026-04-20,306000000.0
CARD000009718,CUS00011556,CREDIT,PLATINUM,ACTIVE,2025-12-11,2030-12-10,40000000.0
CARD000009719,CUS00011557,DEBIT,,ACTIVE,2024-04-16,2029-04-15,0.0
CARD000009720,CUS00011558,DEBIT,,ACTIVE,2026-02-04,2031-02-03,0.0
CARD000009721,CUS00011560,CREDIT,STANDARD,ACTIVE,2025-09-06,2030-09-05,71000000.0
CARD000009722,CUS00011560,CREDIT,STANDARD,ACTIVE,2025-02-11,2030-02-10,32000000.0
CARD000009723,CUS00011561,DEBIT,,ACTIVE,2024-12-25,2029-12-24,0.0
CARD000009724,CUS00011562,DEBIT,,ACTIVE,2025-05-02,2030-05-01,0.0
CARD000009725,CUS00011563,CREDIT,STANDARD,ACTIVE,2024-04-25,2029-04-24,148000000.0
CARD000009726,CUS00011564,DEBIT,,EXPIRED,2023-02-11,2028-02-10,0.0
CARD000009727,CUS00011564,CREDIT,GOLD,ACTIVE,2025-05-30,2030-05-29,299000000.0
CARD000009728,CUS00011565,DEBIT,,ACTIVE,2025-06-09,2030-06-08,0.0
CARD000009729,CUS00011566,DEBIT,,ACTIVE,2021-04-26,2026-04-25,0.0
CARD000009730,CUS00011567,DEBIT,,ACTIVE,2023-06-16,2028-06-14,0.0
CARD000009731,CUS00011568,CREDIT,GOLD,ACTIVE,2025-02-02,2030-02-01,34000000.0
CARD000009732,CUS00011569,CREDIT,GOLD,ACTIVE,2021-01-20,2026-01-19,500000000.0
CARD000009733,CUS00011569,CREDIT,STANDARD,BLOCKED,2023-09-16,2028-09-14,405000000.0
CARD000009734,CUS00011570,DEBIT,,ACTIVE,2024-12-21,2029-12-20,0.0
CARD000009735,CUS00011571,DEBIT,,ACTIVE,2023-08-26,2028-08-24,0.0
CARD000009736,CUS00011571,CREDIT,PLATINUM,ACTIVE,2021-06-10,2026-06-09,86000000.0
CARD000009737,CUS00011572,DEBIT,,ACTIVE,2022-04-18,2027-04-17,0.0
CARD000009738,CUS00011575,CREDIT,GOLD,ACTIVE,2024-02-21,2029-02-19,130000000.0
CARD000009739,CUS00011577,DEBIT,,BLOCKED,2022-03-26,2027-03-25,0.0
CARD000009740,CUS00011579,DEBIT,,ACTIVE,2021-10-12,2026-10-11,0.0
CARD000009741,CUS00011580,CREDIT,STANDARD,ACTIVE,2023-12-27,2028-12-25,275000000.0
CARD000009742,CUS00011581,CREDIT,PLATINUM,ACTIVE,2020-12-30,2025-12-29,203000000.0
CARD000009743,CUS00011582,DEBIT,,ACTIVE,2024-12-20,2029-12-19,0.0
CARD000009744,CUS00011583,DEBIT,,ACTIVE,2021-07-16,2026-07-15,0.0
CARD000009745,CUS00011585,CREDIT,GOLD,ACTIVE,2022-02-13,2027-02-12,72000000.0
CARD000009746,CUS00011586,DEBIT,,ACTIVE,2021-12-31,2026-12-30,0.0
CARD000009747,CUS00011587,DEBIT,,ACTIVE,2022-07-22,2027-07-21,0.0
CARD000009748,CUS00011589,CREDIT,PLATINUM,ACTIVE,2021-04-29,2026-04-28,91000000.0
CARD000009749,CUS00011589,DEBIT,,ACTIVE,2021-07-23,2026-07-22,0.0
CARD000009750,CUS00011591,CREDIT,PLATINUM,ACTIVE,2024-01-29,2029-01-27,500000000.0
CARD000009751,CUS00011593,CREDIT,GOLD,BLOCKED,2021-06-03,2026-06-02,173000000.0
CARD000009752,CUS00011594,DEBIT,,ACTIVE,2024-04-13,2029-04-12,0.0
CARD000009753,CUS00011596,DEBIT,,ACTIVE,2022-07-29,2027-07-28,0.0
CARD000009754,CUS00011597,CREDIT,GOLD,ACTIVE,2023-04-16,2028-04-14,20000000.0
CARD000009755,CUS00011598,CREDIT,STANDARD,ACTIVE,2022-12-25,2027-12-24,129000000.0
CARD000009756,CUS00011600,CREDIT,GOLD,ACTIVE,2024-06-17,2029-06-16,54000000.0
CARD000009757,CUS00011600,CREDIT,STANDARD,ACTIVE,2025-11-22,2030-11-21,89000000.0
CARD000009758,CUS00011602,CREDIT,STANDARD,ACTIVE,2024-09-28,2029-09-27,143000000.0
CARD000009759,CUS00011603,CREDIT,PLATINUM,EXPIRED,2025-05-27,2030-05-26,309000000.0
CARD000009760,CUS00011603,CREDIT,GOLD,ACTIVE,2025-12-11,2030-12-10,350000000.0
CARD000009761,CUS00011605,DEBIT,,ACTIVE,2022-02-24,2027-02-23,0.0
CARD000009762,CUS00011610,DEBIT,,EXPIRED,2023-09-20,2028-09-18,0.0
CARD000009763,CUS00011613,DEBIT,,ACTIVE,2023-12-19,2028-12-17,0.0
CARD000009764,CUS00011614,DEBIT,,ACTIVE,2024-12-17,2029-12-16,0.0
CARD000009765,CUS00011616,DEBIT,,ACTIVE,2025-03-07,2030-03-06,0.0
CARD000009766,CUS00011617,DEBIT,,ACTIVE,2026-03-15,2031-03-14,0.0
CARD000009767,CUS00011617,CREDIT,GOLD,ACTIVE,2023-12-13,2028-12-11,134000000.0
CARD000009768,CUS00011618,DEBIT,,BLOCKED,2025-06-14,2030-06-13,0.0
CARD000009769,CUS00011619,CREDIT,STANDARD,ACTIVE,2022-12-02,2027-12-01,105000000.0
CARD000009770,CUS00011619,CREDIT,PLATINUM,BLOCKED,2022-06-05,2027-06-04,122000000.0
CARD000009771,CUS00011620,DEBIT,,ACTIVE,2023-12-23,2028-12-21,0.0
CARD000009772,CUS00011620,DEBIT,,ACTIVE,2023-09-30,2028-09-28,0.0
CARD000009773,CUS00011623,CREDIT,GOLD,ACTIVE,2022-08-13,2027-08-12,148000000.0
CARD000009774,CUS00011626,CREDIT,GOLD,ACTIVE,2025-07-31,2030-07-30,91000000.0
CARD000009775,CUS00011628,CREDIT,PLATINUM,ACTIVE,2024-05-01,2029-04-30,454000000.0
CARD000009776,CUS00011629,DEBIT,,ACTIVE,2021-11-12,2026-11-11,0.0
CARD000009777,CUS00011630,CREDIT,STANDARD,ACTIVE,2025-12-27,2030-12-26,453000000.0
CARD000009778,CUS00011630,DEBIT,,ACTIVE,2023-12-20,2028-12-18,0.0
CARD000009779,CUS00011631,DEBIT,,EXPIRED,2022-06-19,2027-06-18,0.0
CARD000009780,CUS00011632,CREDIT,STANDARD,ACTIVE,2022-06-12,2027-06-11,172000000.0
CARD000009781,CUS00011633,DEBIT,,ACTIVE,2023-11-12,2028-11-10,0.0
CARD000009782,CUS00011634,DEBIT,,ACTIVE,2022-11-20,2027-11-19,0.0
CARD000009783,CUS00011635,CREDIT,GOLD,ACTIVE,2023-07-24,2028-07-22,82000000.0
CARD000009784,CUS00011637,CREDIT,STANDARD,ACTIVE,2022-05-14,2027-05-13,79000000.0
CARD000009785,CUS00011638,CREDIT,PLATINUM,ACTIVE,2024-12-14,2029-12-13,133000000.0
CARD000009786,CUS00011639,DEBIT,,ACTIVE,2022-03-26,2027-03-25,0.0
CARD000009787,CUS00011640,CREDIT,STANDARD,ACTIVE,2022-09-21,2027-09-20,145000000.0
CARD000009788,CUS00011640,CREDIT,PLATINUM,ACTIVE,2023-09-26,2028-09-24,336000000.0
CARD000009789,CUS00011642,DEBIT,,ACTIVE,2025-03-21,2030-03-20,0.0
CARD000009790,CUS00011643,DEBIT,,ACTIVE,2026-02-20,2031-02-19,0.0
CARD000009791,CUS00011643,DEBIT,,ACTIVE,2024-08-03,2029-08-02,0.0
CARD000009792,CUS00011644,DEBIT,,ACTIVE,2020-11-17,2025-11-16,0.0
CARD000009793,CUS00011644,DEBIT,,ACTIVE,2022-10-25,2027-10-24,0.0
CARD000009794,CUS00011645,CREDIT,GOLD,ACTIVE,2020-10-31,2025-10-30,342000000.0
CARD000009795,CUS00011645,DEBIT,,ACTIVE,2020-11-18,2025-11-17,0.0
CARD000009796,CUS00011647,CREDIT,STANDARD,ACTIVE,2023-03-12,2028-03-10,34000000.0
CARD000009797,CUS00011648,DEBIT,,ACTIVE,2025-07-09,2030-07-08,0.0
CARD000009798,CUS00011648,DEBIT,,ACTIVE,2023-01-23,2028-01-22,0.0
CARD000009799,CUS00011651,CREDIT,GOLD,ACTIVE,2021-02-03,2026-02-02,157000000.0
CARD000009800,CUS00011651,CREDIT,PLATINUM,ACTIVE,2026-06-10,2031-06-09,76000000.0
CARD000009801,CUS00011652,DEBIT,,ACTIVE,2021-12-11,2026-12-10,0.0
CARD000009802,CUS00011653,DEBIT,,ACTIVE,2026-04-15,2031-04-14,0.0
CARD000009803,CUS00011654,CREDIT,GOLD,ACTIVE,2024-05-31,2029-05-30,34000000.0
CARD000009804,CUS00011655,CREDIT,STANDARD,ACTIVE,2021-03-19,2026-03-18,124000000.0
CARD000009805,CUS00011656,DEBIT,,ACTIVE,2021-12-11,2026-12-10,0.0
CARD000009806,CUS00011657,CREDIT,STANDARD,ACTIVE,2021-10-17,2026-10-16,480000000.0
