reason_id,score_id,feature_name,feature_value,contribution_score,impact_direction,reason_rank
RS0000097780,SC000065186,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000097781,SC000065186,x1_monthly_spending,0.5243,0.0201,POSITIVE,5
RS0000097782,SC000065186,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000097783,SC000065189,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000097784,SC000065189,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000097785,SC000065189,x1_monthly_spending,0.7782,0.3527,POSITIVE,3
RS0000097786,SC000065189,x3_digital_activity,0.9236,0.3438,POSITIVE,4
RS0000097787,SC000065189,x2_income,0.9392,0.1646,POSITIVE,5
RS0000097788,SC000065189,x6_product_gap,0.5325,-0.1019,NEGATIVE,6
RS0000097789,SC000065196,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000097790,SC000065196,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000097791,SC000065196,x2_income,0.9392,0.3762,POSITIVE,3
RS0000097792,SC000065196,x1_monthly_spending,0.8177,0.3701,POSITIVE,4
RS0000097793,SC000065196,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000097794,SC000065196,x3_digital_activity,0.4801,-0.0135,NEGATIVE,6
RS0000097795,SC000065199,x5_campaign_response,0.9,1.3068,POSITIVE,1
RS0000097796,SC000065199,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000097797,SC000065199,x2_income,0.0642,-0.3166,NEGATIVE,3
RS0000097798,SC000065199,x1_monthly_spending,0.3297,-0.2037,NEGATIVE,4
RS0000097799,SC000065199,x3_digital_activity,0.8262,0.1665,POSITIVE,5
RS0000097800,SC000065199,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000097801,SC000065203,x5_campaign_response,0.75,1.0503,POSITIVE,1
RS0000097802,SC000065203,x6_product_gap,0.2,-0.6124,NEGATIVE,2
RS0000097803,SC000065203,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000097804,SC000065203,x2_income,0.7598,0.1887,POSITIVE,4
RS0000097805,SC000065203,x1_monthly_spending,0.5863,0.1032,POSITIVE,5
RS0000097806,SC000065203,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000097807,SC000065205,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000097808,SC000065205,x1_monthly_spending,0.1755,-0.4115,NEGATIVE,2
RS0000097809,SC000065205,x4_salary_account,0.0,-0.4007,NEGATIVE,3
RS0000097810,SC000065205,x3_digital_activity,0.2964,-0.1653,NEGATIVE,4
RS0000097811,SC000065205,x6_product_gap,0.5325,-0.1019,NEGATIVE,5
RS0000097812,SC000065205,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097813,SC000065210,x2_income,0.0642,-0.3766,NEGATIVE,1
RS0000097814,SC000065210,x5_campaign_response,0.25,0.3152,POSITIVE,2
RS0000097815,SC000065210,x3_digital_activity,0.1012,-0.2797,NEGATIVE,3
RS0000097816,SC000065210,x1_monthly_spending,0.2107,-0.2402,NEGATIVE,4
RS0000097817,SC000065210,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000097818,SC000065210,x6_product_gap,0.58,0.0507,POSITIVE,6
RS0000097819,SC000065213,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000097820,SC000065213,x1_monthly_spending,0.1532,-0.4399,NEGATIVE,2
RS0000097821,SC000065213,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000097822,SC000065213,x3_digital_activity,0.6917,0.1556,POSITIVE,4
RS0000097823,SC000065213,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000097824,SC000065213,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000097825,SC000065219,x5_campaign_response,0.75,1.0503,POSITIVE,1
RS0000097826,SC000065219,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000097827,SC000065219,x3_digital_activity,0.8737,0.1907,POSITIVE,3
RS0000097828,SC000065219,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000097829,SC000065219,x1_monthly_spending,0.373,-0.152,NEGATIVE,5
RS0000097830,SC000065219,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000097831,SC000065221,x1_monthly_spending,0.098,-0.5098,NEGATIVE,1
RS0000097832,SC000065221,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000097833,SC000065221,x4_salary_account,0.0,-0.4007,NEGATIVE,3
RS0000097834,SC000065221,x3_digital_activity,0.1012,-0.3237,NEGATIVE,4
RS0000097835,SC000065221,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000097836,SC000065221,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000097837,SC000065225,x4_salary_account,1.0,0.1827,POSITIVE,1
RS0000097838,SC000065225,x1_monthly_spending,0.6299,0.1647,POSITIVE,2
RS0000097839,SC000065225,x3_digital_activity,0.3481,-0.1234,NEGATIVE,3
RS0000097840,SC000065225,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000097841,SC000065225,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000097842,SC000065225,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000097843,SC000065229,x1_monthly_spending,0.0874,-0.5232,NEGATIVE,1
RS0000097844,SC000065229,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000097845,SC000065229,x3_digital_activity,0.3291,-0.1388,NEGATIVE,3
RS0000097846,SC000065229,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000097847,SC000065229,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000097848,SC000065229,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097849,SC000065235,x5_campaign_response,0.75,1.0503,POSITIVE,1
RS0000097850,SC000065235,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000097851,SC000065235,x1_monthly_spending,0.2394,-0.3117,NEGATIVE,3
RS0000097852,SC000065235,x3_digital_activity,0.8748,0.1913,POSITIVE,4
RS0000097853,SC000065235,x2_income,0.2411,-0.1881,NEGATIVE,5
RS0000097854,SC000065235,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000097855,SC000065237,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000097856,SC000065237,x1_monthly_spending,0.0709,-0.5441,NEGATIVE,2
RS0000097857,SC000065237,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000097858,SC000065237,x3_digital_activity,0.5763,0.0619,POSITIVE,4
RS0000097859,SC000065237,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000097860,SC000065237,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097861,SC000065243,x6_product_gap,0.85,0.942,POSITIVE,1
RS0000097862,SC000065243,x5_campaign_response,0.5,0.6229,POSITIVE,2
RS0000097863,SC000065243,x1_monthly_spending,0.2765,-0.2674,NEGATIVE,3
RS0000097864,SC000065243,x3_digital_activity,0.3414,-0.0809,NEGATIVE,4
RS0000097865,SC000065243,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000097866,SC000065243,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000097867,SC000065245,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000097868,SC000065245,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000097869,SC000065245,x6_product_gap,0.9175,0.2749,POSITIVE,3
RS0000097870,SC000065245,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000097871,SC000065245,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000097872,SC000065245,x1_monthly_spending,0.5624,0.0791,POSITIVE,6
RS0000097873,SC000065250,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000097874,SC000065250,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000097875,SC000065250,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000097876,SC000065250,x3_digital_activity,0.6307,0.0917,POSITIVE,4
RS0000097877,SC000065250,x1_monthly_spending,0.5412,0.0342,POSITIVE,5
RS0000097878,SC000065250,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000097879,SC000065254,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000097880,SC000065254,x2_income,0.7598,0.2245,POSITIVE,2
RS0000097881,SC000065254,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000097882,SC000065254,x1_monthly_spending,0.7071,0.172,POSITIVE,4
RS0000097883,SC000065254,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000097884,SC000065254,x3_digital_activity,0.4215,-0.0551,NEGATIVE,6
RS0000097885,SC000065258,x4_salary_account,0.0,-0.3829,NEGATIVE,1
RS0000097886,SC000065258,x5_campaign_response,0.25,0.3152,POSITIVE,2
RS0000097887,SC000065258,x6_product_gap,0.76,0.239,POSITIVE,3
RS0000097888,SC000065258,x2_income,0.7598,0.2245,POSITIVE,4
RS0000097889,SC000065258,x3_digital_activity,0.3217,-0.1251,NEGATIVE,5
RS0000097890,SC000065258,x1_monthly_spending,0.602,0.0847,POSITIVE,6
RS0000097891,SC000065264,x6_product_gap,0.8375,0.5498,POSITIVE,1
RS0000097892,SC000065264,x1_monthly_spending,0.3038,-0.2286,NEGATIVE,2
RS0000097893,SC000065264,x5_campaign_response,0.0,-0.1847,NEGATIVE,3
RS0000097894,SC000065264,x3_digital_activity,0.272,-0.1543,NEGATIVE,4
RS0000097895,SC000065264,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000097896,SC000065264,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000097897,SC000065268,x6_product_gap,0.805,0.4824,POSITIVE,1
RS0000097898,SC000065268,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000097899,SC000065268,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000097900,SC000065268,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000097901,SC000065268,x1_monthly_spending,0.6437,0.1674,POSITIVE,5
RS0000097902,SC000065268,x3_digital_activity,0.5125,0.0084,POSITIVE,6
RS0000097903,SC000065269,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000097904,SC000065269,x1_monthly_spending,0.7317,0.2938,POSITIVE,2
RS0000097905,SC000065269,x3_digital_activity,0.7844,0.2308,POSITIVE,3
RS0000097906,SC000065269,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000097907,SC000065269,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000097908,SC000065269,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000097909,SC000065273,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000097910,SC000065273,x1_monthly_spending,0.9441,0.5632,POSITIVE,2
RS0000097911,SC000065273,x3_digital_activity,0.7811,0.2281,POSITIVE,3
RS0000097912,SC000065273,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000097913,SC000065273,x2_income,0.9392,0.1646,POSITIVE,5
RS0000097914,SC000065273,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000097915,SC000065279,x1_monthly_spending,0.0862,-0.495,NEGATIVE,1
RS0000097916,SC000065279,x6_product_gap,0.58,0.2963,POSITIVE,2
RS0000097917,SC000065279,x5_campaign_response,0.25,0.1955,POSITIVE,3
RS0000097918,SC000065279,x3_digital_activity,0.2071,-0.1495,NEGATIVE,4
RS0000097919,SC000065279,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000097920,SC000065279,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000097921,SC000065281,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000097922,SC000065281,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000097923,SC000065281,x6_product_gap,0.7525,0.1134,POSITIVE,3
RS0000097924,SC000065281,x3_digital_activity,0.6141,0.0926,POSITIVE,4
RS0000097925,SC000065281,x1_monthly_spending,0.5407,0.0516,POSITIVE,5
RS0000097926,SC000065281,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097927,SC000065288,x6_product_gap,0.74,0.3478,POSITIVE,1
RS0000097928,SC000065288,x1_monthly_spending,0.7714,0.3162,POSITIVE,2
RS0000097929,SC000065288,x2_income,0.7598,0.2226,POSITIVE,3
RS0000097930,SC000065288,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000097931,SC000065288,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000097932,SC000065288,x3_digital_activity,0.5813,0.055,POSITIVE,6
RS0000097933,SC000065290,x4_salary_account,0.0,-0.3829,NEGATIVE,1
RS0000097934,SC000065290,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000097935,SC000065290,x5_campaign_response,0.0,-0.2039,NEGATIVE,3
RS0000097936,SC000065290,x1_monthly_spending,0.7357,0.1957,POSITIVE,4
RS0000097937,SC000065290,x3_digital_activity,0.5041,0.0029,POSITIVE,5
RS0000097938,SC000065290,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000097939,SC000065293,x3_digital_activity,0.9155,0.3372,POSITIVE,1
RS0000097940,SC000065293,x1_monthly_spending,0.712,0.2689,POSITIVE,2
RS0000097941,SC000065293,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000097942,SC000065293,x6_product_gap,0.8075,0.1672,POSITIVE,4
RS0000097943,SC000065293,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000097944,SC000065293,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097945,SC000065297,x1_monthly_spending,0.0616,-0.5559,NEGATIVE,1
RS0000097946,SC000065297,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000097947,SC000065297,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000097948,SC000065297,x6_product_gap,0.7525,0.1134,POSITIVE,4
RS0000097949,SC000065297,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000097950,SC000065297,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000097951,SC000065301,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000097952,SC000065301,x6_product_gap,0.15,-0.4763,NEGATIVE,2
RS0000097953,SC000065301,x3_digital_activity,0.8582,0.2907,POSITIVE,3
RS0000097954,SC000065301,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000097955,SC000065301,x1_monthly_spending,0.5124,0.0157,POSITIVE,5
RS0000097956,SC000065301,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000097957,SC000065306,x1_monthly_spending,0.1195,-0.316,NEGATIVE,1
RS0000097958,SC000065306,x5_campaign_response,0.25,0.3152,POSITIVE,2
RS0000097959,SC000065306,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000097960,SC000065306,x6_product_gap,0.67,0.1448,POSITIVE,4
RS0000097961,SC000065306,x3_digital_activity,0.6612,0.1131,POSITIVE,5
RS0000097962,SC000065306,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000097963,SC000065312,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000097964,SC000065312,x3_digital_activity,0.9196,0.284,POSITIVE,2
RS0000097965,SC000065312,x1_monthly_spending,0.7107,0.2454,POSITIVE,3
RS0000097966,SC000065312,x2_income,0.7598,0.2226,POSITIVE,4
RS0000097967,SC000065312,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000097968,SC000065312,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000097969,SC000065313,x3_digital_activity,0.9291,0.3483,POSITIVE,1
RS0000097970,SC000065313,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000097971,SC000065313,x2_income,0.7598,0.0973,POSITIVE,3
RS0000097972,SC000065313,x1_monthly_spending,0.4273,-0.0922,NEGATIVE,4
RS0000097973,SC000065313,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000097974,SC000065313,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000097975,SC000065319,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000097976,SC000065319,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000097977,SC000065319,x3_digital_activity,0.9335,0.2213,POSITIVE,3
RS0000097978,SC000065319,x2_income,0.7598,0.1887,POSITIVE,4
RS0000097979,SC000065319,x1_monthly_spending,0.3774,-0.1467,NEGATIVE,5
RS0000097980,SC000065319,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000097981,SC000065324,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000097982,SC000065324,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000097983,SC000065324,x1_monthly_spending,0.9735,0.5516,POSITIVE,3
RS0000097984,SC000065324,x2_income,0.9392,0.3762,POSITIVE,4
RS0000097985,SC000065324,x4_salary_account,0.0,-0.2202,NEGATIVE,5
RS0000097986,SC000065324,x3_digital_activity,0.8153,0.2134,POSITIVE,6
RS0000097987,SC000065326,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000097988,SC000065326,x4_salary_account,1.0,0.1746,POSITIVE,2
RS0000097989,SC000065326,x6_product_gap,0.67,0.1448,POSITIVE,3
RS0000097990,SC000065326,x1_monthly_spending,0.3768,-0.1023,NEGATIVE,4
RS0000097991,SC000065326,x3_digital_activity,0.5622,0.0436,POSITIVE,5
RS0000097992,SC000065326,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000097993,SC000065329,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000097994,SC000065329,x6_product_gap,0.8625,0.221,POSITIVE,2
RS0000097995,SC000065329,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000097996,SC000065329,x3_digital_activity,0.7056,0.1669,POSITIVE,4
RS0000097997,SC000065329,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000097998,SC000065329,x1_monthly_spending,0.434,-0.0837,NEGATIVE,6
RS0000097999,SC000065333,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000098000,SC000065333,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000098001,SC000065333,x1_monthly_spending,0.3035,-0.2492,NEGATIVE,3
RS0000098002,SC000065333,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000098003,SC000065333,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000098004,SC000065333,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000098005,SC000065340,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000098006,SC000065340,x3_digital_activity,0.9776,0.3233,POSITIVE,2
RS0000098007,SC000065340,x5_campaign_response,0.0,-0.1847,NEGATIVE,3
RS0000098008,SC000065340,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000098009,SC000065340,x2_income,0.4975,-0.0021,NEGATIVE,5
RS0000098010,SC000065340,x1_monthly_spending,0.5014,0.0017,POSITIVE,6
RS0000098011,SC000065344,x6_product_gap,0.805,0.4824,POSITIVE,1
RS0000098012,SC000065344,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000098013,SC000065344,x1_monthly_spending,0.8246,0.3782,POSITIVE,3
RS0000098014,SC000065344,x2_income,0.7598,0.2226,POSITIVE,4
RS0000098015,SC000065344,x3_digital_activity,0.6563,0.1058,POSITIVE,5
RS0000098016,SC000065344,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000098017,SC000065346,x5_campaign_response,0.9,1.6648,POSITIVE,1
RS0000098018,SC000065346,x6_product_gap,0.15,-0.399,NEGATIVE,2
RS0000098019,SC000065346,x3_digital_activity,0.1012,-0.2797,NEGATIVE,3
RS0000098020,SC000065346,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000098021,SC000065346,x1_monthly_spending,0.5267,0.0222,POSITIVE,5
RS0000098022,SC000065346,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000098023,SC000065352,x6_product_gap,0.8375,0.5498,POSITIVE,1
RS0000098024,SC000065352,x1_monthly_spending,0.132,-0.4288,NEGATIVE,2
RS0000098025,SC000065352,x3_digital_activity,0.1012,-0.2699,NEGATIVE,3
RS0000098026,SC000065352,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000098027,SC000065352,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000098028,SC000065352,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000098029,SC000065356,x6_product_gap,1.0,0.8863,POSITIVE,1
RS0000098030,SC000065356,x5_campaign_response,0.0,-0.1847,NEGATIVE,2
RS0000098031,SC000065356,x1_monthly_spending,0.3964,-0.1207,NEGATIVE,3
RS0000098032,SC000065356,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000098033,SC000065356,x3_digital_activity,0.4664,-0.0228,NEGATIVE,5
RS0000098034,SC000065356,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000098035,SC000065357,x1_monthly_spending,0.7119,0.2687,POSITIVE,1
RS0000098036,SC000065357,x6_product_gap,0.835,0.1941,POSITIVE,2
RS0000098037,SC000065357,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000098038,SC000065357,x2_income,0.7598,0.0973,POSITIVE,4
RS0000098039,SC000065357,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000098040,SC000065357,x3_digital_activity,0.4682,-0.0258,NEGATIVE,6
RS0000098041,SC000065364,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000098042,SC000065364,x1_monthly_spending,0.1311,-0.4298,NEGATIVE,2
RS0000098043,SC000065364,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000098044,SC000065364,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000098045,SC000065364,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000098046,SC000065364,x3_digital_activity,0.3862,-0.077,NEGATIVE,6
RS0000098047,SC000065368,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000098048,SC000065368,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000098049,SC000065368,x2_income,0.7598,0.2226,POSITIVE,3
RS0000098050,SC000065368,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000098051,SC000065368,x3_digital_activity,0.7974,0.2013,POSITIVE,5
RS0000098052,SC000065368,x1_monthly_spending,0.5449,0.0523,POSITIVE,6
RS0000098053,SC000065370,x5_campaign_response,1.0,1.8725,POSITIVE,1
RS0000098054,SC000065370,x4_salary_account,0.0,-0.3829,NEGATIVE,2
RS0000098055,SC000065370,x1_monthly_spending,0.2042,-0.2456,NEGATIVE,3
RS0000098056,SC000065370,x3_digital_activity,0.3123,-0.1316,NEGATIVE,4
RS0000098057,SC000065370,x6_product_gap,0.49,-0.0434,NEGATIVE,5
RS0000098058,SC000065370,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000098059,SC000065375,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000098060,SC000065375,x1_monthly_spending,0.7163,0.2587,POSITIVE,2
RS0000098061,SC000065375,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000098062,SC000065375,x2_income,0.7598,0.1887,POSITIVE,4
RS0000098063,SC000065375,x3_digital_activity,0.5543,0.0277,POSITIVE,5
RS0000098064,SC000065375,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000098065,SC000065379,x3_digital_activity,0.1012,-0.2036,NEGATIVE,1
RS0000098066,SC000065379,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000098067,SC000065379,x2_income,0.7598,0.1887,POSITIVE,3
RS0000098068,SC000065379,x1_monthly_spending,0.6225,0.1465,POSITIVE,4
RS0000098069,SC000065379,x6_product_gap,0.4,-0.1342,NEGATIVE,5
RS0000098070,SC000065379,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000098071,SC000065381,x1_monthly_spending,0.1907,-0.3922,NEGATIVE,1
RS0000098072,SC000065381,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000098073,SC000065381,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000098074,SC000065381,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000098075,SC000065381,x6_product_gap,0.7525,0.1134,POSITIVE,5
RS0000098076,SC000065381,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000098077,SC000065385,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000098078,SC000065385,x1_monthly_spending,0.803,0.3843,POSITIVE,2
RS0000098079,SC000065385,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000098080,SC000065385,x2_income,0.9392,0.1646,POSITIVE,4
RS0000098081,SC000065385,x3_digital_activity,0.6757,0.1426,POSITIVE,5
RS0000098082,SC000065385,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000098083,SC000065389,x1_monthly_spending,0.8686,0.4673,POSITIVE,1
RS0000098084,SC000065389,x3_digital_activity,0.8457,0.2806,POSITIVE,2
RS0000098085,SC000065389,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000098086,SC000065389,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000098087,SC000065389,x2_income,0.7598,0.0973,POSITIVE,5
RS0000098088,SC000065389,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000098089,SC000065393,x1_monthly_spending,0.01,-0.6214,NEGATIVE,1
RS0000098090,SC000065393,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000098091,SC000065393,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000098092,SC000065393,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000098093,SC000065393,x6_product_gap,0.7525,0.1134,POSITIVE,5
RS0000098094,SC000065393,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000098095,SC000065397,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000098096,SC000065397,x3_digital_activity,0.9164,0.338,POSITIVE,2
RS0000098097,SC000065397,x1_monthly_spending,0.7496,0.3165,POSITIVE,3
RS0000098098,SC000065397,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000098099,SC000065397,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000098100,SC000065397,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000098101,SC000065403,x6_product_gap,0.85,0.942,POSITIVE,1
RS0000098102,SC000065403,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000098103,SC000065403,x2_income,0.7598,0.1887,POSITIVE,3
RS0000098104,SC000065403,x1_monthly_spending,0.3651,-0.1614,NEGATIVE,4
RS0000098105,SC000065403,x3_digital_activity,0.8002,0.1532,POSITIVE,5
RS0000098106,SC000065403,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000098107,SC000065405,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000098108,SC000065405,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000098109,SC000065405,x1_monthly_spending,0.2694,-0.2925,NEGATIVE,3
RS0000098110,SC000065405,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000098111,SC000065405,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000098112,SC000065405,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000098113,SC000065411,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000098114,SC000065411,x1_monthly_spending,0.01,-0.5861,NEGATIVE,2
RS0000098115,SC000065411,x6_product_gap,0.58,0.2963,POSITIVE,3
RS0000098116,SC000065411,x2_income,0.7598,0.1887,POSITIVE,4
RS0000098117,SC000065411,x3_digital_activity,0.174,-0.1664,NEGATIVE,5
RS0000098118,SC000065411,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000098119,SC000065415,x1_monthly_spending,0.2674,-0.2782,NEGATIVE,1
RS0000098120,SC000065415,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000098121,SC000065415,x2_income,0.7598,0.1887,POSITIVE,3
RS0000098122,SC000065415,x6_product_gap,0.4,-0.1342,NEGATIVE,4
RS0000098123,SC000065415,x3_digital_activity,0.2882,-0.1081,NEGATIVE,5
RS0000098124,SC000065415,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000098125,SC000065418,x2_income,0.9392,0.3795,POSITIVE,1
