loan_id,customer_id,loan_type,start_date,maturity_date,original_amount,outstanding_balance,interest_rate,monthly_installment,secured_flag,payment_status,days_past_due,loan_status,has_active_loan,active_loan_count,total_loan_outstanding,monthly_debt_payment,loan_to_income_ratio
LOAN000004551,CUS00014110,HOME,2020-10-14,2025-09-18,232239406.17,12429985.72,12.804,4523733.62,True,CURRENT,0,ACTIVE,True,1,12429985.72,4523733.62,0.3016
LOAN000004552,CUS00014112,PERSONAL,2024-12-18,2026-12-08,48300497.33,16127349.5,9.629,2360677.79,False,CURRENT,0,ACTIVE,True,2,47516379.85,2886936.02,0.0962
LOAN000004553,CUS00014112,AUTO,2022-05-30,2032-04-07,51337921.06,31389030.35,8.795,526258.23,True,LATE,15,DELINQUENT,True,2,47516379.85,2886936.02,0.0962
LOAN000004554,CUS00014117,PERSONAL,2020-02-04,2024-01-14,2772414705.15,580919325.69,11.004,70616659.14,False,CURRENT,0,ACTIVE,True,1,580919325.69,70616659.14,0.5885
LOAN000004555,CUS00014118,AUTO,2026-02-12,2030-01-22,177369513.75,155474528.36,11.611,4244774.42,True,CURRENT,0,ACTIVE,True,1,155474528.36,4244774.42,0.6064
LOAN000004556,CUS00014120,HOME,2022-10-26,2026-10-05,51480907.17,14191322.41,6.826,1140930.3,True,CURRENT,0,ACTIVE,True,1,14191322.41,1140930.3,0.0761
LOAN000004557,CUS00014122,BUSINESS,2022-04-22,2027-03-27,26996170.24,5231620.7,11.341,481028.46,False,CURRENT,0,ACTIVE,True,2,43610516.32,664788.07,0.0222
LOAN000004558,CUS00014122,HOME,2026-03-29,2045-12-14,38970738.66,38378895.62,13.752,183759.61,True,CURRENT,0,ACTIVE,True,2,43610516.32,664788.07,0.0222
LOAN000004559,CUS00014124,BUSINESS,2020-08-04,2022-07-25,2809457977.71,194826340.72,8.823,130565257.36,False,CURRENT,0,ACTIVE,True,1,194826340.72,130565257.36,4.3522
LOAN000004560,CUS00014130,PERSONAL,2024-07-28,2025-07-23,38969490.37,1090662.07,6.61,4033233.48,False,CURRENT,0,ACTIVE,True,1,1090662.07,4033233.48,0.5762
LOAN000004561,CUS00014131,HOME,2024-11-16,2025-11-11,151440086.1,864829.98,9.138,15099536.38,True,CURRENT,0,ACTIVE,True,2,8283050.16,17245414.58,1.1497
LOAN000004562,CUS00014131,PERSONAL,2022-08-20,2026-07-30,89757861.08,7418220.18,6.995,2145878.2,False,CURRENT,0,ACTIVE,True,2,8283050.16,17245414.58,1.1497
LOAN000004563,CUS00014135,BUSINESS,2021-12-26,2026-11-30,1823957230.14,118407888.07,8.662,32908494.77,False,CURRENT,0,ACTIVE,True,1,118407888.07,32908494.77,0.2742
LOAN000004564,CUS00014139,BUSINESS,2022-08-07,2024-07-27,34886623.0,2074424.5,12.42,1578622.63,False,CURRENT,0,ACTIVE,True,2,100089414.02,2065873.33,0.0344
LOAN000004565,CUS00014139,PERSONAL,2024-05-18,2044-02-03,107750770.6,98014989.52,9.256,487250.7,False,CURRENT,0,ACTIVE,True,2,100089414.02,2065873.33,0.0344
LOAN000004566,CUS00014141,PERSONAL,2020-09-19,2035-07-03,330024939.74,198202171.9,6.972,2275770.12,False,CURRENT,0,ACTIVE,True,2,229950534.21,9386218.74,0.6257
LOAN000004567,CUS00014141,AUTO,2020-03-25,2025-02-27,381096529.12,31748362.31,9.074,7110448.62,True,CURRENT,0,ACTIVE,True,2,229950534.21,9386218.74,0.6257
LOAN000004568,CUS00014142,PERSONAL,2024-05-16,2034-03-25,145631602.22,120931928.8,12.062,1468322.21,False,CURRENT,0,ACTIVE,True,1,120931928.8,1468322.21,0.0489
LOAN000004569,CUS00014143,AUTO,2023-02-05,2026-01-20,206403136.66,13277626.13,14.478,6417533.71,True,CURRENT,0,ACTIVE,True,1,13277626.13,6417533.71,0.107
LOAN000004570,CUS00014147,AUTO,2021-12-02,2036-09-14,71486494.6,48568891.14,10.142,445648.71,True,CURRENT,0,ACTIVE,True,1,48568891.14,445648.71,0.0297
LOAN000004571,CUS00014149,HOME,2019-11-25,2020-11-19,817377893.72,115736123.44,12.848,76355988.25,True,CURRENT,0,ACTIVE,True,1,115736123.44,76355988.25,2.5452
LOAN000004572,CUS00014163,HOME,2024-12-20,2039-10-03,1822130763.88,1643523898.71,7.819,10691439.16,True,CURRENT,0,ACTIVE,True,2,2274078995.25,39882199.27,0.6647
LOAN000004573,CUS00014163,HOME,2022-12-16,2027-11-20,1432252172.97,630555096.54,9.987,29190760.11,True,CURRENT,0,ACTIVE,True,2,2274078995.25,39882199.27,0.6647
LOAN000004574,CUS00014164,HOME,2020-03-05,2024-02-13,1120136367.96,43524471.2,12.349,27454912.55,True,CURRENT,0,ACTIVE,True,1,43524471.2,27454912.55,0.2288
LOAN000004575,CUS00014166,HOME,2025-07-04,2028-06-18,8693382868.09,5594939426.22,10.338,290303454.28,True,CURRENT,0,ACTIVE,True,1,5594939426.22,290303454.28,4.8384
LOAN000004576,CUS00014168,HOME,2024-03-20,2028-02-28,443759050.72,195932165.28,8.901,10770191.51,True,CURRENT,0,ACTIVE,True,1,195932165.28,10770191.51,0.1795
LOAN000004577,CUS00014170,HOME,2024-09-18,2027-09-03,296663719.58,123437566.4,14.157,8738456.56,True,CURRENT,0,ACTIVE,True,1,123437566.4,8738456.56,0.2913
LOAN000004578,CUS00014172,PERSONAL,2019-07-27,2020-07-21,212006603.45,60488060.54,11.641,19197065.51,False,LATE,30,DELINQUENT,True,1,60488060.54,19197065.51,0.32
LOAN000004579,CUS00014174,HOME,2025-04-08,2026-04-03,78558518.31,11190104.41,9.826,7816845.97,True,CURRENT,0,ACTIVE,True,1,11190104.41,7816845.97,1.1167
LOAN000004580,CUS00014175,PERSONAL,2020-10-22,2040-07-09,13810710.88,10699567.52,10.625,66968.08,False,CURRENT,0,ACTIVE,True,1,10699567.52,66968.08,0.0096
LOAN000004581,CUS00014176,AUTO,2025-06-10,2029-05-20,55421907.21,40681564.87,8.358,1278873.62,True,CURRENT,0,ACTIVE,True,1,40681564.87,1278873.62,0.0853
LOAN000004582,CUS00014177,PERSONAL,2021-07-20,2025-06-29,50339417.91,1427050.42,9.171,1259124.83,False,CURRENT,0,ACTIVE,True,1,1427050.42,1259124.83,0.042
LOAN000004583,CUS00014178,PERSONAL,2026-05-01,2041-02-11,82820599.28,81405737.8,13.801,510155.26,False,CURRENT,0,ACTIVE,True,2,130077249.32,1220184.08,0.0407
LOAN000004584,CUS00014178,PERSONAL,2023-01-20,2032-11-28,75578196.43,48671511.52,10.693,710028.82,False,CURRENT,0,ACTIVE,True,2,130077249.32,1220184.08,0.0407
LOAN000004585,CUS00014182,BUSINESS,2019-10-06,2039-06-23,35678965.65,26367616.69,9.315,171141.0,False,CURRENT,0,ACTIVE,True,1,26367616.69,171141.0,0.0114
LOAN000004586,CUS00014183,PERSONAL,2019-11-03,2021-10-23,99285287.7,4454406.47,11.541,5141479.38,False,CURRENT,0,ACTIVE,True,1,4454406.47,5141479.38,0.0857
LOAN000004587,CUS00014184,AUTO,2019-11-19,2034-09-01,112843157.26,63551265.74,10.33,753471.96,True,CURRENT,0,ACTIVE,True,2,184757661.46,1568405.55,0.0131
LOAN000004588,CUS00014184,HOME,2025-01-08,2039-10-22,132263385.94,121206395.72,13.036,814933.59,True,CURRENT,0,ACTIVE,True,2,184757661.46,1568405.55,0.0131
LOAN000004589,CUS00014193,BUSINESS,2024-10-06,2034-08-15,42971667.79,35656976.76,9.276,402607.82,False,LATE,15,DELINQUENT,True,2,41949157.02,3034700.12,0.4335
LOAN000004590,CUS00014193,HOME,2024-09-13,2026-09-03,55507757.13,6292180.26,9.97,2632092.3,True,CURRENT,0,ACTIVE,True,2,41949157.02,3034700.12,0.4335
LOAN000004591,CUS00014196,PERSONAL,2022-05-05,2025-04-19,288087146.18,41929322.85,9.471,8876746.25,False,CURRENT,0,ACTIVE,True,1,41929322.85,8876746.25,0.2959
LOAN000004592,CUS00014198,HOME,2021-08-26,2023-08-16,110121606.29,8365513.79,12.904,4863733.3,True,CURRENT,0,ACTIVE,True,1,8365513.79,4863733.3,0.3242
LOAN000004593,CUS00014210,PERSONAL,2022-10-23,2026-10-02,555846448.09,39877566.29,11.193,14058490.81,False,CURRENT,0,ACTIVE,True,1,39877566.29,14058490.81,0.1172
LOAN000004594,CUS00014212,HOME,2021-02-04,2030-12-14,91330192.19,46773356.11,8.37,889547.79,True,LATE,15,DELINQUENT,True,1,46773356.11,889547.79,0.0593
LOAN000004595,CUS00014216,PERSONAL,2019-10-18,2022-10-02,100952346.53,14049961.87,14.371,3354020.58,False,LATE,15,DELINQUENT,True,1,14049961.87,3354020.58,0.4791
LOAN000004596,CUS00014218,PERSONAL,2019-12-20,2021-12-09,164314896.07,23712025.42,10.732,7404960.34,False,CURRENT,0,ACTIVE,True,2,139632889.52,8183889.23,0.1364
LOAN000004597,CUS00014218,PERSONAL,2024-12-22,2039-10-05,127038258.72,115920864.1,13.912,778928.89,False,CURRENT,0,ACTIVE,True,2,139632889.52,8183889.23,0.1364
LOAN000004598,CUS00014220,HOME,2020-12-21,2030-10-30,44260045.25,25676254.91,11.718,411068.25,True,CURRENT,0,ACTIVE,True,2,39950573.43,1084679.59,0.0723
LOAN000004599,CUS00014220,BUSINESS,2025-07-07,2028-06-21,22695524.15,14274318.52,8.89,673611.34,False,CURRENT,0,ACTIVE,True,2,39950573.43,1084679.59,0.0723
LOAN000004600,CUS00014227,BUSINESS,2024-05-03,2039-02-14,353192101.38,312509865.46,12.941,2125427.02,False,CURRENT,0,ACTIVE,True,1,312509865.46,2125427.02,0.0708
LOAN000004601,CUS00014231,BUSINESS,2022-09-07,2027-08-12,480100545.02,200718858.84,8.877,9076286.38,False,CURRENT,0,ACTIVE,True,2,332094903.06,11166720.94,0.0931
LOAN000004602,CUS00014231,HOME,2022-01-02,2031-11-11,234819392.03,131376044.22,12.294,2090434.56,True,CURRENT,0,ACTIVE,True,2,332094903.06,11166720.94,0.0931
LOAN000004603,CUS00014232,HOME,2021-09-12,2031-07-22,1064590838.8,661834631.98,6.769,10841127.79,True,CURRENT,0,ACTIVE,True,1,661834631.98,10841127.79,0.0903
LOAN000004604,CUS00014241,PERSONAL,2021-03-09,2035-12-21,142766442.5,100675997.76,10.596,876811.55,False,CURRENT,0,ACTIVE,True,1,100675997.76,876811.55,0.0146
LOAN000004605,CUS00014242,PERSONAL,2022-10-19,2042-07-06,96942406.23,78202491.58,8.429,433420.91,False,CURRENT,0,ACTIVE,True,1,78202491.58,433420.91,0.0072
LOAN000004606,CUS00014243,PERSONAL,2020-05-04,2024-04-13,71321221.67,9968554.99,9.044,1585172.38,False,CURRENT,0,ACTIVE,True,1,9968554.99,1585172.38,0.2265
LOAN000004607,CUS00014245,HOME,2020-08-19,2024-07-29,130618757.22,32296757.31,8.867,3160583.3,True,CURRENT,0,ACTIVE,True,1,32296757.31,3160583.3,0.1054
LOAN000004608,CUS00014247,PERSONAL,2024-10-12,2025-10-07,79678779.91,1750146.38,10.966,7721160.77,False,CURRENT,0,ACTIVE,True,1,1750146.38,7721160.77,1.103
LOAN000004609,CUS00014250,BUSINESS,2024-01-29,2038-11-11,167519352.34,146782401.39,10.368,1124695.1,False,CURRENT,0,ACTIVE,True,1,146782401.39,1124695.1,0.0187
LOAN000004610,CUS00014251,HOME,2020-09-15,2024-08-25,124751143.41,26830231.5,9.695,2878787.53,True,CURRENT,0,ACTIVE,True,1,26830231.5,2878787.53,0.1919
LOAN000004611,CUS00014252,AUTO,2025-07-21,2028-07-05,22950171.38,15212081.05,13.656,696218.17,True,CURRENT,0,ACTIVE,True,1,15212081.05,696218.17,0.0232
LOAN000004612,CUS00014253,HOME,2026-03-11,2036-01-18,89754000.87,86422799.92,7.131,823390.91,True,CURRENT,0,ACTIVE,True,1,86422799.92,823390.91,0.0274
LOAN000004613,CUS00014257,HOME,2019-12-08,2023-11-17,179817830.74,33904257.97,9.158,4083093.6,True,LATE,30,DELINQUENT,True,1,33904257.97,4083093.6,0.0681
LOAN000004614,CUS00014258,AUTO,2022-08-23,2042-05-10,60594503.11,51063679.2,12.132,283136.08,True,CURRENT,0,ACTIVE,True,1,51063679.2,283136.08,0.0404
LOAN000004615,CUS00014262,BUSINESS,2025-05-22,2035-03-31,446623574.18,400515766.28,7.996,4189555.49,False,CURRENT,0,ACTIVE,True,1,400515766.28,4189555.49,0.1397
LOAN000004616,CUS00014263,PERSONAL,2021-07-15,2036-04-27,210644798.49,138927613.43,11.354,1377517.83,False,CURRENT,0,ACTIVE,True,1,138927613.43,1377517.83,0.0459
LOAN000004617,CUS00014264,BUSINESS,2022-02-11,2041-10-29,668465352.75,550281523.58,10.396,2993828.31,False,CURRENT,0,ACTIVE,True,1,550281523.58,2993828.31,0.0249
LOAN000004618,CUS00014265,AUTO,2025-12-06,2027-11-26,168099670.34,120020573.99,11.565,7584119.43,True,CURRENT,0,ACTIVE,True,1,120020573.99,7584119.43,0.0632
LOAN000004619,CUS00014266,PERSONAL,2022-05-25,2024-05-14,324205187.35,46012760.89,12.235,16724295.99,False,LATE,15,DELINQUENT,True,1,46012760.89,16724295.99,0.2787
LOAN000004620,CUS00014268,AUTO,2022-04-19,2023-04-14,568038196.1,126601323.85,8.156,53876925.31,True,CURRENT,0,ACTIVE,True,1,126601323.85,53876925.31,1.7959
LOAN000004621,CUS00014271,BUSINESS,2024-12-23,2025-12-18,3322794613.12,648079379.78,7.875,343900790.5,False,CURRENT,0,ACTIVE,True,1,648079379.78,343900790.5,2.8658
LOAN000004622,CUS00014276,HOME,2024-02-10,2043-10-28,143938587.57,128674235.7,6.81,714863.37,True,CURRENT,0,ACTIVE,True,1,128674235.7,714863.37,0.0477
LOAN000004623,CUS00014277,AUTO,2024-10-10,2025-10-05,189008470.44,17688127.39,11.867,17111958.67,True,CURRENT,0,ACTIVE,True,1,17688127.39,17111958.67,0.5704
LOAN000004624,CUS00014281,PERSONAL,2021-09-24,2024-09-08,451934587.13,109277581.37,8.531,14559533.7,False,CURRENT,0,ACTIVE,True,1,109277581.37,14559533.7,0.4853
LOAN000004625,CUS00014282,AUTO,2019-09-11,2020-09-05,69339626.11,7096265.0,8.942,6626396.62,True,CURRENT,0,ACTIVE,True,1,7096265.0,6626396.62,0.4418
LOAN000004626,CUS00014283,BUSINESS,2022-05-23,2023-05-18,3664093211.14,980535122.15,10.95,369500146.6,False,CURRENT,0,ACTIVE,True,1,980535122.15,369500146.6,3.0792
LOAN000004627,CUS00014292,PERSONAL,2023-05-08,2043-01-23,2670656448.12,2298013805.74,9.451,13905420.19,False,CURRENT,0,ACTIVE,True,1,2298013805.74,13905420.19,0.1159
LOAN000004628,CUS00014293,HOME,2021-11-15,2024-10-30,373064825.17,52882007.14,9.175,12772624.19,True,CURRENT,0,ACTIVE,True,1,52882007.14,12772624.19,0.4258
LOAN000004629,CUS00014294,BUSINESS,2020-02-17,2039-11-04,373967847.11,254531294.74,12.2,1863875.92,False,LATE,30,DELINQUENT,True,1,254531294.74,1863875.92,0.0311
LOAN000004630,CUS00014297,PERSONAL,2025-06-03,2029-05-13,376906617.92,260176492.52,10.342,8989993.81,False,CURRENT,0,ACTIVE,True,1,260176492.52,8989993.81,0.1498
LOAN000004631,CUS00014298,HOME,2024-05-06,2028-04-15,18750422.02,8509187.43,6.77,471887.49,True,CURRENT,0,ACTIVE,True,1,8509187.43,471887.49,0.0674
LOAN000004632,CUS00014301,HOME,2025-05-10,2030-04-14,58550419.72,45681800.26,8.204,1084039.18,True,CURRENT,0,ACTIVE,True,1,45681800.26,1084039.18,0.0723
LOAN000004633,CUS00014306,AUTO,2022-08-21,2026-07-31,124669088.92,36235341.68,9.746,2783973.26,True,CURRENT,0,ACTIVE,True,1,36235341.68,2783973.26,0.0232
LOAN000004634,CUS00014310,HOME,2024-01-27,2028-01-06,220933197.11,100003951.69,6.73,4995130.53,True,CURRENT,0,ACTIVE,True,1,100003951.69,4995130.53,0.0833
LOAN000004635,CUS00014312,PERSONAL,2024-06-01,2029-05-06,31774815.4,18241110.1,11.858,568009.29,False,CURRENT,0,ACTIVE,True,1,18241110.1,568009.29,0.0811
LOAN000004636,CUS00014316,HOME,2023-05-03,2024-04-27,110242262.05,31942891.83,11.321,10081324.23,True,CURRENT,0,ACTIVE,True,1,31942891.83,10081324.23,0.336
LOAN000004637,CUS00014321,PERSONAL,2023-07-18,2033-05-26,32113154.2,22476213.92,9.55,297112.21,False,CURRENT,0,ACTIVE,True,1,22476213.92,297112.21,0.0198
LOAN000004638,CUS00014329,AUTO,2020-02-23,2021-02-17,31554764.11,4186225.5,9.081,2820425.3,True,CURRENT,0,ACTIVE,True,1,4186225.5,2820425.3,0.094
LOAN000004639,CUS00014331,PERSONAL,2023-03-24,2042-12-09,333771588.03,276794838.52,9.483,1468252.41,False,LATE,15,DELINQUENT,True,1,276794838.52,1468252.41,0.0489
LOAN000004640,CUS00014337,BUSINESS,2020-12-21,2021-12-16,100655905.83,22718340.64,7.896,9321249.55,False,CURRENT,0,ACTIVE,True,1,22718340.64,9321249.55,0.1554
LOAN000004641,CUS00014338,PERSONAL,2020-04-17,2040-01-03,126144149.16,93493042.36,8.186,552640.77,False,CURRENT,0,ACTIVE,True,1,93493042.36,552640.77,0.0184
LOAN000004642,CUS00014342,HOME,2025-05-03,2030-04-07,30813127.55,24266745.53,12.864,607808.86,True,CURRENT,0,ACTIVE,True,2,46002068.19,1141851.9,0.0761
LOAN000004643,CUS00014342,HOME,2020-11-19,2030-09-28,51556330.3,21735322.66,6.855,534043.04,True,LATE,60,DELINQUENT,True,2,46002068.19,1141851.9,0.0761
LOAN000004644,CUS00014349,HOME,2022-12-28,2042-09-14,266899081.86,221363201.88,11.493,1217710.79,True,CURRENT,0,ACTIVE,True,1,221363201.88,1217710.79,0.0203
LOAN000004645,CUS00014355,BUSINESS,2024-06-23,2039-04-06,302797277.17,269412172.98,7.8,1985321.46,False,CURRENT,0,ACTIVE,True,1,269412172.98,1985321.46,0.0331
LOAN000004646,CUS00014362,PERSONAL,2026-02-18,2035-12-28,98908979.18,94881937.75,7.649,1010050.09,False,CURRENT,0,ACTIVE,True,1,94881937.75,1010050.09,0.1443
LOAN000004647,CUS00014366,PERSONAL,2020-06-07,2024-05-17,307851416.47,91549502.47,10.761,7665608.3,False,CURRENT,0,ACTIVE,True,1,91549502.47,7665608.3,0.1278
LOAN000004648,CUS00014368,AUTO,2023-11-21,2027-10-31,37075050.26,12518457.85,11.383,954292.89,True,CURRENT,0,ACTIVE,True,1,12518457.85,954292.89,0.1363
LOAN000004649,CUS00014370,HOME,2020-06-26,2030-05-05,130709666.88,57649948.27,9.205,1312954.45,True,CURRENT,0,ACTIVE,True,1,57649948.27,1312954.45,0.0438
LOAN000004650,CUS00014371,PERSONAL,2020-05-12,2040-01-28,100118133.55,72760568.54,8.214,456304.59,False,CURRENT,0,ACTIVE,True,2,81251629.46,4948400.16,0.1649
LOAN000004651,CUS00014371,HOME,2024-07-21,2026-07-11,96419996.9,8491060.92,7.148,4492095.57,True,CURRENT,0,ACTIVE,True,2,81251629.46,4948400.16,0.1649
LOAN000004652,CUS00014375,AUTO,2023-07-13,2026-06-27,2176178535.28,636851160.36,9.177,66984449.51,True,CURRENT,0,ACTIVE,True,1,636851160.36,66984449.51,0.5582
LOAN000004653,CUS00014377,HOME,2025-08-26,2045-05-13,326032478.95,312951790.3,9.877,1670300.86,True,CURRENT,0,ACTIVE,True,1,312951790.3,1670300.86,0.2386
LOAN000004654,CUS00014380,PERSONAL,2024-05-05,2039-02-16,266274145.89,230639704.79,11.818,1638040.92,False,CURRENT,0,ACTIVE,True,1,230639704.79,1638040.92,0.0137
LOAN000004655,CUS00014381,PERSONAL,2025-05-24,2027-05-14,45053511.83,24675185.85,12.89,2129601.48,False,CURRENT,0,ACTIVE,True,1,24675185.85,2129601.48,0.142
LOAN000004656,CUS00014384,PERSONAL,2020-10-19,2035-08-02,125598429.69,80582903.76,7.424,757185.07,False,CURRENT,0,ACTIVE,True,1,80582903.76,757185.07,0.0252
LOAN000004657,CUS00014386,AUTO,2022-09-15,2037-06-28,150770613.56,122034527.91,14.345,888058.81,True,CURRENT,0,ACTIVE,True,1,122034527.91,888058.81,0.0074
LOAN000004658,CUS00014387,PERSONAL,2022-03-18,2026-02-25,108180922.47,12498381.29,8.436,2538698.49,False,CURRENT,0,ACTIVE,True,1,12498381.29,2538698.49,0.1692
LOAN000004659,CUS00014393,HOME,2024-12-15,2029-11-19,411796055.81,276298938.42,11.077,7479264.26,True,CURRENT,0,ACTIVE,True,1,276298938.42,7479264.26,0.1247
LOAN000004660,CUS00014395,HOME,2022-06-25,2027-05-30,75361294.59,22991227.37,8.555,1389746.1,True,CURRENT,0,ACTIVE,True,1,22991227.37,1389746.1,0.0926
LOAN000004661,CUS00014401,HOME,2023-03-04,2027-02-11,265362752.61,30753696.78,14.06,6182122.26,True,CURRENT,0,ACTIVE,True,1,30753696.78,6182122.26,0.103
LOAN000004662,CUS00014403,PERSONAL,2019-09-25,2039-06-12,123435982.23,81773555.86,12.609,620726.26,False,CURRENT,0,ACTIVE,True,1,81773555.86,620726.26,0.0887
LOAN000004663,CUS00014405,PERSONAL,2021-09-30,2036-07-13,49475377.72,34986736.63,8.606,298982.57,False,CURRENT,0,ACTIVE,True,2,94727604.54,5582706.5,0.7975
LOAN000004664,CUS00014405,AUTO,2020-05-14,2024-04-23,206393503.55,59740867.91,9.282,5283723.93,True,CURRENT,0,ACTIVE,True,2,94727604.54,5582706.5,0.7975
LOAN000004665,CUS00014407,PERSONAL,2020-10-14,2025-09-18,200969716.95,9199654.65,13.014,3742910.84,False,CURRENT,0,ACTIVE,True,2,71662793.72,4187087.26,0.5982
LOAN000004666,CUS00014407,BUSINESS,2023-11-14,2038-08-27,74526547.55,62463139.07,11.631,444176.42,False,CURRENT,0,ACTIVE,True,2,71662793.72,4187087.26,0.5982
LOAN000004667,CUS00014410,HOME,2021-08-19,2023-08-09,362874941.69,3816575.11,8.813,18286113.42,True,CURRENT,0,ACTIVE,True,1,3816575.11,18286113.42,0.6095
LOAN000004668,CUS00014414,PERSONAL,2024-08-29,2028-08-08,720487432.72,413446596.49,6.957,16524061.83,False,CURRENT,0,ACTIVE,True,1,413446596.49,16524061.83,0.1377
LOAN000004669,CUS00014421,PERSONAL,2024-02-18,2029-01-22,118786418.96,60582525.12,11.942,2185429.33,False,CURRENT,0,ACTIVE,True,1,60582525.12,2185429.33,0.0728
LOAN000004670,CUS00014427,HOME,2019-09-14,2024-08-18,105856008.87,26626984.96,12.52,1971976.4,True,CURRENT,0,ACTIVE,True,1,26626984.96,1971976.4,0.0657
LOAN000004671,CUS00014428,AUTO,2020-10-01,2022-09-21,124845577.24,34989737.4,7.295,5806126.38,True,CURRENT,0,ACTIVE,True,1,34989737.4,5806126.38,0.1935
LOAN000004672,CUS00014429,HOME,2022-06-02,2026-05-12,1798226016.77,133750681.1,6.638,46239859.56,True,CURRENT,0,ACTIVE,True,1,133750681.1,46239859.56,0.3853
LOAN000004673,CUS00014431,AUTO,2023-04-01,2024-03-26,2516456973.02,631275563.51,6.659,261771112.23,True,CURRENT,0,ACTIVE,True,1,631275563.51,261771112.23,8.7257
LOAN000004674,CUS00014433,PERSONAL,2023-11-19,2038-09-01,110265288.26,92086235.03,7.479,743780.9,False,CURRENT,0,ACTIVE,True,1,92086235.03,743780.9,0.0496
LOAN000004675,CUS00014435,HOME,2022-05-29,2027-05-03,301019437.19,63183884.18,11.878,6102384.92,True,CURRENT,0,ACTIVE,True,1,63183884.18,6102384.92,0.2034
LOAN000004676,CUS00014440,AUTO,2022-08-15,2025-07-30,82839891.43,13297052.89,9.147,2729581.19,True,CURRENT,0,ACTIVE,True,1,13297052.89,2729581.19,0.3899
LOAN000004677,CUS00014443,BUSINESS,2021-09-18,2031-07-28,608462864.01,335931588.89,8.732,5806047.55,False,CURRENT,0,ACTIVE,True,1,335931588.89,5806047.55,0.0968
LOAN000004678,CUS00014446,BUSINESS,2022-08-02,2024-07-22,313623153.15,85474690.88,9.542,14276636.48,False,CURRENT,0,ACTIVE,True,1,85474690.88,14276636.48,0.119
LOAN000004679,CUS00014449,BUSINESS,2021-07-15,2036-04-27,612576790.03,411543078.04,13.805,4093377.28,False,CURRENT,0,ACTIVE,True,1,411543078.04,4093377.28,0.0341
LOAN000004680,CUS00014451,HOME,2024-10-04,2029-09-08,475863463.06,327146720.94,12.941,9814592.39,True,CURRENT,0,ACTIVE,True,1,327146720.94,9814592.39,0.0818
LOAN000004681,CUS00014454,HOME,2019-09-21,2024-08-25,278891059.05,11452697.77,11.634,5735323.97,True,CURRENT,0,ACTIVE,True,1,11452697.77,5735323.97,0.3824
LOAN000004682,CUS00014455,PERSONAL,2025-06-05,2026-05-31,324737065.46,13871032.57,12.796,32072213.8,False,CURRENT,0,ACTIVE,True,1,13871032.57,32072213.8,2.1381
LOAN000004683,CUS00014459,PERSONAL,2021-10-22,2024-10-06,131943331.79,31419900.22,7.645,4547182.85,False,CURRENT,0,ACTIVE,True,1,31419900.22,4547182.85,0.6496
LOAN000004684,CUS00014470,HOME,2023-01-05,2026-12-15,35355215.07,3684803.91,7.263,885051.4,True,CURRENT,0,ACTIVE,True,1,3684803.91,885051.4,0.1264
LOAN000004685,CUS00014471,BUSINESS,2025-02-16,2026-02-11,352779502.31,48373488.65,8.655,32313475.5,False,CURRENT,0,ACTIVE,True,1,48373488.65,32313475.5,1.0771
LOAN000004686,CUS00014476,HOME,2021-10-08,2041-06-25,459348100.57,365717807.52,13.72,2019722.76,True,CURRENT,0,ACTIVE,True,1,365717807.52,2019722.76,0.0168
LOAN000004687,CUS00014477,AUTO,2021-04-29,2036-02-10,25804515.01,18204216.35,11.558,177579.89,True,CURRENT,0,ACTIVE,True,1,18204216.35,177579.89,0.0118
LOAN000004688,CUS00014478,AUTO,2020-01-05,2024-12-09,90402712.52,18875003.29,13.381,1816571.73,True,LATE,15,DELINQUENT,True,2,81677047.49,2205593.2,0.3151
LOAN000004689,CUS00014478,HOME,2022-05-15,2042-01-30,77288516.5,62802044.2,13.15,389021.47,True,CURRENT,0,ACTIVE,True,2,81677047.49,2205593.2,0.3151
LOAN000004690,CUS00014480,AUTO,2023-05-11,2026-04-25,58891255.05,809234.34,10.057,1945656.23,True,CURRENT,0,ACTIVE,True,1,809234.34,1945656.23,0.278
LOAN000004691,CUS00014481,HOME,2020-07-30,2021-07-25,42070824.29,11561565.63,9.74,3935363.97,True,CURRENT,0,ACTIVE,True,1,11561565.63,3935363.97,0.2624
LOAN000004692,CUS00014485,AUTO,2024-04-20,2027-04-05,99998824.09,38843164.88,12.224,3436092.83,True,CURRENT,0,ACTIVE,True,1,38843164.88,3436092.83,0.1145
LOAN000004693,CUS00014486,HOME,2023-09-29,2038-07-12,136326231.66,114359635.35,10.829,842163.7,True,CURRENT,0,ACTIVE,True,1,114359635.35,842163.7,0.014
LOAN000004694,CUS00014492,PERSONAL,2020-05-14,2025-04-18,178308406.06,5627465.82,12.604,3204796.96,False,CURRENT,0,ACTIVE,True,2,192580371.72,4427101.92,0.2951
LOAN000004695,CUS00014492,HOME,2020-03-22,2039-12-08,244357629.51,186952905.9,8.996,1222304.96,True,CURRENT,0,ACTIVE,True,2,192580371.72,4427101.92,0.2951
LOAN000004696,CUS00014496,PERSONAL,2025-02-11,2039-11-25,885574353.09,803384172.78,7.046,5415670.2,False,CURRENT,0,ACTIVE,True,1,803384172.78,5415670.2,0.0903
LOAN000004697,CUS00014509,AUTO,2019-12-23,2022-12-07,80414381.71,1596928.75,7.11,2768210.82,True,CURRENT,0,ACTIVE,True,1,1596928.75,2768210.82,0.0923
