feedback_id,customer_id,product_id,product_code,product_group,segment,priority_rank,priority_level,propensity,rm_id,rm_verdict,agree_flag,rm_comment,converted_flag,feedback_date
RFB000013197,CUS00022174,PR026,LEND_OVERDRAFT_PERSONAL,LENDING,MASS,2,Do not prioritize,0.3971,RM0170,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-14
RFB000013198,CUS00012529,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Medium,0.8874,RM0047,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-30
RFB000013199,CUS00005477,PR004,CARD_CC_MDIGI,CARD,MASS,3,Medium,0.8528,RM0177,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-20
RFB000013200,CUS00011126,PR016,CASA_ESCROW,CASA,SME,3,High,0.99,RM0075,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-05
RFB000013201,CUS00011068,PR004,CARD_CC_MDIGI,CARD,MASS_AFFLUENT,3,Medium,0.7604,RM0105,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-12
RFB000013202,CUS00014306,PR014,CASA_M_FIRST,CASA,AFFLUENT,1,Medium,0.8705,RM0141,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-06
RFB000013203,CUS00017594,PR018,FD_TD_ONLINE,FD,MASS,3,Do not prioritize,0.483,RM0167,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-05
RFB000013204,CUS00006713,PR010,CARD_MERCHANT_POS,CARD,MASS,2,Medium,0.8028,RM0055,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-02
RFB000013205,CUS00019531,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.6962,RM0058,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-21
RFB000013206,CUS00020461,PR005,CARD_CC_ONLINE,CARD,MASS_AFFLUENT,3,Medium,0.76,RM0104,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-13
RFB000013207,CUS00019102,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,1,Medium,0.862,RM0115,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-27
RFB000013208,CUS00024382,PR021,FD_SAV_UPFRONT,FD,MASS,3,Do not prioritize,0.5691,RM0080,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-14
RFB000013209,CUS00011614,PR024,FD_CD,FD,AFFLUENT,3,Medium,0.822,RM0129,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-20
RFB000013210,CUS00000934,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,1,High,0.99,RM0043,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-29
RFB000013211,CUS00023983,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,2,Low,0.7841,RM0160,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-19
RFB000013212,CUS00024931,PR004,CARD_CC_MDIGI,CARD,MASS_AFFLUENT,3,Low,0.8283,RM0126,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-16
RFB000013213,CUS00000587,PR031,LEND_AUTO_NEW,LENDING,MASS,2,Do not prioritize,0.6612,RM0042,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-04
RFB000013214,CUS00015464,PR020,FD_SAV_PARTIAL,FD,MASS,2,Do not prioritize,0.578,RM0029,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-08-07
RFB000013215,CUS00007638,PR004,CARD_CC_MDIGI,CARD,MASS,3,Do not prioritize,0.586,RM0006,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-26
RFB000013216,CUS00021223,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,High,0.99,RM0162,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-08
RFB000013217,CUS00006872,PR031,LEND_AUTO_NEW,LENDING,AFFLUENT,2,High,0.876,RM0133,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-21
RFB000013218,CUS00016833,PR032,LEND_SECURITIES_PLEDGE,LENDING,MASS_AFFLUENT,3,Low,0.7037,RM0017,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-26
RFB000013219,CUS00011348,PR017,FD_TD_STANDARD,FD,MASS,2,Do not prioritize,0.5787,RM0165,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-24
RFB000013220,CUS00024672,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Do not prioritize,0.5714,RM0025,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-19
RFB000013221,CUS00015533,PR025,LEND_UNSECURED_PAYROLL,LENDING,MASS,3,Do not prioritize,0.543,RM0083,CANT_AFFORD,False,Dòng tiền/khả năng trả nợ chưa đủ điều kiện.,False,2026-08-02
RFB000013222,CUS00010059,PR001,CARD_DEBIT_DOMESTIC,CARD,SME,3,Do not prioritize,0.7108,RM0156,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-29
RFB000013223,CUS00022079,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.6926,RM0092,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-24
RFB000013224,CUS00000148,PR017,FD_TD_STANDARD,FD,MASS,2,Low,0.7662,RM0142,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-08-08
RFB000013225,CUS00014160,PR033,LEND_BIZ_WC,LENDING,SME,3,Medium,0.8218,RM0044,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000013226,CUS00021193,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Low,0.8384,RM0035,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000013227,CUS00014724,PR016,CASA_ESCROW,CASA,SME,1,High,0.99,RM0024,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-07
RFB000013228,CUS00003763,PR015,CASA_BIZ_MSMART,CASA,AFFLUENT,3,Low,0.8529,RM0146,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-22
RFB000013229,CUS00005654,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,1,Low,0.7695,RM0134,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-02
RFB000013230,CUS00020740,PR002,CARD_DEBIT_INTL_VISA,CARD,SME,1,Medium,0.9683,RM0033,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-02
RFB000013231,CUS00006816,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.839,RM0078,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-26
RFB000013232,CUS00023911,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,High,0.99,RM0039,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-27
RFB000013233,CUS00011917,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Low,0.8831,RM0068,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-28
RFB000013234,CUS00017387,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Low,0.8613,RM0070,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-12
RFB000013235,CUS00007999,PR006,CARD_CC_FAMILY,CARD,AFFLUENT,3,High,0.8753,RM0063,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000013236,CUS00019194,PR020,FD_SAV_PARTIAL,FD,MASS_AFFLUENT,2,Medium,0.7694,RM0076,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-01
RFB000013237,CUS00010224,PR023,FD_SAV_KIDS,FD,MASS,2,Do not prioritize,0.6378,RM0174,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-26
RFB000013238,CUS00014292,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,2,Medium,0.8241,RM0149,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-05
RFB000013239,CUS00017082,PR013,CASA_PAYROLL,CASA,SME,2,Medium,0.8733,RM0160,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-18
RFB000013240,CUS00005723,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,3,Do not prioritize,0.7186,RM0160,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-07-18
RFB000013241,CUS00023331,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,High,0.99,RM0094,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-29
RFB000013242,CUS00009120,PR018,FD_TD_ONLINE,FD,MASS,3,Low,0.7157,RM0147,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-31
RFB000013243,CUS00018881,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,3,Do not prioritize,0.5371,RM0119,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-23
RFB000013244,CUS00003524,PR023,FD_SAV_KIDS,FD,AFFLUENT,2,Medium,0.83,RM0051,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-11
RFB000013245,CUS00023131,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,PRIVATE,2,High,0.9867,RM0095,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-06
RFB000013246,CUS00024564,PR017,FD_TD_STANDARD,FD,MASS,3,Medium,0.8011,RM0035,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-12
RFB000013247,CUS00004619,PR002,CARD_DEBIT_INTL_VISA,CARD,SME,1,Medium,0.99,RM0015,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-08
RFB000013248,CUS00018081,PR016,CASA_ESCROW,CASA,SME,1,High,0.99,RM0089,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-08-15
RFB000013249,CUS00019693,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.7756,RM0165,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-04
RFB000013250,CUS00002186,PR027,LEND_CONSUMER,LENDING,MASS,1,Do not prioritize,0.5567,RM0026,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-19
RFB000013251,CUS00020185,PR026,LEND_OVERDRAFT_PERSONAL,LENDING,MASS,3,Do not prioritize,0.3545,RM0020,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-19
RFB000013252,CUS00007497,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,2,Low,0.7714,RM0096,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-05
RFB000013253,CUS00021417,PR015,CASA_BIZ_MSMART,CASA,SME,2,High,0.9662,RM0166,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-08-29
RFB000013254,CUS00003789,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Low,0.7339,RM0146,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-21
RFB000013255,CUS00012163,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,PRIVATE,1,Medium,0.99,RM0154,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-01
RFB000013256,CUS00005649,PR027,LEND_CONSUMER,LENDING,MASS_AFFLUENT,3,Medium,0.8025,RM0053,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-01
RFB000013257,CUS00014793,PR014,CASA_M_FIRST,CASA,SME,1,High,0.99,RM0150,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-25
RFB000013258,CUS00023797,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Low,0.8464,RM0080,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000013259,CUS00007901,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Medium,0.8928,RM0039,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-11
RFB000013260,CUS00022171,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,2,High,0.9718,RM0163,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-30
RFB000013261,CUS00023146,PR005,CARD_CC_ONLINE,CARD,MASS,2,Medium,0.8367,RM0060,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-13
RFB000013262,CUS00019921,PR013,CASA_PAYROLL,CASA,AFFLUENT,1,Do not prioritize,0.869,RM0035,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-18
RFB000013263,CUS00017329,PR021,FD_SAV_UPFRONT,FD,MASS,2,Low,0.8049,RM0048,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-17
RFB000013264,CUS00005543,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,2,Medium,0.8231,RM0093,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-11
RFB000013265,CUS00023961,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Do not prioritize,0.6782,RM0107,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-12
RFB000013266,CUS00011343,PR019,FD_SAV_MAXRATE,FD,AFFLUENT,3,Low,0.6902,RM0023,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-29
RFB000013267,CUS00007010,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.5918,RM0135,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-28
RFB000013268,CUS00005872,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Low,0.8624,RM0120,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-13
RFB000013269,CUS00016567,PR013,CASA_PAYROLL,CASA,SME,1,Low,0.8735,RM0179,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-23
RFB000013270,CUS00007673,PR005,CARD_CC_ONLINE,CARD,SME,1,Medium,0.9211,RM0029,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-03
RFB000013271,CUS00006863,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,3,Do not prioritize,0.6521,RM0159,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-05
RFB000013272,CUS00017712,PR019,FD_SAV_MAXRATE,FD,AFFLUENT,3,Medium,0.7058,RM0137,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-17
RFB000013273,CUS00002060,PR015,CASA_BIZ_MSMART,CASA,SME,2,Low,0.8542,RM0082,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-21
RFB000013274,CUS00023012,PR016,CASA_ESCROW,CASA,SME,3,High,0.9893,RM0128,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-28
RFB000013275,CUS00006450,PR008,CARD_CC_SIGNATURE,CARD,MASS_AFFLUENT,2,Do not prioritize,0.5513,RM0098,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-02
RFB000013276,CUS00002488,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,2,High,0.9763,RM0036,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-20
RFB000013277,CUS00006848,PR012,CASA_PERSONAL,CASA,MASS,1,Do not prioritize,0.6989,RM0103,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-23
RFB000013278,CUS00010151,PR015,CASA_BIZ_MSMART,CASA,MASS_AFFLUENT,1,High,0.99,RM0018,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-29
RFB000013279,CUS00004217,PR017,FD_TD_STANDARD,FD,MASS,3,Medium,0.8042,RM0026,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-28
RFB000013280,CUS00015683,PR025,LEND_UNSECURED_PAYROLL,LENDING,MASS,1,Low,0.668,RM0026,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-24
RFB000013281,CUS00012627,PR015,CASA_BIZ_MSMART,CASA,MASS,1,Low,0.8743,RM0127,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-21
RFB000013282,CUS00000144,PR004,CARD_CC_MDIGI,CARD,MASS_AFFLUENT,3,Do not prioritize,0.6602,RM0108,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-25
RFB000013283,CUS00010018,PR021,FD_SAV_UPFRONT,FD,MASS,3,Low,0.7479,RM0073,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-25
RFB000013284,CUS00019509,PR014,CASA_M_FIRST,CASA,PRIVATE,1,Medium,0.905,RM0160,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-17
RFB000013285,CUS00009456,PR013,CASA_PAYROLL,CASA,SME,1,Low,0.8875,RM0112,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-23
RFB000013286,CUS00017420,PR013,CASA_PAYROLL,CASA,MASS,2,Do not prioritize,0.5787,RM0010,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-13
RFB000013287,CUS00016518,PR014,CASA_M_FIRST,CASA,AFFLUENT,2,Medium,0.8852,RM0023,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-29
RFB000013288,CUS00008380,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,2,Low,0.7355,RM0051,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-24
RFB000013289,CUS00007255,PR006,CARD_CC_FAMILY,CARD,MASS,2,High,0.8799,RM0010,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-19
RFB000013290,CUS00010774,PR016,CASA_ESCROW,CASA,SME,2,Medium,0.99,RM0058,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000013291,CUS00006460,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,High,0.9724,RM0044,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-13
RFB000013292,CUS00012607,PR015,CASA_BIZ_MSMART,CASA,SME,1,High,0.99,RM0136,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-11
RFB000013293,CUS00010900,PR017,FD_TD_STANDARD,FD,AFFLUENT,2,High,0.9052,RM0075,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-26
RFB000013294,CUS00006638,PR017,FD_TD_STANDARD,FD,AFFLUENT,2,Low,0.7463,RM0033,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-20
RFB000013295,CUS00004873,PR014,CASA_M_FIRST,CASA,SME,1,High,0.99,RM0057,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-31
RFB000013296,CUS00018108,PR017,FD_TD_STANDARD,FD,MASS,2,Low,0.6648,RM0062,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-07-26
RFB000013297,CUS00001564,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,2,Do not prioritize,0.6572,RM0004,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-15
RFB000013298,CUS00008580,PR004,CARD_CC_MDIGI,CARD,AFFLUENT,2,High,0.9024,RM0022,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-06
RFB000013299,CUS00007457,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,Low,0.7013,RM0095,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-07-31
RFB000013300,CUS00016469,PR027,LEND_CONSUMER,LENDING,AFFLUENT,1,Medium,0.8214,RM0078,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-27
RFB000013301,CUS00001377,PR013,CASA_PAYROLL,CASA,AFFLUENT,1,Medium,0.8702,RM0119,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-28
RFB000013302,CUS00005349,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.8114,RM0071,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-30
RFB000013303,CUS00018362,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Low,0.7492,RM0156,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-27
RFB000013304,CUS00006074,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,3,Low,0.7255,RM0098,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-27
RFB000013305,CUS00009925,PR004,CARD_CC_MDIGI,CARD,MASS,3,Do not prioritize,0.4977,RM0013,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-29
RFB000013306,CUS00023139,PR018,FD_TD_ONLINE,FD,MASS,2,Low,0.7316,RM0031,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-13
RFB000013307,CUS00013376,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,2,Medium,0.9098,RM0058,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-04
RFB000013308,CUS00012345,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,1,Medium,0.9511,RM0037,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-10
RFB000013309,CUS00024365,PR017,FD_TD_STANDARD,FD,MASS,3,Medium,0.8305,RM0056,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-15
RFB000013310,CUS00024537,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,1,Medium,0.7087,RM0084,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-25
RFB000013311,CUS00011956,PR017,FD_TD_STANDARD,FD,MASS,2,Medium,0.7737,RM0119,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-16
RFB000013312,CUS00014670,PR024,FD_CD,FD,AFFLUENT,2,High,0.9043,RM0064,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-29
RFB000013313,CUS00009877,PR031,LEND_AUTO_NEW,LENDING,MASS,3,Do not prioritize,0.5449,RM0172,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-20
RFB000013314,CUS00013108,PR020,FD_SAV_PARTIAL,FD,AFFLUENT,1,Medium,0.892,RM0164,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-07
RFB000013315,CUS00004875,PR016,CASA_ESCROW,CASA,AFFLUENT,3,Medium,0.9655,RM0135,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-12
RFB000013316,CUS00013771,PR018,FD_TD_ONLINE,FD,MASS_AFFLUENT,1,Medium,0.8981,RM0017,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000013317,CUS00021637,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,2,Medium,0.7912,RM0174,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-05
RFB000013318,CUS00011603,PR031,LEND_AUTO_NEW,LENDING,AFFLUENT,2,Medium,0.7628,RM0037,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-31
RFB000013319,CUS00001284,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,1,Medium,0.99,RM0149,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-13
RFB000013320,CUS00010878,PR004,CARD_CC_MDIGI,CARD,MASS,2,Medium,0.749,RM0035,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-26
RFB000013321,CUS00020622,PR030,LEND_HOME_RENOVATE,LENDING,MASS,1,High,0.9107,RM0046,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-19
RFB000013322,CUS00024429,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Do not prioritize,0.6948,RM0017,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-24
RFB000013323,CUS00014930,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,3,Do not prioritize,0.4767,RM0027,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-07-22
RFB000013324,CUS00001604,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Low,0.8058,RM0022,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-20
RFB000013325,CUS00009120,PR023,FD_SAV_KIDS,FD,MASS,2,Low,0.7173,RM0151,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-13
RFB000013326,CUS00012563,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Low,0.8222,RM0105,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000013327,CUS00024300,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Do not prioritize,0.8812,RM0033,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-25
RFB000013328,CUS00021730,PR006,CARD_CC_FAMILY,CARD,MASS_AFFLUENT,2,Low,0.7602,RM0015,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-05
RFB000013329,CUS00007654,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,1,High,0.99,RM0033,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-31
RFB000013330,CUS00016154,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Low,0.8322,RM0064,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-09
RFB000013331,CUS00014287,PR027,LEND_CONSUMER,LENDING,AFFLUENT,3,Medium,0.8236,RM0016,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-22
