policy_id,customer_id,insurance_type,provider_code,start_date,expiry_date,renewal_date,premium_amount,policy_value,payment_frequency,policy_status,insurance_product_count,active_insurance_flag,total_annual_premium,nearest_renewal_days
POL000003548,CUS00012966,MOTOR,PRV4,2023-06-05,2028-06-03,2027-06-04,556148.64,5117397.97,ANNUAL,ACTIVE,2,True,556148.64,277
POL000003549,CUS00012971,HEALTH,PRV3,2024-01-08,2025-01-07,2027-01-07,5820223.03,49826881.44,ANNUAL,LAPSED,1,False,0.0,
POL000003550,CUS00012976,HOME,PRV1,2025-12-19,2030-12-18,2026-12-19,9679438.48,178697488.06,ANNUAL,ACTIVE,1,True,9679438.48,110
POL000003551,CUS00012981,LIFE,PRV5,2026-04-09,2031-04-08,2027-04-09,877280.12,18645042.59,QUARTERLY,ACTIVE,1,True,877280.12,221
POL000003552,CUS00012984,HOME,PRV4,2022-08-13,2023-08-13,2027-08-12,676669.11,14933970.59,ANNUAL,LAPSED,1,False,0.0,
POL000003553,CUS00012986,HEALTH,PRV5,2023-05-11,2028-05-09,2027-05-10,82271.63,2045355.81,ANNUAL,ACTIVE,1,True,82271.63,252
POL000003554,CUS00012989,TRAVEL,PRV5,2025-06-17,2045-06-12,2027-06-17,19218886.91,272882531.89,QUARTERLY,ACTIVE,1,True,19218886.91,290
POL000003555,CUS00012998,HEALTH,PRV1,2026-05-01,2046-04-26,2027-05-01,661678.18,8058538.72,MONTHLY,ACTIVE,1,True,661678.18,243
POL000003556,CUS00013003,MOTOR,PRV2,2024-01-10,2044-01-05,2027-01-09,271134.61,2353933.64,ANNUAL,ACTIVE,1,True,271134.61,131
POL000003557,CUS00013009,HEALTH,PRV3,2026-04-02,2036-03-30,2027-04-02,734848.31,18054010.24,ANNUAL,ACTIVE,1,True,734848.31,214
POL000003558,CUS00013013,LIFE,PRV4,2023-12-30,2043-12-25,2026-12-29,20684797.36,460409034.29,MONTHLY,ACTIVE,1,True,20684797.36,120
POL000003559,CUS00013016,LIFE,PRV1,2024-05-31,2025-05-31,2027-05-31,218583.33,1787492.45,QUARTERLY,LAPSED,2,False,0.0,
POL000003560,CUS00013016,TRAVEL,PRV2,2025-06-21,2026-06-21,2027-06-21,431847.85,4406473.24,ANNUAL,LAPSED,2,False,0.0,
POL000003561,CUS00013025,LIFE,PRV1,2022-07-29,2032-07-26,2027-07-28,13683677.35,186876125.07,QUARTERLY,ACTIVE,1,True,13683677.35,331
POL000003562,CUS00013029,HEALTH,PRV2,2024-06-09,2025-06-09,2027-06-09,295526.51,4235020.88,MONTHLY,LAPSED,1,False,0.0,
POL000003563,CUS00013035,LIFE,PRV3,2023-01-07,2028-01-06,2027-01-06,448127.22,5085318.33,ANNUAL,ACTIVE,1,True,448127.22,128
POL000003564,CUS00013040,MOTOR,PRV4,2023-06-21,2024-06-20,2027-06-20,372742.99,4842709.28,ANNUAL,LAPSED,2,True,1118080.39,220
POL000003565,CUS00013040,LIFE,PRV4,2024-04-08,2044-04-03,2027-04-08,1118080.39,9127123.25,MONTHLY,ACTIVE,2,True,1118080.39,220
POL000003566,CUS00013048,HEALTH,PRV1,2023-07-19,2043-07-14,2027-07-18,2410846.33,31014946.5,ANNUAL,ACTIVE,1,True,2410846.33,321
POL000003567,CUS00013050,MOTOR,PRV2,2022-08-16,2042-08-11,2027-08-15,507966.34,7912724.95,ANNUAL,ACTIVE,1,True,507966.34,349
POL000003568,CUS00013052,LIFE,PRV5,2025-11-12,2035-11-10,2026-11-12,1140778.04,22255924.16,MONTHLY,ACTIVE,1,True,1140778.04,73
POL000003569,CUS00013057,LIFE,PRV5,2025-04-25,2045-04-20,2027-04-25,63014.55,855473.13,ANNUAL,ACTIVE,1,True,63014.55,237
POL000003570,CUS00013058,HEALTH,PRV1,2025-12-12,2030-12-11,2026-12-12,13601183.81,211181618.84,MONTHLY,ACTIVE,1,True,13601183.81,103
POL000003571,CUS00013064,LIFE,PRV1,2023-02-18,2043-02-13,2027-02-17,859875.3,10209660.45,ANNUAL,ACTIVE,1,True,859875.3,170
POL000003572,CUS00013067,TRAVEL,PRV5,2024-05-13,2034-05-11,2027-05-13,4737261.12,86809470.04,MONTHLY,ACTIVE,1,True,4737261.12,255
POL000003573,CUS00013078,HOME,PRV2,2025-12-11,2035-12-09,2026-12-11,2753242.69,67052506.41,ANNUAL,ACTIVE,1,True,2753242.69,102
POL000003574,CUS00013079,LIFE,PRV1,2024-07-25,2029-07-24,2027-07-25,1464834.56,23092083.54,MONTHLY,ACTIVE,1,True,1464834.56,328
POL000003575,CUS00013086,LIFE,PRV3,2024-06-28,2025-06-28,2027-06-28,524780.4,12281739.16,MONTHLY,LAPSED,1,False,0.0,
POL000003576,CUS00013089,HEALTH,PRV4,2024-10-12,2025-10-12,2026-10-12,1072596.78,12433269.64,ANNUAL,LAPSED,1,False,0.0,
POL000003577,CUS00013095,LIFE,PRV5,2024-08-05,2034-08-03,2027-08-05,4579643.13,48668361.31,MONTHLY,ACTIVE,1,True,4579643.13,339
POL000003578,CUS00013099,HEALTH,PRV3,2024-08-04,2025-08-04,2027-08-04,529525.89,7520773.25,ANNUAL,LAPSED,1,False,0.0,
POL000003579,CUS00013102,HEALTH,PRV3,2025-07-28,2030-07-27,2027-07-28,413283.59,3888926.41,QUARTERLY,ACTIVE,1,True,413283.59,331
POL000003580,CUS00013104,MOTOR,PRV4,2026-01-29,2031-01-28,2027-01-29,431414.91,7556175.68,MONTHLY,ACTIVE,1,True,431414.91,151
POL000003581,CUS00013105,LIFE,PRV5,2023-07-31,2043-07-26,2027-07-30,570198.49,11313168.18,ANNUAL,ACTIVE,1,True,570198.49,333
POL000003582,CUS00013114,LIFE,PRV2,2025-04-04,2045-03-30,2027-04-04,3039287.41,74630365.29,ANNUAL,ACTIVE,1,True,3039287.41,216
POL000003583,CUS00013126,HEALTH,PRV2,2025-06-17,2030-06-16,2027-06-17,965695.65,10580335.15,QUARTERLY,ACTIVE,2,True,965695.65,290
POL000003584,CUS00013126,LIFE,PRV5,2025-05-17,2026-05-17,2027-05-17,1360061.1,24597501.08,ANNUAL,LAPSED,2,True,965695.65,290
POL000003585,CUS00013137,LIFE,PRV5,2023-06-06,2028-06-04,2027-06-05,824976.99,18798489.13,ANNUAL,ACTIVE,1,True,824976.99,278
POL000003586,CUS00013144,LIFE,PRV4,2025-04-21,2026-04-21,2027-04-21,4433372.85,37212607.9,QUARTERLY,LAPSED,2,True,1537551.15,227
POL000003587,CUS00013144,HEALTH,PRV2,2025-04-15,2045-04-10,2027-04-15,1537551.15,22458216.17,ANNUAL,ACTIVE,2,True,1537551.15,227
POL000003588,CUS00013150,TRAVEL,PRV1,2023-02-08,2033-02-05,2027-02-07,626049.14,8747692.1,ANNUAL,ACTIVE,1,True,626049.14,160
POL000003589,CUS00013157,HEALTH,PRV4,2023-02-26,2043-02-21,2027-02-25,8395282.3,175896617.44,ANNUAL,ACTIVE,1,True,8395282.3,178
POL000003590,CUS00013160,LIFE,PRV5,2023-08-09,2024-08-08,2027-08-08,216503.3,4196777.71,QUARTERLY,LAPSED,1,False,0.0,
POL000003591,CUS00013161,LIFE,PRV1,2025-01-23,2035-01-21,2027-01-23,4295932.6,98577074.26,ANNUAL,ACTIVE,1,True,4295932.6,145
POL000003592,CUS00013162,HOME,PRV4,2024-05-01,2029-04-30,2027-05-01,563688.08,6031583.37,ANNUAL,ACTIVE,1,True,563688.08,243
POL000003593,CUS00013167,TRAVEL,PRV2,2023-07-17,2033-07-14,2027-07-16,516685.11,11329887.89,MONTHLY,ACTIVE,1,True,516685.11,319
POL000003594,CUS00013170,MOTOR,PRV5,2024-02-10,2025-02-09,2027-02-09,749517.99,15373476.37,ANNUAL,LAPSED,2,True,301554.39,130
POL000003595,CUS00013170,MOTOR,PRV3,2023-01-09,2033-01-06,2027-01-08,301554.39,5687590.13,QUARTERLY,ACTIVE,2,True,301554.39,130
POL000003596,CUS00013175,LIFE,PRV5,2023-11-02,2024-11-01,2026-11-01,402155.45,4391488.79,ANNUAL,LAPSED,1,False,0.0,
POL000003597,CUS00013176,LIFE,PRV5,2022-12-06,2042-12-01,2026-12-05,102956.6,855270.73,ANNUAL,ACTIVE,1,True,102956.6,96
POL000003598,CUS00013177,LIFE,PRV5,2025-12-04,2030-12-03,2026-12-04,602368.91,8952345.91,MONTHLY,ACTIVE,1,True,602368.91,95
POL000003599,CUS00013183,MOTOR,PRV1,2022-10-09,2042-10-04,2026-10-08,681626.73,10820272.45,QUARTERLY,ACTIVE,1,True,681626.73,38
POL000003600,CUS00013185,HEALTH,PRV5,2022-09-27,2027-09-26,2026-09-26,1189936.75,25789004.25,ANNUAL,ACTIVE,1,True,1189936.75,26
POL000003601,CUS00013188,HOME,PRV4,2024-05-05,2044-04-30,2027-05-05,15272536.37,273105854.14,MONTHLY,ACTIVE,1,True,15272536.37,247
POL000003602,CUS00013193,HEALTH,PRV4,2026-05-10,2036-05-07,2027-05-10,3418284.77,32198567.93,ANNUAL,ACTIVE,1,True,3418284.77,252
POL000003603,CUS00013196,HOME,PRV2,2023-08-25,2028-08-23,2027-08-24,244060.18,4917409.05,MONTHLY,ACTIVE,1,True,244060.18,358
POL000003604,CUS00013197,TRAVEL,PRV5,2025-05-19,2026-05-19,2027-05-19,974790.09,17645475.62,ANNUAL,LAPSED,1,False,0.0,
POL000003605,CUS00013207,LIFE,PRV1,2026-01-07,2031-01-06,2027-01-07,3747393.14,38386586.0,ANNUAL,ACTIVE,1,True,3747393.14,129
POL000003606,CUS00013218,MOTOR,PRV2,2025-03-18,2035-03-16,2027-03-18,6694803.95,135953859.49,ANNUAL,ACTIVE,1,True,6694803.95,199
POL000003607,CUS00013219,HEALTH,PRV5,2023-04-23,2033-04-20,2027-04-22,1354282.43,11907121.4,MONTHLY,ACTIVE,1,True,1354282.43,234
POL000003608,CUS00013223,LIFE,PRV4,2026-04-19,2036-04-16,2027-04-19,2784264.63,35160899.42,QUARTERLY,ACTIVE,2,True,3998876.25,131
POL000003609,CUS00013223,HOME,PRV4,2025-01-09,2035-01-07,2027-01-09,1214611.62,18595766.72,ANNUAL,ACTIVE,2,True,3998876.25,131
POL000003610,CUS00013230,LIFE,PRV3,2023-10-25,2033-10-22,2026-10-24,240079.87,2130314.39,QUARTERLY,ACTIVE,1,True,240079.87,54
POL000003611,CUS00013235,HEALTH,PRV3,2022-10-26,2027-10-25,2026-10-25,753629.25,13251056.92,MONTHLY,ACTIVE,1,True,753629.25,55
POL000003612,CUS00013236,MOTOR,PRV4,2023-09-25,2024-09-24,2026-09-24,973767.93,22298191.34,ANNUAL,LAPSED,1,False,0.0,
POL000003613,CUS00013240,HEALTH,PRV2,2026-07-14,2046-07-09,2027-07-14,964569.11,17562142.33,QUARTERLY,ACTIVE,1,True,964569.11,317
POL000003614,CUS00013247,LIFE,PRV1,2025-11-15,2026-11-15,2026-11-15,125710.97,2571378.0,MONTHLY,ACTIVE,1,True,125710.97,76
POL000003615,CUS00013254,HEALTH,PRV3,2025-06-03,2030-06-02,2027-06-03,1169880.06,15150059.6,QUARTERLY,ACTIVE,1,True,1169880.06,276
POL000003616,CUS00013263,HEALTH,PRV2,2026-05-15,2036-05-12,2027-05-15,736064.08,8917634.81,ANNUAL,ACTIVE,2,True,3142457.76,48
POL000003617,CUS00013263,HOME,PRV1,2022-10-19,2032-10-16,2026-10-18,2406393.68,34611789.14,QUARTERLY,ACTIVE,2,True,3142457.76,48
POL000003618,CUS00013267,LIFE,PRV4,2022-10-15,2023-10-15,2026-10-14,513030.57,7761844.77,QUARTERLY,LAPSED,1,False,0.0,
POL000003619,CUS00013269,TRAVEL,PRV2,2022-11-16,2042-11-11,2026-11-15,537574.48,6762024.36,MONTHLY,ACTIVE,1,True,537574.48,76
POL000003620,CUS00013272,MOTOR,PRV3,2026-07-05,2046-06-30,2027-07-05,105956.71,1142341.8,ANNUAL,ACTIVE,1,True,105956.71,308
POL000003621,CUS00013276,HEALTH,PRV3,2025-04-02,2035-03-31,2027-04-02,26751479.98,371118697.13,ANNUAL,ACTIVE,1,True,26751479.98,214
POL000003622,CUS00013280,HEALTH,PRV1,2025-01-13,2026-01-13,2027-01-13,2607469.2,56525105.27,ANNUAL,LAPSED,1,False,0.0,
POL000003623,CUS00013283,HEALTH,PRV1,2025-05-21,2026-05-21,2027-05-21,3873531.16,51468420.94,ANNUAL,LAPSED,1,False,0.0,
POL000003624,CUS00013292,LIFE,PRV3,2022-11-11,2042-11-06,2026-11-10,147207.19,2371869.29,MONTHLY,ACTIVE,1,True,147207.19,71
POL000003625,CUS00013295,MOTOR,PRV3,2024-03-20,2025-03-20,2027-03-20,556338.44,8090031.3,QUARTERLY,LAPSED,1,False,0.0,
POL000003626,CUS00013301,LIFE,PRV3,2023-03-26,2028-03-24,2027-03-25,7178142.17,158367084.42,ANNUAL,ACTIVE,2,True,15735507.47,110
POL000003627,CUS00013301,HEALTH,PRV1,2024-12-19,2044-12-14,2026-12-19,8557365.3,136660633.83,MONTHLY,ACTIVE,2,True,15735507.47,110
POL000003628,CUS00013303,MOTOR,PRV4,2025-04-07,2026-04-07,2027-04-07,946454.65,20360687.5,ANNUAL,LAPSED,2,True,494904.52,151
POL000003629,CUS00013303,TRAVEL,PRV4,2024-01-30,2034-01-27,2027-01-29,494904.52,7399213.67,QUARTERLY,ACTIVE,2,True,494904.52,151
POL000003630,CUS00013307,HEALTH,PRV4,2024-06-24,2029-06-23,2027-06-24,4351384.38,72579295.78,ANNUAL,ACTIVE,2,True,5993291.37,249
POL000003631,CUS00013307,HEALTH,PRV2,2023-05-08,2043-05-03,2027-05-07,1641906.99,16516762.71,ANNUAL,ACTIVE,2,True,5993291.37,249
POL000003632,CUS00013308,HOME,PRV1,2024-04-18,2034-04-16,2027-04-18,773240.04,8078123.77,ANNUAL,ACTIVE,1,True,773240.04,230
POL000003633,CUS00013309,LIFE,PRV3,2023-11-27,2043-11-22,2026-11-26,4733087.08,58210606.29,ANNUAL,ACTIVE,2,True,9285066.35,87
POL000003634,CUS00013309,MOTOR,PRV3,2025-03-18,2035-03-16,2027-03-18,4551979.27,87864463.66,QUARTERLY,ACTIVE,2,True,9285066.35,87
POL000003635,CUS00013311,LIFE,PRV2,2022-08-10,2027-08-09,2027-08-09,1367131.08,13794840.54,ANNUAL,ACTIVE,2,True,3512602.65,12
POL000003636,CUS00013311,LIFE,PRV2,2025-09-12,2035-09-10,2026-09-12,2145471.57,30666494.4,QUARTERLY,ACTIVE,2,True,3512602.65,12
POL000003637,CUS00013319,TRAVEL,PRV5,2023-11-23,2028-11-21,2026-11-22,5815279.97,130892518.89,QUARTERLY,ACTIVE,1,True,5815279.97,83
POL000003638,CUS00013321,MOTOR,PRV3,2025-04-20,2035-04-18,2027-04-20,1475214.02,13166931.35,ANNUAL,ACTIVE,1,True,1475214.02,232
POL000003639,CUS00013330,HEALTH,PRV1,2025-09-29,2030-09-28,2026-09-29,961948.49,11204362.04,ANNUAL,ACTIVE,1,True,961948.49,29
POL000003640,CUS00013331,LIFE,PRV4,2024-09-21,2044-09-16,2026-09-21,961850.48,10676853.15,ANNUAL,ACTIVE,1,True,961850.48,21
POL000003641,CUS00013345,LIFE,PRV5,2025-07-10,2045-07-05,2027-07-10,4583095.89,102379918.45,ANNUAL,ACTIVE,2,True,12721376.85,36
POL000003642,CUS00013345,LIFE,PRV2,2023-10-07,2043-10-02,2026-10-06,8138280.96,97661298.06,MONTHLY,ACTIVE,2,True,12721376.85,36
POL000003643,CUS00013348,LIFE,PRV1,2025-05-08,2026-05-08,2027-05-08,1234836.88,21161896.31,MONTHLY,LAPSED,1,False,0.0,
POL000003644,CUS00013350,MOTOR,PRV5,2025-05-25,2035-05-23,2027-05-25,1969116.07,43935474.63,ANNUAL,ACTIVE,2,True,3966069.48,243
POL000003645,CUS00013350,LIFE,PRV3,2024-05-01,2029-04-30,2027-05-01,1996953.41,16216924.4,ANNUAL,ACTIVE,2,True,3966069.48,243
POL000003646,CUS00013352,LIFE,PRV2,2023-05-28,2028-05-26,2027-05-27,1724817.74,18071795.45,ANNUAL,ACTIVE,2,True,2472522.9,189
POL000003647,CUS00013352,HEALTH,PRV3,2026-03-08,2036-03-05,2027-03-08,747705.16,9595052.95,MONTHLY,ACTIVE,2,True,2472522.9,189
POL000003648,CUS00013353,LIFE,PRV2,2025-09-15,2035-09-13,2026-09-15,202124.86,3134319.74,ANNUAL,ACTIVE,1,True,202124.86,15
POL000003649,CUS00013360,LIFE,PRV5,2024-01-14,2025-01-13,2027-01-13,107247.2,1070892.11,ANNUAL,LAPSED,2,True,146282.29,55
POL000003650,CUS00013360,LIFE,PRV5,2025-10-25,2045-10-20,2026-10-25,146282.29,3130965.6,MONTHLY,ACTIVE,2,True,146282.29,55
POL000003651,CUS00013363,HEALTH,PRV2,2023-04-01,2024-03-31,2027-03-31,118551.86,1173212.47,MONTHLY,LAPSED,1,False,0.0,
POL000003652,CUS00013369,HEALTH,PRV2,2024-04-20,2044-04-15,2027-04-20,11057091.91,132325679.32,ANNUAL,ACTIVE,1,True,11057091.91,232
POL000003653,CUS00013375,HEALTH,PRV1,2023-01-06,2043-01-01,2027-01-05,375994.3,8245844.02,QUARTERLY,ACTIVE,1,True,375994.3,127
POL000003654,CUS00013376,HEALTH,PRV5,2025-05-01,2026-05-01,2027-05-01,4743213.31,52069503.2,ANNUAL,LAPSED,1,False,0.0,
POL000003655,CUS00013377,MOTOR,PRV1,2025-09-11,2045-09-06,2026-09-11,7756478.4,95768602.71,QUARTERLY,ACTIVE,2,True,11121135.51,11
POL000003656,CUS00013377,LIFE,PRV1,2022-11-16,2027-11-15,2026-11-15,3364657.11,43306003.55,QUARTERLY,ACTIVE,2,True,11121135.51,11
POL000003657,CUS00013380,LIFE,PRV5,2022-09-30,2042-09-25,2026-09-29,428707.4,6210683.33,MONTHLY,ACTIVE,1,True,428707.4,29
POL000003658,CUS00013384,HEALTH,PRV2,2023-09-27,2024-09-26,2026-09-26,2628421.84,60498933.56,MONTHLY,LAPSED,1,False,0.0,
POL000003659,CUS00013385,HOME,PRV4,2023-11-05,2033-11-02,2026-11-04,1029567.59,12393340.36,QUARTERLY,ACTIVE,1,True,1029567.59,65
POL000003660,CUS00013392,HEALTH,PRV2,2026-06-11,2027-06-11,2027-06-11,840922.08,19387482.0,MONTHLY,ACTIVE,1,True,840922.08,284
POL000003661,CUS00013393,HOME,PRV1,2023-11-11,2043-11-06,2026-11-10,1671688.02,17994231.82,ANNUAL,ACTIVE,1,True,1671688.02,71
POL000003662,CUS00013396,LIFE,PRV1,2025-02-25,2045-02-20,2027-02-25,880059.9,15085258.87,QUARTERLY,ACTIVE,1,True,880059.9,178
POL000003663,CUS00013400,LIFE,PRV1,2025-10-06,2026-10-06,2026-10-06,3421280.01,62817943.07,QUARTERLY,ACTIVE,1,True,3421280.01,36
POL000003664,CUS00013417,HOME,PRV5,2025-05-15,2030-05-14,2027-05-15,7217853.04,96764017.81,ANNUAL,ACTIVE,1,True,7217853.04,257
POL000003665,CUS00013419,TRAVEL,PRV2,2024-02-03,2044-01-29,2027-02-02,25662099.92,245763800.16,ANNUAL,ACTIVE,1,True,25662099.92,155
POL000003666,CUS00013423,HEALTH,PRV3,2024-05-16,2025-05-16,2027-05-16,10679325.5,218892968.5,QUARTERLY,LAPSED,1,False,0.0,
POL000003667,CUS00013425,MOTOR,PRV1,2023-02-20,2033-02-17,2027-02-19,685051.44,15121411.88,QUARTERLY,ACTIVE,1,True,685051.44,172
POL000003668,CUS00013427,HOME,PRV3,2025-12-17,2045-12-12,2026-12-17,10368188.47,222528170.55,MONTHLY,ACTIVE,1,True,10368188.47,108
POL000003669,CUS00013429,LIFE,PRV1,2025-12-06,2035-12-04,2026-12-06,235526.0,2338031.38,ANNUAL,ACTIVE,1,True,235526.0,97
POL000003670,CUS00013438,LIFE,PRV1,2024-05-19,2034-05-17,2027-05-19,283283.67,2266876.63,ANNUAL,ACTIVE,1,True,283283.67,261
POL000003671,CUS00013439,HOME,PRV2,2026-04-20,2046-04-15,2027-04-20,1502567.29,34139027.3,MONTHLY,ACTIVE,1,True,1502567.29,232
POL000003672,CUS00013446,HEALTH,PRV4,2025-11-10,2030-11-09,2026-11-10,22979008.83,347943789.59,QUARTERLY,ACTIVE,1,True,22979008.83,71
POL000003673,CUS00013448,LIFE,PRV1,2022-08-07,2023-08-07,2027-08-06,8511880.67,88937155.29,MONTHLY,LAPSED,2,True,7051607.27,296
POL000003674,CUS00013448,LIFE,PRV5,2023-06-24,2028-06-22,2027-06-23,7051607.27,100917407.14,ANNUAL,ACTIVE,2,True,7051607.27,296
POL000003675,CUS00013457,HOME,PRV1,2024-08-09,2034-08-07,2027-08-09,7354658.11,105466418.06,ANNUAL,ACTIVE,1,True,7354658.11,343
POL000003676,CUS00013470,LIFE,PRV5,2025-09-15,2030-09-14,2026-09-15,2372053.66,32423710.56,QUARTERLY,ACTIVE,1,True,2372053.66,15
POL000003677,CUS00013476,TRAVEL,PRV2,2025-12-09,2035-12-07,2026-12-09,323368.25,7326076.46,QUARTERLY,ACTIVE,1,True,323368.25,100
POL000003678,CUS00013477,LIFE,PRV2,2022-12-15,2042-12-10,2026-12-14,446247.17,8917561.82,ANNUAL,ACTIVE,1,True,446247.17,105
POL000003679,CUS00013482,TRAVEL,PRV2,2025-03-01,2030-02-28,2027-03-01,12896785.62,310929692.72,MONTHLY,ACTIVE,1,True,12896785.62,182
POL000003680,CUS00013483,HOME,PRV5,2023-07-15,2024-07-14,2027-07-14,1070237.55,23333071.77,ANNUAL,LAPSED,1,False,0.0,
POL000003681,CUS00013485,LIFE,PRV2,2026-04-23,2027-04-23,2027-04-23,30097165.97,311873347.39,ANNUAL,ACTIVE,1,True,30097165.97,235
POL000003682,CUS00013486,HEALTH,PRV2,2023-09-27,2033-09-24,2026-09-26,236712.24,3491853.93,QUARTERLY,ACTIVE,2,True,550535.53,26
POL000003683,CUS00013486,HOME,PRV4,2023-06-21,2043-06-16,2027-06-20,313823.29,3137586.05,MONTHLY,ACTIVE,2,True,550535.53,26
POL000003684,CUS00013488,LIFE,PRV4,2023-08-24,2028-08-22,2027-08-23,754514.08,17317573.88,ANNUAL,ACTIVE,1,True,754514.08,357
POL000003685,CUS00013491,LIFE,PRV3,2023-06-18,2024-06-17,2027-06-17,1054381.43,13368784.86,ANNUAL,LAPSED,1,False,0.0,
POL000003686,CUS00013495,LIFE,PRV1,2023-03-19,2024-03-18,2027-03-18,353036.24,6866100.75,MONTHLY,LAPSED,1,False,0.0,
POL000003687,CUS00013500,HOME,PRV5,2026-07-30,2027-07-30,2027-07-30,1298288.18,18389141.7,MONTHLY,ACTIVE,1,True,1298288.18,333
POL000003688,CUS00013502,LIFE,PRV4,2023-12-06,2033-12-03,2026-12-05,8207815.95,67411912.93,MONTHLY,ACTIVE,1,True,8207815.95,96
POL000003689,CUS00013503,HEALTH,PRV4,2023-03-29,2028-03-27,2027-03-28,1127211.92,13650232.4,MONTHLY,ACTIVE,2,True,1127211.92,209
POL000003690,CUS00013503,LIFE,PRV1,2024-11-21,2025-11-21,2026-11-21,1049845.56,22111975.46,ANNUAL,LAPSED,2,True,1127211.92,209
POL000003691,CUS00013507,LIFE,PRV3,2025-05-14,2045-05-09,2027-05-14,158409.27,3137122.88,ANNUAL,ACTIVE,1,True,158409.27,256
POL000003692,CUS00013514,LIFE,PRV3,2025-05-02,2035-04-30,2027-05-02,257520.21,5223898.61,QUARTERLY,ACTIVE,1,True,257520.21,244
POL000003693,CUS00013517,MOTOR,PRV2,2026-01-16,2036-01-14,2027-01-16,3166541.38,51170984.07,ANNUAL,ACTIVE,1,True,3166541.38,138
POL000003694,CUS00013528,TRAVEL,PRV4,2024-04-30,2029-04-29,2027-04-30,7039960.59,121102247.3,ANNUAL,ACTIVE,1,True,7039960.59,242
POL000003695,CUS00013530,LIFE,PRV5,2025-08-12,2045-08-07,2027-08-12,10015200.94,146109646.19,ANNUAL,ACTIVE,1,True,10015200.94,346
POL000003696,CUS00013535,HEALTH,PRV1,2025-08-21,2045-08-16,2027-08-21,7186740.97,69156871.5,MONTHLY,ACTIVE,2,True,7186740.97,355
POL000003697,CUS00013535,LIFE,PRV5,2023-10-09,2024-10-08,2026-10-08,5113331.75,44997021.61,MONTHLY,LAPSED,2,True,7186740.97,355
POL000003698,CUS00013540,TRAVEL,PRV2,2023-09-16,2033-09-13,2026-09-15,1234441.65,10255933.84,ANNUAL,ACTIVE,1,True,1234441.65,15
POL000003699,CUS00013544,HEALTH,PRV2,2022-12-20,2023-12-20,2026-12-19,1457976.8,20383409.54,ANNUAL,LAPSED,1,False,0.0,
POL000003700,CUS00013548,LIFE,PRV5,2025-04-21,2045-04-16,2027-04-21,321159.87,4271546.07,ANNUAL,ACTIVE,1,True,321159.87,233
POL000003701,CUS00013550,HEALTH,PRV2,2024-11-30,2025-11-30,2026-11-30,1516932.05,32606528.72,QUARTERLY,LAPSED,1,False,0.0,
POL000003702,CUS00013559,LIFE,PRV4,2022-10-02,2032-09-29,2026-10-01,216918.54,3868913.3,ANNUAL,ACTIVE,1,True,216918.54,31
POL000003703,CUS00013568,LIFE,PRV3,2024-10-22,2029-10-21,2026-10-22,492869.3,6682306.68,ANNUAL,ACTIVE,2,True,492869.3,52
POL000003704,CUS00013568,HEALTH,PRV1,2024-04-16,2025-04-16,2027-04-16,204729.76,2786775.35,MONTHLY,LAPSED,2,True,492869.3,52
POL000003705,CUS00013574,LIFE,PRV3,2024-03-28,2034-03-26,2027-03-28,2751760.53,43875740.63,ANNUAL,ACTIVE,2,True,6477119.47,209
POL000003706,CUS00013574,TRAVEL,PRV5,2026-04-12,2027-04-12,2027-04-12,3725358.94,66294342.04,ANNUAL,ACTIVE,2,True,6477119.47,209
POL000003707,CUS00013582,HEALTH,PRV4,2025-10-06,2035-10-04,2026-10-06,1919750.43,40289904.22,ANNUAL,ACTIVE,1,True,1919750.43,36
POL000003708,CUS00013583,LIFE,PRV5,2024-08-11,2044-08-06,2027-08-11,2479117.01,26877313.26,MONTHLY,ACTIVE,2,True,3091121.68,341
POL000003709,CUS00013583,HEALTH,PRV3,2025-08-07,2045-08-02,2027-08-07,612004.67,11512031.42,QUARTERLY,ACTIVE,2,True,3091121.68,341
POL000003710,CUS00013586,LIFE,PRV4,2026-05-07,2031-05-06,2027-05-07,915125.04,21742746.45,ANNUAL,ACTIVE,2,True,915125.04,249
POL000003711,CUS00013586,HEALTH,PRV2,2023-12-14,2024-12-13,2026-12-13,362699.07,4421302.22,ANNUAL,LAPSED,2,True,915125.04,249
POL000003712,CUS00013589,LIFE,PRV1,2023-02-26,2024-02-26,2027-02-25,40094110.98,524864727.09,ANNUAL,LAPSED,1,False,0.0,
POL000003713,CUS00013599,LIFE,PRV2,2024-12-09,2044-12-04,2026-12-09,637893.59,12223082.69,ANNUAL,ACTIVE,1,True,637893.59,100
POL000003714,CUS00013602,MOTOR,PRV1,2026-06-22,2031-06-21,2027-06-22,2543905.15,62549100.9,ANNUAL,ACTIVE,1,True,2543905.15,295
POL000003715,CUS00013603,TRAVEL,PRV3,2026-07-15,2036-07-12,2027-07-15,3514807.63,61588484.01,MONTHLY,ACTIVE,1,True,3514807.63,318
POL000003716,CUS00013605,HOME,PRV5,2025-05-13,2030-05-12,2027-05-13,333486.88,6822672.56,MONTHLY,ACTIVE,1,True,333486.88,255
POL000003717,CUS00013608,LIFE,PRV1,2026-02-03,2027-02-03,2027-02-03,4163889.07,83788278.34,QUARTERLY,ACTIVE,1,True,4163889.07,156
POL000003718,CUS00013610,LIFE,PRV1,2025-10-21,2030-10-20,2026-10-21,2507404.88,58731078.96,QUARTERLY,ACTIVE,1,True,2507404.88,51
