customer_id,snapshot_date,txn_count_30d,txn_count_90d,total_spend_30d,total_spend_90d,avg_txn_value_30d,online_spend_30d,travel_spend_90d,dining_spend_90d,international_spend_90d,qr_txn_count_30d,credit_inflow_30d,debit_outflow_30d,spending_growth_3m
CUS00014704,2026-08-31,3,13,6588815.14,21459069.02,2196271.71,0.0,0.0,3821169.32,0.0,0,0.0,6588815.14,-0.071
CUS00014705,2026-08-31,4,20,684068.49,4067514.61,171017.12,684068.49,357901.37,309133.9,0.0,0,2220680.14,684068.49,-0.599
CUS00014706,2026-08-31,17,45,20952219.96,45588498.73,1232483.53,17845898.92,1063905.99,3197587.54,322080.39,0,3304167.78,20952219.96,0.6065
CUS00014707,2026-08-31,7,18,14747539.25,51097439.24,2106791.32,14747539.25,3746944.61,2477201.77,0.0,1,0.0,14747539.25,-0.3907
CUS00014708,2026-08-31,10,29,7917641.97,26415171.34,791764.2,5758362.83,441320.32,987978.97,441320.32,0,3293857.81,7917641.97,0.7304
CUS00014709,2026-08-31,7,22,24575043.35,74050039.94,3510720.48,20982982.05,1977190.94,3592061.3,1977190.94,0,24956021.18,24575043.35,-0.0689
CUS00014710,2026-08-31,1,11,825444.9,6506686.76,825444.9,825444.9,1108892.23,0.0,1108892.23,0,1493696.65,825444.9,-0.7133
CUS00014711,2026-08-31,10,20,27638294.0,66740849.24,2763829.4,19341892.28,0.0,174073.48,0.0,1,23063177.16,27638294.0,0.6683
CUS00014712,2026-08-31,7,19,93931688.57,233392198.95,13418812.65,58186885.22,41184256.5,4746288.26,31186062.23,2,6885538.36,93931688.57,-0.087
CUS00014713,2026-08-31,2,5,1997560.53,8263773.99,998780.26,1997560.53,838669.51,0.0,0.0,0,0.0,1997560.53,-0.5951
CUS00014714,2026-08-31,17,44,19955683.38,43612288.53,1173863.73,19235299.69,1233942.95,3843290.21,0.0,1,4773678.41,19955683.38,0.5225
CUS00014715,2026-08-31,5,19,982573.81,3336265.59,196514.76,982573.81,421797.72,431100.88,421797.72,0,0.0,982573.81,-0.4288
CUS00014716,2026-08-31,7,24,11903733.52,37498590.23,1700533.36,8240581.85,1289925.6,3590009.0,1289925.6,0,1602186.89,11903733.52,-0.3807
CUS00014717,2026-08-31,15,43,131416542.28,363744966.74,8761102.82,101258558.95,9111039.16,11482.03,3517232.03,0,173007014.96,131416542.28,-0.1871
CUS00014718,2026-08-31,5,21,9043601.88,46611792.73,1808720.38,8434071.85,0.0,485747.42,0.0,1,3201504.71,9043601.88,-0.6082
CUS00014719,2026-08-31,2,5,1332394.24,4278845.86,666197.12,453434.59,0.0,0.0,0.0,0,0.0,1332394.24,0.2544
CUS00014720,2026-08-31,6,20,61298350.14,199683611.77,10216391.69,39427315.65,18001455.38,1048316.66,17381395.49,0,79999852.74,61298350.14,-0.3361
CUS00014721,2026-08-31,6,20,19892621.33,108224609.8,3315436.89,11618101.31,0.0,4196711.99,0.0,0,14239077.81,19892621.33,-0.5155
CUS00014722,2026-08-31,3,5,411339.87,1543168.98,137113.29,165711.04,0.0,0.0,0.0,0,0.0,411339.87,-0.6366
CUS00014723,2026-08-31,13,37,9702455.14,32259103.44,746342.7,7222248.12,0.0,2889113.56,0.0,1,6899609.9,9702455.14,1.5324
CUS00014724,2026-08-31,9,28,25232830.61,59541648.79,2803647.85,15965629.86,2993841.46,6726809.64,0.0,0,14558980.38,25232830.61,1.4102
CUS00014725,2026-08-31,18,35,29516786.15,58424312.69,1639821.45,25812595.9,6083482.17,3028706.45,6083482.17,0,1514452.96,29516786.15,1.129
CUS00014726,2026-08-31,5,11,6934471.35,11142856.39,1386894.27,3965718.67,0.0,0.0,0.0,0,0.0,6934471.35,1.8153
CUS00014727,2026-08-31,7,19,6881080.5,24535963.84,983011.5,3255082.9,3724586.94,3126858.46,3724586.94,0,7408714.47,6881080.5,0.6491
CUS00014728,2026-08-31,4,24,28841646.98,225960539.06,7210411.74,15443057.65,32070088.82,56802.02,0.0,0,61848094.04,28841646.98,-0.537
CUS00014729,2026-08-31,6,17,2102250.05,5724096.33,350375.01,1321867.56,0.0,0.0,0.0,2,458391.12,2102250.05,1.1375
CUS00014730,2026-08-31,7,20,63394499.65,205898914.27,9056357.09,58728022.29,0.0,31694284.67,0.0,2,0.0,63394499.65,-0.2872
CUS00014731,2026-08-31,6,23,78834981.09,245301531.85,13139163.52,78834981.09,30716.34,0.0,30716.34,1,21590523.59,78834981.09,3.7354
CUS00014732,2026-08-31,12,35,19108039.03,61083536.93,1592336.59,13763661.85,4376276.68,8512637.58,3352294.26,1,1029580.43,19108039.03,-0.2669
CUS00014733,2026-08-31,13,34,163799884.5,397680088.71,12599991.12,116166104.68,18916835.2,5622834.43,0.0,0,14289772.88,163799884.5,0.7132
CUS00014734,2026-08-31,6,18,7273039.93,29258867.11,1212173.32,4532856.42,2335454.61,0.0,1736161.17,0,4334761.47,7273039.93,-0.3215
CUS00014735,2026-08-31,4,18,62839641.22,209309097.78,15709910.3,18910350.04,16205111.54,2051237.5,9573577.83,0,8737304.53,62839641.22,0.5532
CUS00014736,2026-08-31,2,16,1345392.48,20315462.68,672696.24,0.0,4630427.22,4758187.14,3667482.87,0,2718372.89,1345392.48,-0.843
CUS00014737,2026-08-31,13,32,5621041.32,17229325.17,432387.79,3956451.9,0.0,380891.73,0.0,1,2106075.33,5621041.32,0.1723
CUS00014738,2026-08-31,8,26,3291552.01,13410513.38,411444.0,2280563.05,698910.67,744496.06,698910.67,0,4446091.24,3291552.01,-0.5169
CUS00014739,2026-08-31,5,20,4155771.93,14789023.07,831154.39,2993821.64,0.0,706458.06,0.0,0,2538915.81,4155771.93,-0.211
CUS00014740,2026-08-31,6,17,2745485.28,10667473.77,457580.88,1791475.0,733636.93,1188530.92,733636.93,0,0.0,2745485.28,-0.253
CUS00014741,2026-08-31,18,37,32373102.69,74594618.2,1798505.7,25638262.58,4970579.12,11761417.48,4970579.12,0,8239195.57,32373102.69,0.8197
CUS00014742,2026-08-31,13,37,143123217.12,491719362.37,11009478.24,111070238.79,0.0,33405726.22,0.0,0,25268911.31,143123217.12,0.7189
CUS00014743,2026-08-31,8,21,20084564.04,50145231.22,2510570.5,14778117.41,6421210.63,513877.72,818527.3,0,7709071.26,20084564.04,0.5083
CUS00014744,2026-08-31,6,21,3695926.31,11614019.19,615987.72,3053120.65,1106679.11,1907866.4,1106679.11,0,0.0,3695926.31,0.1335
CUS00014745,2026-08-31,8,18,5358439.24,15664474.45,669804.9,4092446.44,1026026.59,1841215.71,0.0,0,0.0,5358439.24,-0.2153
CUS00014746,2026-08-31,3,15,7368626.81,40494006.37,2456208.94,3753161.83,4924878.81,2281509.61,4924878.81,0,26653972.47,7368626.81,-0.4712
CUS00014747,2026-08-31,3,13,974034.86,4566693.39,324678.29,645832.23,973348.73,158559.71,919892.18,0,661213.91,974034.86,-0.1689
CUS00014748,2026-08-31,8,29,24842527.19,91677699.07,3105315.9,10070703.34,2016020.34,189041.99,0.0,1,4740554.6,24842527.19,0.182
CUS00014749,2026-08-31,7,17,20103783.69,44598699.6,2871969.1,11558527.67,0.0,3238121.79,0.0,1,6072957.36,20103783.69,0.5733
CUS00014750,2026-08-31,13,33,147687123.4,522749421.27,11360547.95,128771049.45,140065348.31,0.0,12087097.21,1,92709057.47,147687123.4,-0.194
CUS00014751,2026-08-31,23,50,31064076.18,77602275.04,1350612.01,27373660.61,2402373.93,2275891.24,0.0,1,332302.06,31064076.18,0.1368
CUS00014752,2026-08-31,10,30,9136199.34,25143452.19,913619.93,8052794.63,1378702.71,831209.05,225976.23,0,6702249.53,9136199.34,0.2482
CUS00014753,2026-08-31,6,23,86896663.24,258075317.53,14482777.21,86896663.24,2909413.73,384700.5,639238.11,1,152085426.0,86896663.24,0.3542
CUS00014754,2026-08-31,12,29,35408265.44,102834166.21,2950688.79,28214035.8,4794356.68,14798635.37,0.0,1,0.0,35408265.44,-0.143
CUS00014755,2026-08-31,3,8,2356594.8,3606924.84,785531.6,2356594.8,704021.98,0.0,387389.37,0,0.0,2356594.8,5.0833
CUS00014756,2026-08-31,9,22,105808276.84,226342539.62,11756475.2,64531224.27,26142363.18,47844885.97,0.0,0,20295359.99,105808276.84,0.1727
CUS00014757,2026-08-31,7,30,54347106.09,268450404.5,7763872.3,30814904.58,27256132.53,13504595.09,12558157.85,0,37714494.89,54347106.09,-0.5506
CUS00014758,2026-08-31,7,23,1646357.14,8227940.76,235193.88,1219360.34,363207.95,150658.58,56240.26,0,0.0,1646357.14,-0.3367
CUS00014759,2026-08-31,5,21,123902941.66,543898763.79,24780588.33,63695932.96,0.0,0.0,0.0,0,30681870.11,123902941.66,-0.1782
CUS00014760,2026-08-31,3,17,37265625.57,164941269.28,12421875.19,25727597.0,12972606.24,0.0,12972606.24,0,0.0,37265625.57,-0.3424
CUS00014761,2026-08-31,5,14,26444004.82,49038261.16,5288800.96,14929510.33,0.0,0.0,0.0,0,21768141.67,26444004.82,3.7828
CUS00014762,2026-08-31,9,27,155986200.84,368911429.95,17331800.09,88098125.74,28771112.97,0.0,0.0,1,159942050.75,155986200.84,0.6868
CUS00014763,2026-08-31,6,10,4390811.17,10668879.34,731801.86,3307919.72,3246190.38,0.0,0.0,0,0.0,4390811.17,0.1864
CUS00014764,2026-08-31,5,15,9075618.78,27118354.13,1815123.76,4698009.36,6799480.29,0.0,6799480.29,0,2283628.37,9075618.78,0.1787
CUS00014765,2026-08-31,4,19,16491609.71,52628074.31,4122902.43,13430613.15,1258600.84,2103220.17,1258600.84,0,2373015.11,16491609.71,-0.2887
CUS00014766,2026-08-31,7,25,3628959.96,9426634.96,518422.85,1827015.26,846561.67,1423644.39,0.0,0,137865.95,3628959.96,3.5032
CUS00014767,2026-08-31,8,24,88898746.31,276179065.3,11112343.29,32834093.0,19165456.62,40833453.48,19165456.62,1,28674213.6,88898746.31,-0.1915
CUS00014768,2026-08-31,5,16,7382179.92,29304153.41,1476435.98,6320382.07,0.0,5973338.9,0.0,0,843432.9,7382179.92,-0.0119
CUS00014769,2026-08-31,2,12,528072.7,4184562.11,264036.35,528072.7,0.0,596886.77,0.0,0,2190921.08,528072.7,-0.749
CUS00014770,2026-08-31,7,21,14351116.45,36491097.86,2050159.49,14351116.45,0.0,0.0,0.0,0,67979.4,14351116.45,0.0964
CUS00014771,2026-08-31,10,28,9434777.85,20422701.21,943477.78,9434777.85,2755144.55,1489197.39,0.0,0,5510970.96,9434777.85,0.7781
CUS00014772,2026-08-31,5,21,17310592.88,112547055.16,3462118.58,8805711.94,0.0,4082833.97,0.0,0,0.0,17310592.88,-0.573
CUS00014773,2026-08-31,6,21,8328855.17,34892419.16,1388142.53,6245704.26,1063578.31,1629037.94,1063578.31,0,8872563.65,8328855.17,-0.1723
CUS00014774,2026-08-31,7,14,16731129.99,45314943.95,2390161.43,15327834.31,3195934.43,1900454.59,3195934.43,0,13600654.81,16731129.99,0.0096
CUS00014775,2026-08-31,16,37,7430411.35,15667646.06,464400.71,6418399.54,87339.94,1054629.0,0.0,0,5504701.43,7430411.35,0.3484
CUS00014776,2026-08-31,7,25,7024341.33,21872270.77,1003477.33,4959973.59,0.0,2363105.62,0.0,0,19240175.59,7024341.33,-0.193
CUS00014777,2026-08-31,7,28,27661648.21,98383911.23,3951664.03,16066688.19,6405959.55,122358.79,6405959.55,1,23796050.69,27661648.21,-0.3729
CUS00014778,2026-08-31,8,20,13763692.32,27380926.39,1720461.54,10782086.08,3559450.49,80145.11,3559450.49,0,16981826.9,13763692.32,0.9466
CUS00014779,2026-08-31,2,5,1338709.43,2893920.82,669354.72,1018171.86,320537.57,0.0,320537.57,0,0.0,1338709.43,0.4539
CUS00014780,2026-08-31,9,22,56746560.93,166731901.29,6305173.44,46801560.91,29547563.96,11803438.17,0.0,1,18607769.11,56746560.93,0.0802
CUS00014781,2026-08-31,10,27,31296228.62,95574311.7,3129622.86,27729978.35,9070989.05,14314111.1,0.0,0,8274349.42,31296228.62,0.4123
CUS00014782,2026-08-31,4,15,7118373.63,24877216.67,1779593.41,7118373.63,3356880.34,2595549.66,3356880.34,0,6508914.39,7118373.63,-0.4817
CUS00014783,2026-08-31,7,24,1631182.49,9286228.96,233026.07,1016827.99,599786.54,0.0,0.0,1,0.0,1631182.49,-0.6344
CUS00014784,2026-08-31,5,7,5211581.49,7645677.41,1042316.3,3235447.96,1725929.76,0.0,0.0,1,661102.7,5211581.49,1.1411
CUS00014785,2026-08-31,12,29,22697805.45,51863478.61,1891483.79,17630697.29,1705934.78,3446386.94,1090221.49,1,2135445.85,22697805.45,0.1785
CUS00014786,2026-08-31,2,9,610155.86,4372905.66,305077.93,610155.86,1140940.86,406542.86,1140940.86,0,0.0,610155.86,-0.1168
CUS00014787,2026-08-31,6,19,34418209.03,106447553.91,5736368.17,29000883.6,0.0,3173301.67,0.0,0,15935877.93,34418209.03,0.2435
CUS00014788,2026-08-31,1,6,411520.35,2141306.72,411520.35,411520.35,0.0,0.0,0.0,0,0.0,411520.35,-0.1277
CUS00014789,2026-08-31,3,14,3080130.91,28004239.55,1026710.3,3080130.91,2469801.15,0.0,0.0,0,15191683.24,3080130.91,-0.78
CUS00014790,2026-08-31,4,10,18183903.63,38932487.19,4545975.91,16630934.26,0.0,0.0,0.0,1,12088280.47,18183903.63,-0.0704
CUS00014791,2026-08-31,11,30,43367999.46,131447240.2,3942545.41,27140041.28,1616609.69,12094609.44,0.0,0,34710599.92,43367999.46,0.0551
CUS00014792,2026-08-31,6,24,6111391.01,19427151.74,1018565.17,5061360.84,136189.66,1050030.17,136189.66,0,1159759.36,6111391.01,-0.2051
CUS00014793,2026-08-31,8,25,6126054.79,21586440.37,765756.85,4191881.35,491875.69,2530533.56,491875.69,0,0.0,6126054.79,-0.4372
CUS00014794,2026-08-31,10,39,125129413.03,443625394.26,12512941.3,101520483.68,10653623.97,81621132.59,0.0,1,172013552.15,125129413.03,0.0889
CUS00014795,2026-08-31,5,27,15037914.89,80153080.3,3007582.98,6552116.45,7397858.78,3159785.88,7397858.78,0,12793846.58,15037914.89,-0.2801
CUS00014796,2026-08-31,9,22,10954570.22,24237501.06,1217174.47,10311816.6,373013.48,0.0,0.0,1,13318114.39,10954570.22,0.0665
CUS00014797,2026-08-31,5,18,47456240.59,200719492.09,9491248.12,13604038.92,3350011.55,55116617.85,0.0,0,91974711.47,47456240.59,-0.0979
CUS00014798,2026-08-31,3,11,827296.2,5470516.17,275765.4,673520.36,0.0,466920.86,0.0,0,0.0,827296.2,-0.3482
CUS00014799,2026-08-31,3,19,10837137.3,73128348.89,3612379.1,4814566.52,12757137.11,695477.3,6967949.28,0,802754.15,10837137.3,-0.6335
CUS00014800,2026-08-31,8,29,3568087.94,13867798.26,446010.99,3285619.71,0.0,1137815.94,0.0,0,3416888.64,3568087.94,-0.1374
CUS00014801,2026-08-31,2,16,1348545.66,9029267.05,674272.83,1348545.66,0.0,2084546.24,0.0,0,1320892.72,1348545.66,-0.7015
CUS00014802,2026-08-31,12,41,6055343.1,19647374.25,504611.92,5807899.32,630521.17,1597835.95,0.0,0,914037.96,6055343.1,-0.1803
CUS00014803,2026-08-31,15,30,39735492.51,77911822.44,2649032.83,23818751.78,11488086.04,0.0,4849061.16,0,0.0,39735492.51,0.7445
CUS00014804,2026-08-31,7,15,5770680.26,13427748.15,824382.89,2209086.52,1147317.27,0.0,0.0,0,558077.28,5770680.26,0.3193
CUS00014805,2026-08-31,4,24,1222637.16,15548766.73,305659.29,618978.71,803561.64,874172.72,803561.64,0,8058638.09,1222637.16,-0.7867
CUS00014806,2026-08-31,5,20,1582143.91,9728567.49,316428.78,797659.82,0.0,2002607.3,0.0,0,239755.82,1582143.91,-0.4671
CUS00014807,2026-08-31,8,23,210623916.96,580546728.56,26327989.62,175266064.34,39552896.2,14149048.18,39552896.2,0,2142792.52,210623916.96,2.9544
CUS00014808,2026-08-31,7,17,17729499.3,56845499.38,2532785.61,10498487.55,885659.71,19820551.31,0.0,0,0.0,17729499.3,0.8705
CUS00014809,2026-08-31,6,18,6511044.39,15934362.53,1085174.06,6511044.39,1127157.65,2106484.66,527976.9,1,0.0,6511044.39,0.1349
CUS00014810,2026-08-31,9,26,27447840.78,55991331.29,3049760.09,16893092.42,412624.4,538930.73,0.0,0,6764044.54,27447840.78,0.592
CUS00014811,2026-08-31,8,35,5797709.59,24599923.33,724713.7,4028144.63,695273.09,2452710.87,0.0,0,1189997.56,5797709.59,-0.2283
CUS00014812,2026-08-31,5,10,5624934.06,8271915.55,1124986.81,5624934.06,1492483.09,144143.55,1492483.09,2,0.0,5624934.06,2.1284
CUS00014813,2026-08-31,2,14,1200684.59,5256040.64,600342.3,756306.53,380637.17,0.0,0.0,0,969477.34,1200684.59,-0.6505
CUS00014814,2026-08-31,9,34,75679427.04,513407338.4,8408825.23,55998687.61,17863508.63,33830274.65,0.0,0,165338179.47,75679427.04,-0.7148
CUS00014815,2026-08-31,6,17,4736531.47,11980955.71,789421.91,2540274.04,921477.16,862734.6,0.0,0,809716.14,4736531.47,0.0234
CUS00014816,2026-08-31,14,27,18503705.26,37589990.06,1321693.23,17367823.25,3555255.96,5879204.01,2291395.42,0,8509212.59,18503705.26,0.7662
CUS00014817,2026-08-31,3,20,9306730.13,148260699.91,3102243.38,9306730.13,5501047.55,55950.88,0.0,0,9112415.27,9306730.13,-0.8587
CUS00014818,2026-08-31,5,13,7555420.0,31790070.72,1511084.0,4733728.21,0.0,146359.98,0.0,0,0.0,7555420.0,-0.5161
CUS00014819,2026-08-31,14,39,11594099.54,33299836.23,828149.97,10227218.84,1134244.69,1294140.84,187080.1,0,7707132.81,11594099.54,0.2111
CUS00014820,2026-08-31,6,19,5725027.32,16378771.16,954171.22,3184094.3,0.0,4022027.02,0.0,1,1294972.89,5725027.32,0.6061
CUS00014821,2026-08-31,6,27,5491993.24,66298237.98,915332.21,5214015.49,4942468.18,0.0,0.0,0,8895415.65,5491993.24,-0.6163
CUS00014822,2026-08-31,1,3,303256.2,1028990.51,303256.2,0.0,0.0,0.0,0.0,0,2564269.13,303256.2,-0.5821
CUS00014823,2026-08-31,4,6,9343563.33,11254503.09,2335890.83,9343563.33,0.0,0.0,0.0,0,0.0,9343563.33,5.4549
CUS00014824,2026-08-31,4,17,6366072.43,28757714.4,1591518.11,6366072.43,4145283.68,2558662.32,2833775.28,0,2130052.38,6366072.43,0.1427
CUS00014825,2026-08-31,4,16,18913487.95,46807026.83,4728371.99,18913487.95,1246893.51,1275611.36,0.0,0,1259767.94,18913487.95,4.7684
CUS00014826,2026-08-31,2,5,836230.39,3617502.83,418115.2,836230.39,484042.87,10740.93,0.0,1,0.0,836230.39,0.7276
CUS00014827,2026-08-31,3,7,2300737.85,4512773.82,766912.62,2300737.85,0.0,1842269.02,0.0,0,0.0,2300737.85,0.4108
CUS00014828,2026-08-31,5,18,6660992.4,18859222.05,1332198.48,6660992.4,0.0,2978157.97,0.0,0,11466467.57,6660992.4,0.644
CUS00014829,2026-08-31,11,43,6471031.02,35228265.0,588275.55,6471031.02,5769931.32,1886364.54,2862152.55,0,3313712.1,6471031.02,-0.5059
CUS00014830,2026-08-31,3,7,7723931.81,16581748.04,2574643.94,1950614.49,673267.65,1994637.07,0.0,0,0.0,7723931.81,0.7006
CUS00014831,2026-08-31,12,22,10980632.38,18579005.6,915052.7,9832928.53,1890572.72,0.0,1404795.08,1,2586101.84,10980632.38,2.0623
CUS00014832,2026-08-31,5,19,10105958.41,46946656.22,2021191.68,9061339.84,6919540.16,7977551.7,2477350.65,0,22626879.0,10105958.41,-0.4173
CUS00014833,2026-08-31,8,23,5285939.77,20622217.54,660742.47,3697408.03,0.0,1201550.77,0.0,0,0.0,5285939.77,0.8229
CUS00014834,2026-08-31,4,12,1925777.35,9926387.94,481444.34,1925777.35,2901227.57,0.0,0.0,0,2036948.77,1925777.35,0.9577
CUS00014835,2026-08-31,5,28,71667753.41,358989385.02,14333550.68,66945286.6,3967332.17,25981026.24,3967332.17,0,221698680.63,71667753.41,-0.5193
CUS00014836,2026-08-31,8,29,4350896.13,13455764.27,543862.02,3760165.84,0.0,0.0,0.0,0,2149622.44,4350896.13,0.2406
CUS00014837,2026-08-31,12,23,6903301.44,14967808.15,575275.12,5555329.53,0.0,772338.38,0.0,2,275792.52,6903301.44,0.0214
CUS00014838,2026-08-31,3,8,526921.63,2548686.78,175640.54,526921.63,0.0,0.0,0.0,1,0.0,526921.63,-0.606
CUS00014839,2026-08-31,3,8,3274948.17,10181359.78,1091649.39,3274948.17,1554488.49,5234445.64,0.0,1,8924562.64,3274948.17,-0.3481
CUS00014840,2026-08-31,14,38,9267721.17,27110920.95,661980.08,7729300.27,1989017.6,311867.06,1057330.56,1,2442141.26,9267721.17,-0.0815
CUS00014841,2026-08-31,10,36,24510499.53,79201893.3,2451049.95,21597685.83,7259425.98,730818.25,533241.83,0,5764655.5,24510499.53,0.2823
CUS00014842,2026-08-31,7,20,4899898.47,11113943.57,699985.5,3308317.19,2113326.59,0.0,1922169.59,1,877772.88,4899898.47,0.5946
CUS00014843,2026-08-31,4,17,9525418.9,43406579.5,2381354.72,9036318.21,4148538.56,0.0,183775.63,1,870770.93,9525418.9,-0.4825
CUS00014844,2026-08-31,2,3,6591585.61,6781128.36,3295792.8,6591585.61,0.0,0.0,0.0,0,5360359.92,6591585.61,33.7762
CUS00014845,2026-08-31,8,32,210659389.66,800215508.27,26332423.71,175954339.67,31688213.7,30679583.71,23363104.34,0,21501832.29,210659389.66,-0.3187
CUS00014846,2026-08-31,3,18,27630498.04,107476627.14,9210166.01,0.0,11356204.71,6990684.16,11356204.71,0,0.0,27630498.04,-0.5589
CUS00014847,2026-08-31,3,6,829289.06,1899340.37,276429.69,743949.91,356953.99,0.0,356953.99,0,0.0,829289.06,0.1302
CUS00014848,2026-08-31,8,19,13949762.82,34064165.68,1743720.35,10748254.33,5810114.68,0.0,1990847.84,0,13031851.99,13949762.82,0.0623
CUS00014849,2026-08-31,9,30,24465972.87,96501944.01,2718441.43,22771023.65,3597476.73,538345.14,3597476.73,1,9164521.82,24465972.87,-0.0981
CUS00014850,2026-08-31,10,28,2047841.37,6948817.14,204784.14,1668166.15,287180.29,0.0,287180.29,0,1719619.63,2047841.37,0.5633
CUS00014851,2026-08-31,8,20,202928397.88,585532248.2,25366049.74,127507496.68,18858562.52,62631118.62,0.0,0,49180610.75,202928397.88,0.3369
CUS00014852,2026-08-31,2,10,5959187.62,25567236.16,2979593.81,4687933.14,5803707.0,0.0,1271254.48,0,3060719.09,5959187.62,-0.427
CUS00014853,2026-08-31,0,4,0.0,4022152.99,0.0,0.0,0.0,0.0,0.0,0,2841445.69,0.0,0.0
CUS00014854,2026-08-31,16,43,66097407.21,151361045.05,4131087.95,63809892.3,3718930.29,16810951.85,0.0,0,0.0,66097407.21,0.4227
CUS00014855,2026-08-31,3,6,1032019.59,3646666.75,344006.53,1032019.59,0.0,0.0,0.0,0,0.0,1032019.59,-0.4893
CUS00014856,2026-08-31,6,17,2828778.06,8799910.15,471463.01,2632397.48,1487722.71,627710.73,648683.9,0,3883241.77,2828778.06,-0.247
CUS00014857,2026-08-31,14,37,26991204.85,80760485.79,1927943.2,21939766.95,6627556.17,11930893.98,6627556.17,0,25189729.2,26991204.85,0.2992
CUS00014858,2026-08-31,6,25,6882575.8,33692352.48,1147095.97,4451976.36,0.0,1564156.35,0.0,2,282653.28,6882575.8,-0.3784
CUS00014859,2026-08-31,7,20,35973645.52,108971772.74,5139092.22,8291082.9,469291.45,13359208.73,469291.45,0,1649103.71,35973645.52,-0.2712
CUS00014860,2026-08-31,5,16,2816675.19,9043595.98,563335.04,2320047.58,0.0,0.0,0.0,1,691527.83,2816675.19,0.9363
CUS00014861,2026-08-31,9,28,3085926.9,14100304.75,342880.77,2069526.3,1244727.2,944401.29,926696.87,0,344759.17,3085926.9,-0.3834
CUS00014862,2026-08-31,6,12,17693970.91,31064842.28,2948995.15,16010110.82,1343890.91,0.0,1343890.91,1,113298.98,17693970.91,2.5201
CUS00014863,2026-08-31,2,10,217736.12,28083948.11,108868.06,70080.36,0.0,0.0,0.0,1,27866887.2,217736.12,-0.9867
CUS00014864,2026-08-31,6,21,23970149.29,74129506.77,3995024.88,19689125.23,0.0,6661929.18,0.0,0,106584525.53,23970149.29,-0.1782
CUS00014865,2026-08-31,14,33,6896155.07,25751437.22,492582.5,5588180.17,3653633.43,2102786.04,2657697.77,0,5128559.63,6896155.07,-0.2576
CUS00014866,2026-08-31,15,34,240792134.28,608468404.66,16052808.95,119743429.34,18935264.78,82834231.49,0.0,0,51091499.89,240792134.28,0.6745
CUS00014867,2026-08-31,1,1,139117.29,139117.29,139117.29,0.0,0.0,0.0,0.0,0,57424.48,139117.29,0.0
CUS00014868,2026-08-31,6,23,16717209.89,53856697.54,2786201.65,10129076.38,4134983.22,2302081.54,4134983.22,0,5015995.09,16717209.89,-0.0794
CUS00014869,2026-08-31,6,21,32167703.72,149151554.64,5361283.95,25314161.63,0.0,21833538.35,0.0,0,0.0,32167703.72,-0.4056
CUS00014870,2026-08-31,6,17,29638468.0,58605929.48,4939744.67,15201866.41,5819022.15,0.0,5819022.15,1,32656201.88,29638468.0,2.7249
CUS00014871,2026-08-31,11,26,11522764.94,25358661.37,1047524.09,9732519.01,5738446.39,490779.64,1774160.09,0,2283745.42,11522764.94,0.1162
CUS00014872,2026-08-31,8,29,272491562.62,1128346557.11,34061445.33,182512132.6,54276255.85,0.0,32364852.73,0,85270796.38,272491562.62,-0.4656
CUS00014873,2026-08-31,2,8,2025543.43,14252887.19,1012771.72,986717.69,5221833.99,0.0,5221833.99,0,0.0,2025543.43,-0.76
CUS00014874,2026-08-31,8,22,10257036.66,30267354.46,1282129.58,7536910.28,4389272.8,357529.04,4389272.8,1,11182879.73,10257036.66,0.3013
CUS00014875,2026-08-31,13,31,15214433.31,37408912.04,1170341.02,13593822.79,1620610.52,3407414.81,1620610.52,1,717096.14,15214433.31,0.5455
CUS00014876,2026-08-31,6,15,4486785.08,16938839.47,747797.51,2899014.12,0.0,593662.7,0.0,0,0.0,4486785.08,0.3638
CUS00014877,2026-08-31,5,25,4771716.94,41795575.91,954343.39,3509858.17,3414018.65,0.0,685474.6,0,8667910.83,4771716.94,-0.7737
CUS00014878,2026-08-31,5,13,1887209.59,4097016.0,377441.92,1178661.9,0.0,0.0,0.0,0,0.0,1887209.59,0.4788
CUS00014879,2026-08-31,16,42,92383429.92,254886454.71,5773964.37,78661168.48,6147804.4,11696620.24,6147804.4,1,62354070.35,92383429.92,-0.0562
CUS00014880,2026-08-31,7,20,3854046.85,11274604.2,550578.12,3854046.85,1020819.52,1983506.02,0.0,1,0.0,3854046.85,0.8366
CUS00014881,2026-08-31,11,19,28761378.97,42100006.54,2614670.82,15906693.82,2254110.47,3198121.61,2254110.47,0,17258903.74,28761378.97,5.6562
CUS00014882,2026-08-31,9,28,76048784.63,256177796.81,8449864.96,44839422.46,35524639.84,38522820.7,0.0,1,33569010.29,76048784.63,-0.432
CUS00014883,2026-08-31,8,21,4296127.03,11883257.96,537015.88,4161345.16,0.0,0.0,0.0,0,4199822.26,4296127.03,1.4916
CUS00014884,2026-08-31,4,27,39601977.06,331900428.05,9900494.26,39601977.06,8100660.63,21818815.26,8100660.63,1,69689244.06,39601977.06,-0.7403
CUS00014885,2026-08-31,8,20,218912332.58,428977525.2,27364041.57,194185479.81,0.0,0.0,0.0,1,10230265.46,218912332.58,1.077
CUS00014886,2026-08-31,7,23,22552931.9,57289454.93,3221847.41,22552931.9,3838558.28,6349079.61,3838558.28,1,7209043.77,22552931.9,0.0373
CUS00014887,2026-08-31,6,22,29515531.81,94469574.8,4919255.3,22220474.57,868955.11,3768592.9,0.0,0,2008590.94,29515531.81,-0.1947
