score_id,customer_id,snapshot_date,product_id,model_id,model_version,propensity_probability,product_propensity_score,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,smart_growth_score,priority_level,prediction_timestamp
SC000052169,CUS00013043,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4708,47.08,56.99,72.2,24.99,86.33,52.5,55.24,Do not prioritize,2026-08-31 18:00:00
SC000052170,CUS00013043,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4558,45.58,56.99,63.95,24.99,86.33,52.5,53.21,Do not prioritize,2026-08-31 18:00:00
SC000052171,CUS00013043,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6069,60.69,56.99,70.2,24.99,86.33,52.5,58.24,Do not prioritize,2026-08-31 18:00:00
SC000052172,CUS00013043,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4691,46.91,56.99,63.26,24.99,86.33,52.5,53.41,Do not prioritize,2026-08-31 18:00:00
SC000052173,CUS00013044,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5514,55.14,56.66,57.15,78.4,65.67,38.96,58.77,Do not prioritize,2026-08-31 18:00:00
SC000052174,CUS00013044,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5599,55.99,56.66,48.15,78.4,69.67,38.96,57.58,Do not prioritize,2026-08-31 18:00:00
SC000052175,CUS00013044,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7884,78.84,56.66,59.65,78.4,69.67,38.96,65.6,Low,2026-08-31 18:00:00
SC000052176,CUS00013044,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6323,63.23,56.66,47.4,78.4,69.67,38.96,59.24,Do not prioritize,2026-08-31 18:00:00
SC000052177,CUS00013045,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4321,43.21,74.22,58.32,28.39,86.33,65.62,56.76,Do not prioritize,2026-08-31 18:00:00
SC000052178,CUS00013045,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5031,50.31,74.22,69.57,28.39,86.33,65.62,60.79,Low,2026-08-31 18:00:00
SC000052179,CUS00013045,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2724,27.24,74.22,53.32,28.39,86.33,65.62,51.77,Do not prioritize,2026-08-31 18:00:00
SC000052180,CUS00013045,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5676,56.76,74.22,69.25,28.39,86.33,65.62,62.34,Low,2026-08-31 18:00:00
SC000052181,CUS00013046,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2609,26.09,18.87,69.33,25.48,58.0,20.62,35.85,Do not prioritize,2026-08-31 18:00:00
SC000052182,CUS00013046,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1871,18.71,18.87,50.33,25.48,58.0,20.62,30.2,Do not prioritize,2026-08-31 18:00:00
SC000052183,CUS00013046,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2992,29.92,18.87,56.58,25.48,58.0,20.62,34.25,Do not prioritize,2026-08-31 18:00:00
SC000052184,CUS00013046,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1703,17.03,18.87,49.26,25.48,58.0,20.62,29.57,Do not prioritize,2026-08-31 18:00:00
SC000052185,CUS00013047,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3171,31.71,37.77,52.96,28.39,74.67,62.5,44.05,Do not prioritize,2026-08-31 18:00:00
SC000052186,CUS00013047,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4473,44.73,37.77,55.46,28.39,74.67,62.5,47.8,Do not prioritize,2026-08-31 18:00:00
SC000052187,CUS00013047,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1395,13.95,37.77,32.96,28.39,74.67,62.5,35.61,Do not prioritize,2026-08-31 18:00:00
SC000052188,CUS00013047,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3567,35.67,37.77,48.9,28.39,74.67,62.5,44.23,Do not prioritize,2026-08-31 18:00:00
SC000052189,CUS00013048,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3902,39.02,40.15,46.21,37.5,71.67,61.25,45.94,Do not prioritize,2026-08-31 18:00:00
SC000052190,CUS00013048,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3791,37.91,40.15,39.46,37.5,71.67,61.25,44.32,Do not prioritize,2026-08-31 18:00:00
SC000052191,CUS00013048,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3976,39.76,40.15,39.46,37.5,71.67,61.25,44.78,Do not prioritize,2026-08-31 18:00:00
SC000052192,CUS00013048,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8732,87.32,40.15,63.9,37.5,71.67,61.25,61.56,Low,2026-08-31 18:00:00
SC000052193,CUS00013049,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5432,54.32,60.34,47.48,47.43,74.67,78.54,57.58,Do not prioritize,2026-08-31 18:00:00
SC000052194,CUS00013049,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3438,34.38,60.34,26.23,47.43,74.67,78.54,48.34,Do not prioritize,2026-08-31 18:00:00
SC000052195,CUS00013049,2026-08-31,P007,sge_propensity_logreg,v3.0,0.574,57.4,60.34,46.23,47.43,74.67,78.54,58.1,Do not prioritize,2026-08-31 18:00:00
SC000052196,CUS00013049,2026-08-31,P009,sge_propensity_logreg,v3.0,0.9513,95.13,60.34,70.85,47.43,74.67,78.54,72.46,Medium,2026-08-31 18:00:00
SC000052197,CUS00013050,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4207,42.07,21.85,75.79,11.61,86.33,58.75,46.3,Do not prioritize,2026-08-31 18:00:00
SC000052198,CUS00013050,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3026,30.26,21.85,63.54,11.61,86.33,58.75,40.89,Do not prioritize,2026-08-31 18:00:00
SC000052199,CUS00013050,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5548,55.48,21.85,76.04,11.61,82.33,58.75,49.3,Do not prioritize,2026-08-31 18:00:00
SC000052200,CUS00013050,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3141,31.41,21.85,63.04,11.61,86.33,58.75,41.08,Do not prioritize,2026-08-31 18:00:00
SC000052201,CUS00013051,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3093,30.93,38.47,31.53,20.25,38.0,31.25,31.7,Do not prioritize,2026-08-31 18:00:00
SC000052202,CUS00013051,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3265,32.65,38.47,18.78,20.25,38.0,31.25,29.58,Do not prioritize,2026-08-31 18:00:00
SC000052203,CUS00013051,2026-08-31,P007,sge_propensity_logreg,v3.0,0.609,60.9,38.47,31.28,20.25,38.0,31.25,39.14,Do not prioritize,2026-08-31 18:00:00
SC000052204,CUS00013051,2026-08-31,P009,sge_propensity_logreg,v3.0,0.332,33.2,38.47,17.72,20.25,38.0,31.25,29.5,Do not prioritize,2026-08-31 18:00:00
SC000052205,CUS00013052,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7925,79.25,43.31,46.8,76.9,82.33,76.88,65.29,Low,2026-08-31 18:00:00
SC000052206,CUS00013052,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5338,53.38,43.31,43.05,76.9,86.33,76.88,58.47,Do not prioritize,2026-08-31 18:00:00
SC000052207,CUS00013052,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6072,60.72,43.31,43.05,76.9,86.33,76.88,60.31,Low,2026-08-31 18:00:00
SC000052208,CUS00013052,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5994,59.94,43.31,42.73,76.9,86.33,76.88,60.05,Low,2026-08-31 18:00:00
SC000052209,CUS00013053,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6159,61.59,63.06,48.36,44.19,86.33,66.46,59.59,Do not prioritize,2026-08-31 18:00:00
SC000052210,CUS00013053,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3965,39.65,63.06,27.11,44.19,86.33,66.46,49.85,Do not prioritize,2026-08-31 18:00:00
SC000052211,CUS00013053,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3332,33.32,63.06,28.36,44.19,86.33,66.46,48.52,Do not prioritize,2026-08-31 18:00:00
SC000052212,CUS00013053,2026-08-31,P009,sge_propensity_logreg,v3.0,0.9341,93.41,63.06,65.49,44.19,82.33,66.46,70.57,Medium,2026-08-31 18:00:00
SC000052213,CUS00013054,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4704,47.04,72.1,61.03,20.73,74.67,56.25,54.59,Do not prioritize,2026-08-31 18:00:00
SC000052214,CUS00013054,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4737,47.37,72.1,50.53,20.73,74.67,56.25,52.57,Do not prioritize,2026-08-31 18:00:00
SC000052215,CUS00013054,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5126,51.26,72.1,50.53,20.73,74.67,56.25,53.54,Do not prioritize,2026-08-31 18:00:00
SC000052216,CUS00013054,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4692,46.92,72.1,49.65,20.73,74.67,56.25,52.28,Do not prioritize,2026-08-31 18:00:00
SC000052217,CUS00013055,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4037,40.37,59.61,39.38,37.76,66.33,26.88,44.88,Do not prioritize,2026-08-31 18:00:00
SC000052218,CUS00013055,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3959,39.59,59.61,33.38,37.76,66.33,26.88,43.48,Do not prioritize,2026-08-31 18:00:00
SC000052219,CUS00013055,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2763,27.63,59.61,19.38,37.76,66.33,26.88,37.69,Do not prioritize,2026-08-31 18:00:00
SC000052220,CUS00013055,2026-08-31,P009,sge_propensity_logreg,v3.0,0.643,64.3,59.61,39.13,37.76,66.33,26.88,50.81,Do not prioritize,2026-08-31 18:00:00
SC000052221,CUS00013056,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7048,70.48,77.0,58.89,55.67,94.0,62.5,68.8,Low,2026-08-31 18:00:00
SC000052222,CUS00013056,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6294,62.94,77.0,62.39,55.67,98.0,62.5,68.01,Low,2026-08-31 18:00:00
SC000052223,CUS00013056,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7016,70.16,77.0,62.39,55.67,98.0,62.5,69.82,Low,2026-08-31 18:00:00
SC000052224,CUS00013056,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6902,69.02,77.0,61.95,55.67,98.0,62.5,69.45,Low,2026-08-31 18:00:00
SC000052225,CUS00013057,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5081,50.81,19.76,57.76,35.18,38.0,31.88,40.47,Do not prioritize,2026-08-31 18:00:00
SC000052226,CUS00013057,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1643,16.43,19.76,19.26,35.18,38.0,31.88,24.18,Do not prioritize,2026-08-31 18:00:00
SC000052227,CUS00013057,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1857,18.57,19.76,19.26,35.18,38.0,31.88,24.71,Do not prioritize,2026-08-31 18:00:00
SC000052228,CUS00013057,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1414,14.14,19.76,18.13,35.18,38.0,31.88,23.38,Do not prioritize,2026-08-31 18:00:00
SC000052229,CUS00013058,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8688,86.88,92.83,78.06,53.82,98.0,73.75,81.15,High,2026-08-31 18:00:00
SC000052230,CUS00013058,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6944,69.44,92.83,70.56,53.82,98.0,73.75,75.29,Medium,2026-08-31 18:00:00
SC000052231,CUS00013058,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7729,77.29,92.83,70.56,53.82,98.0,73.75,77.25,Medium,2026-08-31 18:00:00
SC000052232,CUS00013058,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4314,43.14,92.83,53.06,53.82,94.0,73.75,64.81,Low,2026-08-31 18:00:00
SC000052233,CUS00013059,2026-08-31,P001,sge_propensity_logreg,v3.0,0.447,44.7,48.19,46.36,44.42,49.67,33.12,45.03,Do not prioritize,2026-08-31 18:00:00
SC000052234,CUS00013059,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4745,47.45,48.19,55.36,44.42,49.67,33.12,47.51,Do not prioritize,2026-08-31 18:00:00
SC000052235,CUS00013059,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3514,35.14,48.19,41.36,44.42,49.67,33.12,41.64,Do not prioritize,2026-08-31 18:00:00
SC000052236,CUS00013059,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4225,42.25,48.19,46.36,44.42,49.67,33.12,44.41,Do not prioritize,2026-08-31 18:00:00
SC000052237,CUS00013060,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4102,41.02,35.74,70.48,16.46,74.67,62.5,47.68,Do not prioritize,2026-08-31 18:00:00
SC000052238,CUS00013060,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4445,44.45,35.74,66.73,16.46,74.67,62.5,47.79,Do not prioritize,2026-08-31 18:00:00
SC000052239,CUS00013060,2026-08-31,P007,sge_propensity_logreg,v3.0,0.196,19.6,35.74,50.48,16.46,70.67,62.5,37.93,Do not prioritize,2026-08-31 18:00:00
SC000052240,CUS00013060,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3531,35.31,35.74,60.17,16.46,74.67,62.5,44.2,Do not prioritize,2026-08-31 18:00:00
SC000052241,CUS00013061,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4937,49.37,63.74,61.16,43.2,78.33,42.5,55.89,Do not prioritize,2026-08-31 18:00:00
SC000052242,CUS00013061,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4998,49.98,63.74,55.16,43.2,78.33,42.5,54.84,Do not prioritize,2026-08-31 18:00:00
SC000052243,CUS00013061,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4716,47.16,63.74,47.41,43.2,78.33,42.5,52.58,Do not prioritize,2026-08-31 18:00:00
SC000052244,CUS00013061,2026-08-31,P009,sge_propensity_logreg,v3.0,0.597,59.7,63.74,52.41,43.2,74.33,42.5,56.32,Do not prioritize,2026-08-31 18:00:00
SC000052245,CUS00013062,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4631,46.31,25.51,45.78,68.27,83.33,64.58,50.87,Do not prioritize,2026-08-31 18:00:00
SC000052246,CUS00013062,2026-08-31,P004,sge_propensity_logreg,v3.0,0.8451,84.51,25.51,62.53,68.27,83.33,64.58,63.77,Low,2026-08-31 18:00:00
SC000052247,CUS00013062,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4228,42.28,25.51,37.53,68.27,83.33,64.58,48.21,Do not prioritize,2026-08-31 18:00:00
SC000052248,CUS00013062,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4027,40.27,25.51,36.84,68.27,83.33,64.58,47.57,Do not prioritize,2026-08-31 18:00:00
SC000052249,CUS00013063,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3987,39.87,51.6,47.69,23.48,74.67,59.38,46.75,Do not prioritize,2026-08-31 18:00:00
SC000052250,CUS00013063,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6572,65.72,51.6,51.94,23.48,70.67,59.38,53.66,Do not prioritize,2026-08-31 18:00:00
SC000052251,CUS00013063,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5301,53.01,51.6,45.69,23.48,74.67,59.38,49.64,Do not prioritize,2026-08-31 18:00:00
SC000052252,CUS00013063,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3963,39.63,51.6,38.75,23.48,74.67,59.38,44.9,Do not prioritize,2026-08-31 18:00:00
SC000052253,CUS00013064,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5259,52.59,60.81,32.91,52.27,86.33,71.88,55.55,Do not prioritize,2026-08-31 18:00:00
SC000052254,CUS00013064,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3714,37.14,60.81,26.66,52.27,86.33,71.88,50.44,Do not prioritize,2026-08-31 18:00:00
SC000052255,CUS00013064,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6267,62.67,60.81,44.16,52.27,86.33,71.88,60.32,Low,2026-08-31 18:00:00
SC000052256,CUS00013064,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2696,26.96,60.81,26.66,52.27,86.33,71.88,47.9,Do not prioritize,2026-08-31 18:00:00
SC000052257,CUS00013065,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1468,14.68,30.77,26.18,18.68,66.33,34.38,27.93,Do not prioritize,2026-08-31 18:00:00
SC000052258,CUS00013065,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4039,40.39,30.77,48.68,18.68,66.33,34.38,38.86,Do not prioritize,2026-08-31 18:00:00
SC000052259,CUS00013065,2026-08-31,P007,sge_propensity_logreg,v3.0,0.223,22.3,30.77,36.18,18.68,66.33,34.38,31.84,Do not prioritize,2026-08-31 18:00:00
SC000052260,CUS00013065,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1674,16.74,30.77,34.93,18.68,66.33,34.38,30.2,Do not prioritize,2026-08-31 18:00:00
SC000052261,CUS00013066,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5456,54.56,48.93,28.36,45.23,45.67,37.5,44.2,Do not prioritize,2026-08-31 18:00:00
SC000052262,CUS00013066,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4092,40.92,48.93,24.36,45.23,49.67,37.5,40.39,Do not prioritize,2026-08-31 18:00:00
SC000052263,CUS00013066,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4716,47.16,48.93,24.36,45.23,49.67,37.5,41.95,Do not prioritize,2026-08-31 18:00:00
SC000052264,CUS00013066,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2738,27.38,48.93,15.86,45.23,49.67,37.5,35.3,Do not prioritize,2026-08-31 18:00:00
SC000052265,CUS00013067,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2628,26.28,35.48,12.49,33.63,49.67,36.88,29.86,Do not prioritize,2026-08-31 18:00:00
SC000052266,CUS00013067,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3693,36.93,35.48,32.99,33.63,49.67,36.88,36.63,Do not prioritize,2026-08-31 18:00:00
SC000052267,CUS00013067,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3264,32.64,35.48,23.74,33.63,49.67,36.88,33.7,Do not prioritize,2026-08-31 18:00:00
SC000052268,CUS00013067,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6315,63.15,35.48,38.87,33.63,49.67,36.88,44.36,Do not prioritize,2026-08-31 18:00:00
SC000052269,CUS00013068,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7844,78.44,28.91,51.99,72.96,78.33,71.88,61.76,Low,2026-08-31 18:00:00
SC000052270,CUS00013068,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3293,32.93,28.91,30.74,72.96,86.33,71.88,46.93,Do not prioritize,2026-08-31 18:00:00
SC000052271,CUS00013068,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7319,73.19,28.91,59.24,72.96,86.33,71.88,62.69,Low,2026-08-31 18:00:00
SC000052272,CUS00013068,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5307,53.07,28.91,46.3,72.96,86.33,71.88,55.07,Do not prioritize,2026-08-31 18:00:00
SC000052273,CUS00013069,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3374,33.74,46.37,16.29,45.59,38.0,47.5,36.36,Do not prioritize,2026-08-31 18:00:00
SC000052274,CUS00013069,2026-08-31,P004,sge_propensity_logreg,v3.0,0.391,39.1,46.37,25.29,45.59,38.0,47.5,39.5,Do not prioritize,2026-08-31 18:00:00
SC000052275,CUS00013069,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4454,44.54,46.37,23.79,45.59,38.0,47.5,40.56,Do not prioritize,2026-08-31 18:00:00
SC000052276,CUS00013069,2026-08-31,P009,sge_propensity_logreg,v3.0,0.9106,91.06,46.37,49.79,45.59,38.0,47.5,57.39,Do not prioritize,2026-08-31 18:00:00
SC000052277,CUS00013070,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8078,80.78,59.24,71.97,66.24,86.33,51.88,70.19,Medium,2026-08-31 18:00:00
SC000052278,CUS00013070,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6022,60.22,59.24,51.22,66.24,86.33,51.88,60.9,Low,2026-08-31 18:00:00
SC000052279,CUS00013070,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7283,72.83,59.24,57.47,66.24,86.33,51.88,65.31,Low,2026-08-31 18:00:00
SC000052280,CUS00013070,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6266,62.66,59.24,50.53,66.24,86.33,51.88,61.38,Low,2026-08-31 18:00:00
SC000052281,CUS00013071,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2746,27.46,18.18,56.31,48.15,81.33,30.62,40.18,Do not prioritize,2026-08-31 18:00:00
SC000052282,CUS00013071,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2642,26.42,18.18,41.31,48.15,81.33,30.62,36.92,Do not prioritize,2026-08-31 18:00:00
SC000052283,CUS00013071,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2895,28.95,18.18,43.56,48.15,81.33,30.62,38.0,Do not prioritize,2026-08-31 18:00:00
SC000052284,CUS00013071,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2321,23.21,18.18,42.5,48.15,81.33,30.62,36.36,Do not prioritize,2026-08-31 18:00:00
SC000052285,CUS00013072,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4203,42.03,53.02,32.86,70.78,78.33,62.5,52.38,Do not prioritize,2026-08-31 18:00:00
SC000052286,CUS00013072,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4392,43.92,53.02,39.61,70.78,78.33,62.5,54.21,Do not prioritize,2026-08-31 18:00:00
SC000052287,CUS00013072,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4042,40.42,53.02,39.61,70.78,78.33,62.5,53.33,Do not prioritize,2026-08-31 18:00:00
SC000052288,CUS00013072,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4012,40.12,53.02,38.92,70.78,78.33,62.5,53.12,Do not prioritize,2026-08-31 18:00:00
SC000052289,CUS00013073,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6486,64.86,88.15,31.7,56.47,78.33,62.5,62.74,Low,2026-08-31 18:00:00
SC000052290,CUS00013073,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6677,66.77,88.15,42.2,56.47,86.33,62.5,66.12,Low,2026-08-31 18:00:00
SC000052291,CUS00013073,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7033,70.33,88.15,42.2,56.47,86.33,62.5,67.01,Low,2026-08-31 18:00:00
SC000052292,CUS00013073,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6945,69.45,88.15,41.51,56.47,86.33,62.5,66.65,Low,2026-08-31 18:00:00
SC000052293,CUS00013074,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3519,35.19,52.66,28.94,31.85,71.67,78.12,44.87,Do not prioritize,2026-08-31 18:00:00
SC000052294,CUS00013074,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2661,26.61,52.66,26.44,31.85,71.67,78.12,42.23,Do not prioritize,2026-08-31 18:00:00
SC000052295,CUS00013074,2026-08-31,P007,sge_propensity_logreg,v3.0,0.66,66.0,52.66,54.94,31.85,71.67,78.12,57.78,Do not prioritize,2026-08-31 18:00:00
SC000052296,CUS00013074,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4338,43.38,52.66,42.0,31.85,71.67,78.12,49.53,Do not prioritize,2026-08-31 18:00:00
SC000052297,CUS00013075,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3084,30.84,35.57,46.45,35.1,74.67,38.75,40.72,Do not prioritize,2026-08-31 18:00:00
SC000052298,CUS00013075,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2932,29.32,35.57,35.95,35.1,74.67,38.75,38.24,Do not prioritize,2026-08-31 18:00:00
SC000052299,CUS00013075,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3026,30.26,35.57,35.95,35.1,74.67,38.75,38.48,Do not prioritize,2026-08-31 18:00:00
SC000052300,CUS00013075,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2627,26.27,35.57,35.07,35.1,74.67,38.75,37.3,Do not prioritize,2026-08-31 18:00:00
SC000052301,CUS00013076,2026-08-31,P001,sge_propensity_logreg,v3.0,0.416,41.6,26.89,27.08,65.85,78.33,50.0,43.9,Do not prioritize,2026-08-31 18:00:00
SC000052302,CUS00013076,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3924,39.24,26.89,37.58,65.85,86.33,50.0,46.21,Do not prioritize,2026-08-31 18:00:00
SC000052303,CUS00013076,2026-08-31,P007,sge_propensity_logreg,v3.0,0.49,49.0,26.89,43.83,65.85,82.33,50.0,49.5,Do not prioritize,2026-08-31 18:00:00
SC000052304,CUS00013076,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3726,37.26,26.89,36.9,65.85,86.33,50.0,45.58,Do not prioritize,2026-08-31 18:00:00
SC000052305,CUS00013077,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8949,89.49,91.47,75.26,63.16,82.33,70.83,80.51,High,2026-08-31 18:00:00
SC000052306,CUS00013077,2026-08-31,P004,sge_propensity_logreg,v3.0,0.712,71.2,91.47,52.01,63.16,86.33,70.83,71.69,Medium,2026-08-31 18:00:00
SC000052307,CUS00013077,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4862,48.62,91.47,36.51,63.16,86.33,70.83,62.94,Low,2026-08-31 18:00:00
SC000052308,CUS00013077,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7745,77.45,91.47,51.63,63.16,82.33,70.83,72.77,Medium,2026-08-31 18:00:00
SC000052309,CUS00013078,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7447,74.47,62.46,65.95,75.98,86.33,70.62,71.39,Medium,2026-08-31 18:00:00
SC000052310,CUS00013078,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6175,61.75,62.46,52.95,75.98,86.33,70.62,65.61,Low,2026-08-31 18:00:00
SC000052311,CUS00013078,2026-08-31,P007,sge_propensity_logreg,v3.0,0.8773,87.73,62.46,71.7,75.98,86.33,70.62,75.86,Medium,2026-08-31 18:00:00
SC000052312,CUS00013078,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3701,37.01,62.46,38.45,75.98,86.33,70.62,56.53,Do not prioritize,2026-08-31 18:00:00
SC000052313,CUS00013079,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6345,63.45,56.99,38.8,58.94,86.33,53.12,57.81,Do not prioritize,2026-08-31 18:00:00
SC000052314,CUS00013079,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5324,53.24,56.99,40.8,58.94,86.33,53.12,55.65,Do not prioritize,2026-08-31 18:00:00
SC000052315,CUS00013079,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5586,55.86,56.99,40.8,58.94,86.33,53.12,56.31,Do not prioritize,2026-08-31 18:00:00
SC000052316,CUS00013079,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5505,55.05,56.99,40.24,58.94,86.33,53.12,55.99,Do not prioritize,2026-08-31 18:00:00
SC000052317,CUS00013080,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5834,58.34,76.0,49.78,65.73,86.33,80.0,66.23,Low,2026-08-31 18:00:00
SC000052318,CUS00013080,2026-08-31,P004,sge_propensity_logreg,v3.0,0.8571,85.71,76.0,53.53,65.73,86.33,80.0,73.83,Medium,2026-08-31 18:00:00
SC000052319,CUS00013080,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6453,64.53,76.0,44.53,65.73,86.33,80.0,66.73,Low,2026-08-31 18:00:00
