customer_id,cif_id,customer_type,age_group,gender_code,occupation_group,industry_group,income_band,province_code,region_code,customer_segment,relationship_start_date,relationship_years,rm_id,branch_id,kyc_status,preferred_channel,customer_active_flag,marketing_consent_flag,consent_channels,do_not_contact_flag,record_effective_from,record_effective_to,current_flag
CUS00010671,CIF000010671,INDIVIDUAL,36-45,M,BUSINESS_OWNER,RETAIL,40-80M,56,CENTRAL,AFFLUENT,2016-07-23,10.11,RM0044,BR005,VERIFIED,IN_APP,True,True,APP,False,2016-07-23,9999-12-31,True
CUS00010672,CIF000010672,INDIVIDUAL,18-25,F,BUSINESS_OWNER,FINANCE,<10M,01,NORTH,MASS,2023-01-06,3.65,RM0032,BR004,VERIFIED,EMAIL,False,True,"APP,EMAIL,SMS",False,2023-01-06,9999-12-31,True
CUS00010673,CIF000010673,INDIVIDUAL,26-35,F,MANAGER,MANUFACTURING,10-20M,79,SOUTH,MASS,2014-09-06,11.98,RM0085,BR010,VERIFIED,SMS,True,False,,False,2014-09-06,9999-12-31,True
CUS00010674,CIF000010674,INDIVIDUAL,36-45,F,BUSINESS_OWNER,HEALTHCARE,20-40M,01,NORTH,MASS,2018-06-11,8.22,RM0162,BR018,VERIFIED,IN_APP,True,True,"EMAIL,ZALO",False,2018-06-11,9999-12-31,True
CUS00010675,CIF000010675,INDIVIDUAL,65+,F,OTHER,EDUCATION,10-20M,74,SOUTH,MASS_AFFLUENT,2013-08-13,13.05,RM0178,BR020,VERIFIED,ZALO,True,True,SMS,False,2013-08-13,9999-12-31,True
CUS00010676,CIF000010676,INDIVIDUAL,18-25,F,MANAGER,MANUFACTURING,80M+,79,SOUTH,AFFLUENT,2018-08-23,8.02,RM0101,BR012,VERIFIED,SMS,True,False,,True,2018-08-23,9999-12-31,True
CUS00010677,CIF000010677,INDIVIDUAL,18-25,F,OTHER,IT,40-80M,79,SOUTH,MASS_AFFLUENT,2020-01-22,6.61,RM0017,BR002,VERIFIED,SMS,True,True,"EMAIL,SMS",False,2020-01-22,9999-12-31,True
CUS00010678,CIF000010678,SME,56-65,M,MANAGER,IT,40-80M,75,SOUTH,SME,2014-02-17,12.53,RM0026,BR003,VERIFIED,IN_APP,True,True,"APP,SMS,ZALO",False,2014-02-17,9999-12-31,True
CUS00010679,CIF000010679,SME,36-45,F,PUBLIC_SECTOR,IT,80M+,31,NORTH,SME,2016-12-11,9.72,RM0129,BR015,VERIFIED,SMS,True,True,SMS,False,2016-12-11,9999-12-31,True
CUS00010680,CIF000010680,INDIVIDUAL,26-35,F,RETIRED,FINANCE,20-40M,48,CENTRAL,MASS_AFFLUENT,2014-01-27,12.59,RM0102,BR012,VERIFIED,RM_CALL,True,True,SMS,False,2014-01-27,9999-12-31,True
CUS00010681,CIF000010681,INDIVIDUAL,56-65,M,OTHER,LOGISTICS,10-20M,56,CENTRAL,MASS,2016-08-25,10.02,RM0001,BR001,VERIFIED,EMAIL,True,False,,True,2016-08-25,9999-12-31,True
CUS00010682,CIF000010682,INDIVIDUAL,46-55,M,OTHER,CONSTRUCTION,20-40M,01,NORTH,AFFLUENT,2023-07-26,3.1,RM0180,BR020,VERIFIED,IN_APP,True,True,"EMAIL,SMS,ZALO",False,2023-07-26,9999-12-31,True
CUS00010683,CIF000010683,INDIVIDUAL,56-65,M,BUSINESS_OWNER,RETAIL,20-40M,79,SOUTH,MASS_AFFLUENT,2024-07-04,2.16,RM0158,BR018,VERIFIED,IN_APP,True,False,,False,2024-07-04,9999-12-31,True
CUS00010684,CIF000010684,INDIVIDUAL,46-55,F,PUBLIC_SECTOR,IT,20-40M,74,SOUTH,MASS_AFFLUENT,2014-01-20,12.61,RM0010,BR002,VERIFIED,IN_APP,True,True,"APP,EMAIL,ZALO",False,2014-01-20,9999-12-31,True
CUS00010685,CIF000010685,INDIVIDUAL,56-65,M,FREELANCE,HEALTHCARE,<10M,01,NORTH,MASS,2015-08-21,11.03,RM0150,BR017,VERIFIED,IN_APP,True,False,,True,2015-08-21,9999-12-31,True
CUS00010686,CIF000010686,INDIVIDUAL,65+,M,RETIRED,IT,10-20M,01,NORTH,MASS_AFFLUENT,2016-06-22,10.19,RM0006,BR001,VERIFIED,ZALO,True,True,EMAIL,False,2016-06-22,9999-12-31,True
CUS00010687,CIF000010687,INDIVIDUAL,18-25,M,MANAGER,OTHER,<10M,01,NORTH,MASS,2015-06-04,11.24,RM0138,BR016,VERIFIED,RM_CALL,True,True,"APP,ZALO",False,2015-06-04,9999-12-31,True
CUS00010688,CIF000010688,INDIVIDUAL,36-45,F,OFFICE,EDUCATION,40-80M,56,CENTRAL,PRIVATE,2017-03-15,9.46,RM0105,BR012,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2017-03-15,9999-12-31,True
CUS00010689,CIF000010689,SME,26-35,M,MANAGER,RETAIL,40-80M,79,SOUTH,SME,2016-09-22,9.94,RM0115,BR013,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2016-09-22,9999-12-31,True
CUS00010690,CIF000010690,INDIVIDUAL,65+,M,OTHER,LOGISTICS,80M+,79,SOUTH,AFFLUENT,2013-08-22,13.02,RM0094,BR011,VERIFIED,IN_APP,True,True,"EMAIL,SMS",False,2013-08-22,9999-12-31,True
CUS00010691,CIF000010691,INDIVIDUAL,18-25,M,BUSINESS_OWNER,OTHER,10-20M,79,SOUTH,MASS,2016-04-16,10.37,RM0179,BR020,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2016-04-16,9999-12-31,True
CUS00010692,CIF000010692,INDIVIDUAL,36-45,M,FREELANCE,LOGISTICS,40-80M,31,NORTH,AFFLUENT,2017-03-30,9.42,RM0121,BR014,VERIFIED,ZALO,True,True,"APP,EMAIL,SMS,ZALO",True,2017-03-30,9999-12-31,True
CUS00010693,CIF000010693,INDIVIDUAL,36-45,F,BUSINESS_OWNER,IT,10-20M,01,NORTH,MASS_AFFLUENT,2014-05-27,12.26,RM0142,BR016,VERIFIED,SMS,True,True,"SMS,ZALO",False,2014-05-27,9999-12-31,True
CUS00010694,CIF000010694,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,FINANCE,40-80M,79,SOUTH,AFFLUENT,2023-11-19,2.78,RM0104,BR012,VERIFIED,IN_APP,True,True,"APP,SMS",False,2023-11-19,9999-12-31,True
CUS00010695,CIF000010695,INDIVIDUAL,26-35,M,OFFICE,RETAIL,10-20M,79,SOUTH,MASS,2021-06-22,5.19,RM0062,BR007,VERIFIED,EMAIL,True,True,"APP,EMAIL,ZALO",True,2021-06-22,9999-12-31,True
CUS00010696,CIF000010696,INDIVIDUAL,65+,M,FREELANCE,HEALTHCARE,10-20M,75,SOUTH,MASS,2021-05-17,5.29,RM0049,BR006,VERIFIED,EMAIL,True,True,EMAIL,True,2021-05-17,9999-12-31,True
CUS00010697,CIF000010697,INDIVIDUAL,18-25,M,OFFICE,RETAIL,20-40M,74,SOUTH,MASS_AFFLUENT,2017-07-18,9.12,RM0094,BR011,VERIFIED,SMS,True,False,,False,2017-07-18,9999-12-31,True
CUS00010698,CIF000010698,INDIVIDUAL,26-35,F,RETIRED,LOGISTICS,<10M,79,SOUTH,MASS,2021-05-20,5.28,RM0020,BR003,VERIFIED,IN_APP,True,True,"APP,SMS,ZALO",False,2021-05-20,9999-12-31,True
CUS00010699,CIF000010699,INDIVIDUAL,56-65,M,PUBLIC_SECTOR,MANUFACTURING,40-80M,01,NORTH,MASS_AFFLUENT,2020-05-03,6.33,RM0075,BR009,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2020-05-03,9999-12-31,True
CUS00010700,CIF000010700,INDIVIDUAL,36-45,F,OTHER,IT,10-20M,79,SOUTH,MASS_AFFLUENT,2013-11-02,12.83,RM0169,BR019,VERIFIED,IN_APP,True,False,,True,2013-11-02,9999-12-31,True
CUS00010701,CIF000010701,INDIVIDUAL,65+,F,RETIRED,OTHER,80M+,56,CENTRAL,AFFLUENT,2017-10-06,8.9,RM0151,BR017,VERIFIED,EMAIL,True,True,"APP,SMS,ZALO",False,2017-10-06,9999-12-31,True
CUS00010702,CIF000010702,INDIVIDUAL,56-65,F,OTHER,RETAIL,10-20M,79,SOUTH,MASS,2018-12-26,7.68,RM0001,BR001,VERIFIED,IN_APP,True,True,"APP,EMAIL",False,2018-12-26,9999-12-31,True
CUS00010703,CIF000010703,INDIVIDUAL,36-45,M,RETIRED,CONSTRUCTION,20-40M,48,CENTRAL,MASS,2021-11-16,4.79,RM0132,BR015,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2021-11-16,9999-12-31,True
CUS00010704,CIF000010704,INDIVIDUAL,26-35,F,MANAGER,IT,10-20M,92,SOUTH,MASS_AFFLUENT,2024-01-28,2.59,RM0135,BR015,VERIFIED,RM_CALL,True,True,"EMAIL,SMS,ZALO",False,2024-01-28,9999-12-31,True
CUS00010705,CIF000010705,INDIVIDUAL,46-55,M,OFFICE,HEALTHCARE,<10M,01,NORTH,MASS,2017-09-10,8.97,RM0128,BR015,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS",False,2017-09-10,9999-12-31,True
CUS00010706,CIF000010706,INDIVIDUAL,36-45,M,OTHER,EDUCATION,10-20M,22,NORTH,MASS,2023-12-12,2.72,RM0030,BR004,VERIFIED,IN_APP,True,True,"APP,EMAIL,ZALO",False,2023-12-12,9999-12-31,True
CUS00010707,CIF000010707,INDIVIDUAL,36-45,M,RETIRED,RETAIL,20-40M,74,SOUTH,MASS,2025-02-08,1.56,RM0041,BR005,VERIFIED,IN_APP,True,False,,False,2025-02-08,9999-12-31,True
CUS00010708,CIF000010708,INDIVIDUAL,56-65,M,RETIRED,OTHER,10-20M,79,SOUTH,MASS,2019-11-26,6.76,RM0024,BR003,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2019-11-26,9999-12-31,True
CUS00010709,CIF000010709,INDIVIDUAL,26-35,F,MANAGER,HEALTHCARE,10-20M,01,NORTH,MASS,2018-10-08,7.9,RM0133,BR015,VERIFIED,SMS,True,True,"APP,EMAIL,SMS",False,2018-10-08,9999-12-31,True
CUS00010710,CIF000010710,INDIVIDUAL,18-25,M,FREELANCE,FINANCE,10-20M,31,NORTH,MASS,2025-07-25,1.1,RM0071,BR008,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2025-07-25,9999-12-31,True
CUS00010711,CIF000010711,INDIVIDUAL,36-45,F,OFFICE,CONSTRUCTION,40-80M,79,SOUTH,AFFLUENT,2015-12-25,10.68,RM0157,BR018,VERIFIED,IN_APP,True,True,"APP,SMS,ZALO",False,2015-12-25,9999-12-31,True
CUS00010712,CIF000010712,INDIVIDUAL,46-55,F,OFFICE,MANUFACTURING,10-20M,79,SOUTH,MASS,2016-03-31,10.42,RM0063,BR007,VERIFIED,RM_CALL,True,True,APP,False,2016-03-31,9999-12-31,True
CUS00010713,CIF000010713,INDIVIDUAL,36-45,M,OTHER,OTHER,40-80M,79,SOUTH,AFFLUENT,2018-08-31,8.0,RM0095,BR011,EXPIRED,EMAIL,True,True,EMAIL,False,2018-08-31,9999-12-31,True
CUS00010714,CIF000010714,INDIVIDUAL,26-35,M,MANAGER,FINANCE,20-40M,92,SOUTH,MASS,2025-11-23,0.77,RM0145,BR017,PENDING,IN_APP,False,False,,False,2025-11-23,9999-12-31,True
CUS00010715,CIF000010715,INDIVIDUAL,46-55,F,OFFICE,EDUCATION,20-40M,01,NORTH,MASS,2021-09-15,4.96,RM0104,BR012,VERIFIED,ZALO,True,True,"EMAIL,ZALO",False,2021-09-15,9999-12-31,True
CUS00010716,CIF000010716,INDIVIDUAL,46-55,F,RETIRED,EDUCATION,20-40M,22,NORTH,MASS,2014-03-24,12.44,RM0046,BR006,VERIFIED,RM_CALL,True,True,"APP,EMAIL,ZALO",False,2014-03-24,9999-12-31,True
CUS00010717,CIF000010717,INDIVIDUAL,26-35,M,OTHER,LOGISTICS,10-20M,01,NORTH,MASS_AFFLUENT,2021-06-14,5.21,RM0003,BR001,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2021-06-14,9999-12-31,True
CUS00010718,CIF000010718,INDIVIDUAL,36-45,F,MANAGER,EDUCATION,40-80M,01,NORTH,AFFLUENT,2019-01-21,7.61,RM0108,BR012,VERIFIED,IN_APP,True,False,,False,2019-01-21,9999-12-31,True
CUS00010719,CIF000010719,INDIVIDUAL,18-25,M,OTHER,LOGISTICS,10-20M,31,NORTH,MASS,2017-03-20,9.45,RM0118,BR014,VERIFIED,ZALO,True,True,ZALO,False,2017-03-20,9999-12-31,True
CUS00010720,CIF000010720,INDIVIDUAL,56-65,F,BUSINESS_OWNER,LOGISTICS,20-40M,74,SOUTH,MASS_AFFLUENT,2023-04-27,3.35,RM0042,BR005,VERIFIED,RM_CALL,True,False,,False,2023-04-27,9999-12-31,True
CUS00010721,CIF000010721,INDIVIDUAL,46-55,M,OTHER,HEALTHCARE,<10M,31,NORTH,MASS,2017-05-06,9.32,RM0091,BR011,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2017-05-06,9999-12-31,True
CUS00010722,CIF000010722,INDIVIDUAL,56-65,F,FREELANCE,HEALTHCARE,<10M,40,NORTH,MASS,2020-10-29,5.84,RM0039,BR005,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2020-10-29,9999-12-31,True
CUS00010723,CIF000010723,INDIVIDUAL,46-55,F,BUSINESS_OWNER,EDUCATION,<10M,79,SOUTH,MASS,2014-06-27,12.18,RM0014,BR002,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2014-06-27,9999-12-31,True
CUS00010724,CIF000010724,INDIVIDUAL,46-55,M,MANAGER,IT,40-80M,79,SOUTH,AFFLUENT,2025-09-26,0.93,RM0128,BR015,VERIFIED,SMS,True,False,,True,2025-09-26,9999-12-31,True
CUS00010725,CIF000010725,INDIVIDUAL,36-45,M,OTHER,LOGISTICS,40-80M,48,CENTRAL,AFFLUENT,2013-09-25,12.93,RM0071,BR008,VERIFIED,IN_APP,True,False,,True,2013-09-25,9999-12-31,True
CUS00010726,CIF000010726,INDIVIDUAL,46-55,M,RETIRED,FINANCE,20-40M,74,SOUTH,MASS,2013-09-01,13.0,RM0096,BR011,VERIFIED,SMS,True,True,ZALO,False,2013-09-01,9999-12-31,True
CUS00010727,CIF000010727,INDIVIDUAL,36-45,F,RETIRED,MANUFACTURING,20-40M,79,SOUTH,MASS_AFFLUENT,2013-09-03,12.99,RM0040,BR005,VERIFIED,ZALO,True,True,"SMS,ZALO",False,2013-09-03,9999-12-31,True
CUS00010728,CIF000010728,SME,36-45,M,OFFICE,RETAIL,20-40M,75,SOUTH,SME,2023-04-01,3.42,RM0050,BR006,VERIFIED,IN_APP,True,True,SMS,False,2023-04-01,9999-12-31,True
CUS00010729,CIF000010729,INDIVIDUAL,56-65,M,FREELANCE,LOGISTICS,80M+,01,NORTH,PRIVATE,2025-05-27,1.26,RM0176,BR020,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2025-05-27,9999-12-31,True
CUS00010730,CIF000010730,INDIVIDUAL,26-35,F,BUSINESS_OWNER,CONSTRUCTION,40-80M,79,SOUTH,AFFLUENT,2017-09-09,8.97,RM0035,BR004,VERIFIED,IN_APP,True,True,"APP,EMAIL",False,2017-09-09,9999-12-31,True
CUS00010731,CIF000010731,INDIVIDUAL,56-65,M,MANAGER,IT,20-40M,92,SOUTH,MASS_AFFLUENT,2020-05-29,6.26,RM0001,BR001,VERIFIED,SMS,True,False,,False,2020-05-29,9999-12-31,True
CUS00010732,CIF000010732,INDIVIDUAL,65+,F,OFFICE,RETAIL,20-40M,79,SOUTH,AFFLUENT,2015-09-02,11.0,RM0022,BR003,VERIFIED,ZALO,True,True,"APP,EMAIL,SMS,ZALO",False,2015-09-02,9999-12-31,True
CUS00010733,CIF000010733,INDIVIDUAL,18-25,F,BUSINESS_OWNER,RETAIL,10-20M,79,SOUTH,MASS_AFFLUENT,2020-08-11,6.05,RM0002,BR001,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2020-08-11,9999-12-31,True
CUS00010734,CIF000010734,INDIVIDUAL,26-35,F,MANAGER,RETAIL,40-80M,48,CENTRAL,MASS_AFFLUENT,2018-03-10,8.48,RM0170,BR019,VERIFIED,IN_APP,True,True,"SMS,ZALO",False,2018-03-10,9999-12-31,True
CUS00010735,CIF000010735,INDIVIDUAL,46-55,M,PUBLIC_SECTOR,FINANCE,10-20M,79,SOUTH,MASS_AFFLUENT,2021-02-06,5.56,RM0040,BR005,VERIFIED,IN_APP,True,True,EMAIL,False,2021-02-06,9999-12-31,True
CUS00010736,CIF000010736,INDIVIDUAL,18-25,M,OFFICE,HEALTHCARE,40-80M,56,CENTRAL,AFFLUENT,2013-07-27,13.1,RM0016,BR002,VERIFIED,SMS,False,False,,True,2013-07-27,9999-12-31,True
CUS00010737,CIF000010737,INDIVIDUAL,36-45,F,FREELANCE,EDUCATION,40-80M,22,NORTH,MASS_AFFLUENT,2015-05-29,11.26,RM0013,BR002,VERIFIED,EMAIL,True,False,,True,2015-05-29,9999-12-31,True
CUS00010738,CIF000010738,INDIVIDUAL,36-45,F,FREELANCE,EDUCATION,40-80M,79,SOUTH,AFFLUENT,2014-11-22,11.77,RM0118,BR014,VERIFIED,RM_CALL,True,True,"APP,SMS,ZALO",False,2014-11-22,9999-12-31,True
CUS00010739,CIF000010739,INDIVIDUAL,26-35,M,FREELANCE,LOGISTICS,20-40M,79,SOUTH,AFFLUENT,2017-05-03,9.33,RM0166,BR019,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2017-05-03,9999-12-31,True
CUS00010740,CIF000010740,INDIVIDUAL,56-65,F,PUBLIC_SECTOR,LOGISTICS,40-80M,74,SOUTH,AFFLUENT,2020-12-02,5.74,RM0169,BR019,VERIFIED,ZALO,True,True,ZALO,False,2020-12-02,9999-12-31,True
CUS00010741,CIF000010741,INDIVIDUAL,26-35,M,OFFICE,EDUCATION,40-80M,31,NORTH,PRIVATE,2016-03-12,10.47,RM0106,BR012,VERIFIED,RM_CALL,True,False,,True,2016-03-12,9999-12-31,True
CUS00010742,CIF000010742,INDIVIDUAL,26-35,F,RETIRED,IT,20-40M,79,SOUTH,MASS_AFFLUENT,2014-07-06,12.15,RM0033,BR004,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2014-07-06,9999-12-31,True
CUS00010743,CIF000010743,INDIVIDUAL,36-45,M,RETIRED,OTHER,20-40M,74,SOUTH,MASS_AFFLUENT,2015-10-30,10.84,RM0139,BR016,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2015-10-30,9999-12-31,True
CUS00010744,CIF000010744,INDIVIDUAL,18-25,M,FREELANCE,MANUFACTURING,40-80M,01,NORTH,MASS_AFFLUENT,2019-09-24,6.93,RM0145,BR017,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2019-09-24,9999-12-31,True
CUS00010745,CIF000010745,INDIVIDUAL,36-45,F,OTHER,HEALTHCARE,20-40M,79,SOUTH,MASS_AFFLUENT,2016-12-19,9.7,RM0013,BR002,VERIFIED,IN_APP,True,True,"APP,SMS,ZALO",False,2016-12-19,9999-12-31,True
CUS00010746,CIF000010746,INDIVIDUAL,26-35,M,FREELANCE,HEALTHCARE,10-20M,75,SOUTH,MASS_AFFLUENT,2012-11-05,13.82,RM0033,BR004,VERIFIED,EMAIL,True,True,"APP,EMAIL",False,2012-11-05,9999-12-31,True
CUS00010747,CIF000010747,INDIVIDUAL,56-65,F,FREELANCE,IT,20-40M,79,SOUTH,MASS,2020-01-21,6.61,RM0062,BR007,PENDING,SMS,True,True,SMS,False,2020-01-21,9999-12-31,True
CUS00010748,CIF000010748,INDIVIDUAL,36-45,M,PUBLIC_SECTOR,IT,40-80M,48,CENTRAL,MASS_AFFLUENT,2013-04-11,13.39,RM0061,BR007,VERIFIED,IN_APP,True,False,,True,2013-04-11,9999-12-31,True
CUS00010749,CIF000010749,INDIVIDUAL,46-55,M,OTHER,LOGISTICS,40-80M,01,NORTH,MASS_AFFLUENT,2016-01-05,10.65,RM0144,BR016,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2016-01-05,9999-12-31,True
CUS00010750,CIF000010750,INDIVIDUAL,56-65,F,BUSINESS_OWNER,LOGISTICS,20-40M,74,SOUTH,MASS_AFFLUENT,2024-06-01,2.25,RM0132,BR015,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2024-06-01,9999-12-31,True
CUS00010751,CIF000010751,INDIVIDUAL,18-25,M,RETIRED,MANUFACTURING,10-20M,01,NORTH,MASS,2024-10-21,1.86,RM0070,BR008,VERIFIED,IN_APP,True,True,EMAIL,False,2024-10-21,9999-12-31,True
CUS00010752,CIF000010752,INDIVIDUAL,36-45,F,OFFICE,IT,10-20M,79,SOUTH,MASS,2019-07-05,7.16,RM0083,BR010,PENDING,RM_CALL,True,True,"EMAIL,SMS",False,2019-07-05,9999-12-31,True
CUS00010753,CIF000010753,INDIVIDUAL,65+,F,RETIRED,MANUFACTURING,20-40M,31,NORTH,MASS_AFFLUENT,2022-08-06,4.07,RM0175,BR020,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2022-08-06,9999-12-31,True
CUS00010754,CIF000010754,INDIVIDUAL,56-65,F,RETIRED,EDUCATION,10-20M,01,NORTH,MASS,2025-05-04,1.33,RM0163,BR019,VERIFIED,SMS,True,True,SMS,False,2025-05-04,9999-12-31,True
CUS00010755,CIF000010755,INDIVIDUAL,46-55,F,FREELANCE,LOGISTICS,80M+,75,SOUTH,PRIVATE,2025-04-02,1.41,RM0171,BR019,VERIFIED,IN_APP,True,False,,False,2025-04-02,9999-12-31,True
CUS00010756,CIF000010756,INDIVIDUAL,36-45,M,PUBLIC_SECTOR,LOGISTICS,10-20M,79,SOUTH,MASS,2018-05-25,8.27,RM0152,BR017,VERIFIED,ZALO,True,False,,True,2018-05-25,9999-12-31,True
CUS00010757,CIF000010757,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,LOGISTICS,20-40M,48,CENTRAL,AFFLUENT,2018-01-17,8.62,RM0064,BR008,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2018-01-17,9999-12-31,True
CUS00010758,CIF000010758,SME,26-35,F,PUBLIC_SECTOR,FINANCE,20-40M,79,SOUTH,SME,2019-02-16,7.54,RM0016,BR002,VERIFIED,EMAIL,True,False,,True,2019-02-16,9999-12-31,True
CUS00010759,CIF000010759,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,MANUFACTURING,10-20M,01,NORTH,MASS,2016-05-04,10.32,RM0121,BR014,VERIFIED,EMAIL,True,False,,False,2016-05-04,9999-12-31,True
CUS00010760,CIF000010760,INDIVIDUAL,26-35,F,OTHER,EDUCATION,40-80M,79,SOUTH,PRIVATE,2014-08-21,12.03,RM0062,BR007,VERIFIED,IN_APP,True,False,,True,2014-08-21,9999-12-31,True
CUS00010761,CIF000010761,INDIVIDUAL,18-25,M,FREELANCE,RETAIL,<10M,79,SOUTH,MASS,2020-05-28,6.26,RM0081,BR009,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2020-05-28,9999-12-31,True
CUS00010762,CIF000010762,INDIVIDUAL,26-35,M,RETIRED,MANUFACTURING,20-40M,79,SOUTH,MASS,2016-02-27,10.51,RM0170,BR019,VERIFIED,IN_APP,False,True,APP,False,2016-02-27,9999-12-31,True
CUS00010763,CIF000010763,INDIVIDUAL,26-35,M,FREELANCE,CONSTRUCTION,80M+,79,SOUTH,PRIVATE,2021-02-11,5.55,RM0076,BR009,VERIFIED,IN_APP,False,True,APP,False,2021-02-11,9999-12-31,True
CUS00010764,CIF000010764,INDIVIDUAL,65+,F,PUBLIC_SECTOR,RETAIL,10-20M,79,SOUTH,MASS_AFFLUENT,2013-07-27,13.1,RM0069,BR008,VERIFIED,IN_APP,True,False,,True,2013-07-27,9999-12-31,True
CUS00010765,CIF000010765,INDIVIDUAL,46-55,F,PUBLIC_SECTOR,OTHER,80M+,01,NORTH,PRIVATE,2023-06-26,3.18,RM0119,BR014,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2023-06-26,9999-12-31,True
CUS00010766,CIF000010766,INDIVIDUAL,65+,M,RETIRED,OTHER,<10M,79,SOUTH,MASS,2025-07-24,1.1,RM0041,BR005,VERIFIED,ZALO,True,True,"APP,EMAIL,SMS,ZALO",True,2025-07-24,9999-12-31,True
CUS00010767,CIF000010767,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,FINANCE,40-80M,79,SOUTH,AFFLUENT,2024-02-17,2.54,RM0153,BR017,VERIFIED,SMS,True,True,"APP,EMAIL,ZALO",False,2024-02-17,9999-12-31,True
CUS00010768,CIF000010768,SME,46-55,F,MANAGER,EDUCATION,40-80M,01,NORTH,SME,2018-12-23,7.69,RM0175,BR020,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2018-12-23,9999-12-31,True
CUS00010769,CIF000010769,INDIVIDUAL,36-45,M,MANAGER,OTHER,20-40M,79,SOUTH,MASS_AFFLUENT,2017-09-14,8.96,RM0042,BR005,VERIFIED,RM_CALL,True,True,"APP,SMS,ZALO",False,2017-09-14,9999-12-31,True
CUS00010770,CIF000010770,INDIVIDUAL,56-65,M,RETIRED,LOGISTICS,20-40M,48,CENTRAL,MASS,2016-04-25,10.35,RM0122,BR014,VERIFIED,RM_CALL,True,True,SMS,False,2016-04-25,9999-12-31,True
CUS00010771,CIF000010771,INDIVIDUAL,26-35,F,OFFICE,HEALTHCARE,10-20M,01,NORTH,MASS,2023-02-17,3.53,RM0104,BR012,EXPIRED,IN_APP,True,True,"EMAIL,ZALO",True,2023-02-17,9999-12-31,True
CUS00010772,CIF000010772,INDIVIDUAL,65+,M,BUSINESS_OWNER,FINANCE,40-80M,48,CENTRAL,AFFLUENT,2023-03-11,3.47,RM0155,BR018,VERIFIED,RM_CALL,True,True,APP,False,2023-03-11,9999-12-31,True
CUS00010773,CIF000010773,INDIVIDUAL,56-65,M,MANAGER,CONSTRUCTION,20-40M,56,CENTRAL,MASS,2021-12-16,4.71,RM0090,BR010,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2021-12-16,9999-12-31,True
CUS00010774,CIF000010774,SME,56-65,F,MANAGER,CONSTRUCTION,20-40M,01,NORTH,SME,2023-12-05,2.74,RM0024,BR003,VERIFIED,IN_APP,True,False,,False,2023-12-05,9999-12-31,True
CUS00010775,CIF000010775,INDIVIDUAL,46-55,F,OTHER,IT,20-40M,79,SOUTH,MASS_AFFLUENT,2022-02-11,4.55,RM0128,BR015,VERIFIED,IN_APP,True,True,"EMAIL,SMS",False,2022-02-11,9999-12-31,True
CUS00010776,CIF000010776,INDIVIDUAL,46-55,M,FREELANCE,IT,<10M,48,CENTRAL,MASS,2022-04-20,4.36,RM0095,BR011,VERIFIED,IN_APP,True,True,ZALO,True,2022-04-20,9999-12-31,True
CUS00010777,CIF000010777,SME,56-65,M,MANAGER,IT,80M+,48,CENTRAL,SME,2024-05-02,2.33,RM0078,BR009,VERIFIED,EMAIL,True,False,,True,2024-05-02,9999-12-31,True
CUS00010778,CIF000010778,INDIVIDUAL,26-35,M,RETIRED,OTHER,20-40M,01,NORTH,AFFLUENT,2025-07-26,1.1,RM0020,BR003,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2025-07-26,9999-12-31,True
