case_id,customer_id,created_timestamp,closed_timestamp,channel,case_type,issue_category,product_code,complaint_flag,severity,case_status,resolution_time_hours,csat_score,complaint_count_30d,complaint_count_90d,serious_complaint_7d,days_since_last_complaint,avg_csat,open_case_count
CASE0000016503,CUS00014013,2026-05-25 22:39:29,2026-05-26 08:32:05.941914,BRANCH,DISPUTE,ACCOUNT,TD_STANDARD,True,LOW,RESOLVED,9.88,1,0,0,False,97,1.0,0
CASE0000016504,CUS00014013,2026-05-08 15:14:51,,BRANCH,REQUEST,LOAN,TD_STANDARD,False,LOW,IN_PROGRESS,,,0,0,False,97,1.0,1
CASE0000016505,CUS00014016,2026-08-19 06:36:15,2026-08-20 06:40:37.340359,HOTLINE,REQUEST,OTHER,INVEST_BOND,True,HIGH,CLOSED,24.07,2,1,1,False,12,2.0,0
CASE0000016506,CUS00014016,2026-07-19 21:31:11,,BRANCH,COMPLAINT,FEE,LOAN_HOME,False,LOW,IN_PROGRESS,,,1,1,False,12,2.0,1
CASE0000016507,CUS00014016,2026-07-11 00:45:24,2026-07-11 04:36:00.556864,APP,DISPUTE,FEE,TD_FLEXI,False,MEDIUM,RESOLVED,3.84,2,1,1,False,12,2.0,1
CASE0000016508,CUS00014016,2026-03-18 19:55:33,,EMAIL,INQUIRY,FEE,CC_STANDARD,False,MEDIUM,IN_PROGRESS,,,1,1,False,12,2.0,2
CASE0000016509,CUS00014017,2026-08-16 19:06:46,2026-08-17 04:25:04.174429,EMAIL,DISPUTE,OTHER,LOAN_HOME,False,MEDIUM,RESOLVED,9.31,2,0,0,False,135,2.33,0
CASE0000016510,CUS00014017,2026-04-18 06:49:26,2026-04-19 16:44:58.205577,CHATBOT,DISPUTE,CARD,LOAN_PERSONAL,True,MEDIUM,RESOLVED,33.93,2,0,0,False,135,2.33,0
CASE0000016511,CUS00014017,2026-03-09 07:41:49,2026-03-09 12:48:30.784209,EMAIL,REQUEST,ACCOUNT,TD_FLEXI,True,MEDIUM,RESOLVED,5.11,3,0,0,False,135,2.33,0
CASE0000016512,CUS00014020,2026-07-16 06:52:26,2026-07-16 22:41:25.749895,EMAIL,DISPUTE,ACCOUNT,,False,MEDIUM,RESOLVED,15.82,3,0,0,False,142,3.0,0
CASE0000016513,CUS00014020,2026-04-11 17:44:28,,BRANCH,REQUEST,ACCOUNT,TD_FLEXI,True,MEDIUM,IN_PROGRESS,,,0,0,False,142,3.0,1
CASE0000016514,CUS00014020,2026-03-16 05:09:14,2026-03-16 07:00:30.456678,EMAIL,REQUEST,LOAN,,True,LOW,CLOSED,1.85,3,0,0,False,142,3.0,1
CASE0000016515,CUS00014023,2026-05-16 06:16:30,2026-05-17 05:25:04.802745,BRANCH,REQUEST,ACCOUNT,INVEST_BOND,False,LOW,CLOSED,23.14,2,0,0,False,,2.0,0
CASE0000016516,CUS00014025,2026-06-25 05:54:32,2026-06-26 00:39:10.103210,CHATBOT,COMPLAINT,APP,CC_STANDARD,False,LOW,RESOLVED,18.74,4,0,0,False,,3.5,0
CASE0000016517,CUS00014025,2026-05-25 02:26:35,2026-05-25 23:59:32.807258,HOTLINE,DISPUTE,ACCOUNT,LOAN_PERSONAL,False,LOW,RESOLVED,21.55,3,0,0,False,,3.5,0
CASE0000016518,CUS00014026,2026-03-07 02:47:51,2026-03-08 00:29:32.017408,EMAIL,COMPLAINT,FEE,CC_PLATINUM,True,CRITICAL,CLOSED,21.69,4,0,0,False,177,4.0,0
CASE0000016519,CUS00014028,2026-08-06 14:36:19,2026-08-07 06:41:16.684824,HOTLINE,REQUEST,FEE,INVEST_BOND,False,MEDIUM,CLOSED,16.08,4,0,0,False,,4.0,0
CASE0000016520,CUS00014029,2026-05-08 09:25:54,2026-05-08 23:25:02.165821,HOTLINE,REQUEST,ACCOUNT,TD_STANDARD,False,LOW,RESOLVED,13.99,5,0,0,False,,5.0,0
CASE0000016521,CUS00014029,2026-04-04 16:48:52,2026-04-04 20:11:43.796109,EMAIL,DISPUTE,APP,LOAN_HOME,False,LOW,RESOLVED,3.38,5,0,0,False,,5.0,0
CASE0000016522,CUS00014030,2026-08-29 20:24:16,2026-08-29 23:30:48.098902,CHATBOT,REQUEST,FEE,CC_STANDARD,False,LOW,RESOLVED,3.11,2,0,0,False,110,2.0,0
CASE0000016523,CUS00014030,2026-05-12 18:14:56,,EMAIL,REQUEST,APP,LOAN_HOME,True,LOW,OPEN,,,0,0,False,110,2.0,1
CASE0000016524,CUS00014031,2026-06-15 03:10:40,2026-06-16 02:11:46.917662,APP,COMPLAINT,APP,CC_STANDARD,False,MEDIUM,CLOSED,23.02,1,0,0,False,,1.0,0
CASE0000016525,CUS00014032,2026-08-10 01:35:46,2026-08-10 19:41:05.651481,BRANCH,REQUEST,FEE,,True,LOW,RESOLVED,18.09,4,1,1,False,21,4.0,0
CASE0000016526,CUS00014032,2026-05-11 02:11:28,,EMAIL,COMPLAINT,OTHER,,False,LOW,IN_PROGRESS,,,1,1,False,21,4.0,1
CASE0000016527,CUS00014033,2026-04-02 05:33:50,2026-04-02 15:21:13.195256,BRANCH,COMPLAINT,ACCOUNT,LOAN_HOME,True,HIGH,CLOSED,9.79,5,0,0,False,151,5.0,0
CASE0000016528,CUS00014034,2026-07-30 16:41:13,2026-07-31 11:22:08.703922,CHATBOT,DISPUTE,APP,INVEST_FUND,True,LOW,RESOLVED,18.68,2,0,1,False,32,3.0,0
CASE0000016529,CUS00014034,2026-04-20 08:55:25,2026-04-20 15:02:51.053677,APP,DISPUTE,CARD,,True,LOW,CLOSED,6.12,3,0,1,False,32,3.0,0
CASE0000016530,CUS00014034,2026-03-08 19:14:37,2026-03-09 05:54:55.554884,EMAIL,REQUEST,CARD,LOAN_AUTO,True,MEDIUM,CLOSED,10.67,4,0,1,False,32,3.0,0
CASE0000016531,CUS00014035,2026-07-08 09:39:48,2026-07-08 17:41:43.559614,CHATBOT,INQUIRY,ACCOUNT,INVEST_BOND,False,LOW,CLOSED,8.03,1,0,0,False,,1.0,0
CASE0000016532,CUS00014038,2026-05-30 22:13:59,2026-05-31 06:29:53.163800,EMAIL,DISPUTE,FEE,LOAN_HOME,False,LOW,RESOLVED,8.27,2,0,0,False,,2.0,0
CASE0000016533,CUS00014039,2026-07-19 22:16:11,,BRANCH,INQUIRY,APP,TD_STANDARD,False,MEDIUM,OPEN,,,0,0,False,,,1
CASE0000016534,CUS00014041,2026-06-25 08:49:50,2026-06-26 13:39:11.498926,BRANCH,REQUEST,ACCOUNT,LOAN_HOME,False,MEDIUM,CLOSED,28.82,3,0,0,False,,3.0,0
CASE0000016535,CUS00014043,2026-07-25 11:11:00,2026-07-25 15:41:12.123909,BRANCH,COMPLAINT,APP,LOAN_HOME,True,MEDIUM,RESOLVED,4.5,2,0,1,False,37,3.0,0
CASE0000016536,CUS00014043,2026-03-29 23:27:04,,CHATBOT,INQUIRY,APP,INVEST_FUND,True,MEDIUM,OPEN,,,0,1,False,37,3.0,1
CASE0000016537,CUS00014043,2026-03-05 08:32:05,2026-03-05 21:39:30.904712,APP,COMPLAINT,FEE,INVEST_FUND,True,MEDIUM,RESOLVED,13.12,4,0,1,False,37,3.0,1
CASE0000016538,CUS00014047,2026-07-22 02:08:54,2026-07-22 14:22:46.974285,APP,COMPLAINT,LOAN,INVEST_BOND,False,MEDIUM,CLOSED,12.23,3,0,0,False,,3.0,0
CASE0000016539,CUS00014048,2026-08-31 16:09:33,2026-08-31 17:16:40.844242,BRANCH,REQUEST,ACCOUNT,INVEST_BOND,True,LOW,RESOLVED,1.12,1,1,1,False,0,1.0,0
CASE0000016540,CUS00014048,2026-06-07 10:48:24,,BRANCH,REQUEST,FEE,CC_PLATINUM,False,MEDIUM,IN_PROGRESS,,,1,1,False,0,1.0,1
CASE0000016541,CUS00014048,2026-04-27 14:12:34,,APP,DISPUTE,CARD,LOAN_AUTO,True,HIGH,IN_PROGRESS,,,1,1,False,0,1.0,2
CASE0000016542,CUS00014049,2026-03-24 14:28:28,2026-03-26 00:02:45.494267,CHATBOT,INQUIRY,CARD,INVEST_BOND,False,MEDIUM,RESOLVED,33.57,3,0,0,False,,4.0,0
CASE0000016543,CUS00014049,2026-03-09 16:41:30,2026-03-09 18:07:50.065302,CHATBOT,COMPLAINT,APP,INVEST_BOND,False,MEDIUM,CLOSED,1.44,5,0,0,False,,4.0,0
CASE0000016544,CUS00014050,2026-05-17 20:45:06,2026-05-18 03:35:29.635482,APP,DISPUTE,LOAN,INVEST_FUND,True,LOW,CLOSED,6.84,3,0,0,False,105,3.0,0
CASE0000016545,CUS00014051,2026-07-28 06:18:17,,CHATBOT,INQUIRY,ACCOUNT,LOAN_HOME,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000016546,CUS00014053,2026-07-04 06:56:44,,BRANCH,COMPLAINT,ACCOUNT,LOAN_HOME,False,MEDIUM,IN_PROGRESS,,,0,0,False,,,1
CASE0000016547,CUS00014054,2026-06-16 18:24:43,2026-06-16 23:46:11.262006,APP,INQUIRY,OTHER,LOAN_PERSONAL,False,HIGH,RESOLVED,5.36,1,0,0,False,121,3.33,0
CASE0000016548,CUS00014054,2026-05-01 23:40:52,2026-05-02 17:09:27.005045,HOTLINE,REQUEST,ACCOUNT,INVEST_BOND,True,LOW,RESOLVED,17.48,4,0,0,False,121,3.33,0
CASE0000016549,CUS00014054,2026-04-23 02:15:07,,BRANCH,REQUEST,APP,LOAN_AUTO,False,LOW,IN_PROGRESS,,,0,0,False,121,3.33,1
CASE0000016550,CUS00014054,2026-04-17 04:41:02,2026-04-17 19:24:12.584138,CHATBOT,COMPLAINT,CARD,CC_GOLD,True,LOW,CLOSED,14.72,5,0,0,False,121,3.33,1
CASE0000016551,CUS00014055,2026-07-02 14:11:17,2026-07-03 03:35:25.665753,APP,DISPUTE,APP,CC_STANDARD,True,MEDIUM,RESOLVED,13.4,2,0,1,False,60,2.0,0
CASE0000016552,CUS00014056,2026-04-17 23:57:52,2026-04-18 13:53:02.637415,CHATBOT,COMPLAINT,LOAN,CC_PLATINUM,False,LOW,RESOLVED,13.92,4,0,0,False,,4.0,0
CASE0000016553,CUS00014058,2026-08-14 03:18:49,2026-08-15 22:40:13.242057,EMAIL,INQUIRY,LOAN,LOAN_HOME,True,MEDIUM,CLOSED,43.36,1,1,1,False,17,1.0,0
CASE0000016554,CUS00014058,2026-05-31 22:41:40,,APP,COMPLAINT,FEE,CC_PLATINUM,True,MEDIUM,OPEN,,,1,1,False,17,1.0,1
CASE0000016555,CUS00014059,2026-08-22 01:25:58,2026-08-22 20:58:57.788780,BRANCH,DISPUTE,ACCOUNT,CC_STANDARD,True,HIGH,RESOLVED,19.55,4,1,1,False,9,4.0,0
CASE0000016556,CUS00014060,2026-05-29 00:05:00,2026-05-30 01:42:55.821800,EMAIL,DISPUTE,OTHER,TD_STANDARD,True,LOW,CLOSED,25.63,4,0,0,False,94,3.5,0
CASE0000016557,CUS00014060,2026-03-10 23:18:41,2026-03-11 02:18:56.030839,BRANCH,REQUEST,OTHER,CC_PLATINUM,False,MEDIUM,RESOLVED,3.0,3,0,0,False,94,3.5,0
CASE0000016558,CUS00014061,2026-05-14 05:10:36,2026-05-15 09:57:15.015546,EMAIL,REQUEST,LOAN,INVEST_BOND,True,CRITICAL,RESOLVED,28.78,1,0,0,False,109,1.0,0
CASE0000016559,CUS00014062,2026-06-22 09:10:49,2026-06-23 00:29:53.084770,EMAIL,DISPUTE,APP,LOAN_AUTO,False,HIGH,RESOLVED,15.32,1,0,1,False,86,2.5,0
CASE0000016560,CUS00014062,2026-06-06 15:08:56,2026-06-07 00:50:46.616118,APP,DISPUTE,ACCOUNT,INVEST_FUND,True,LOW,CLOSED,9.7,4,0,1,False,86,2.5,0
CASE0000016561,CUS00014062,2026-04-29 22:19:52,,HOTLINE,DISPUTE,APP,TD_STANDARD,False,CRITICAL,IN_PROGRESS,,,0,1,False,86,2.5,1
CASE0000016562,CUS00014063,2026-08-23 04:05:50,2026-08-23 12:14:26.895759,BRANCH,COMPLAINT,APP,LOAN_AUTO,True,HIGH,CLOSED,8.14,4,2,3,False,8,3.2,0
CASE0000016563,CUS00014063,2026-08-18 09:27:33,2026-08-19 10:29:57.045888,HOTLINE,COMPLAINT,ACCOUNT,CC_PLATINUM,False,HIGH,CLOSED,25.04,5,2,3,False,8,3.2,0
CASE0000016564,CUS00014063,2026-08-13 01:32:42,2026-08-14 08:08:29.459941,BRANCH,COMPLAINT,ACCOUNT,CC_PLATINUM,True,MEDIUM,RESOLVED,30.6,1,2,3,False,8,3.2,0
CASE0000016565,CUS00014063,2026-08-11 07:31:26,2026-08-11 18:01:58.440534,APP,INQUIRY,FEE,LOAN_PERSONAL,False,LOW,RESOLVED,10.51,5,2,3,False,8,3.2,0
CASE0000016566,CUS00014063,2026-06-06 10:19:21,2026-06-06 14:10:17.869198,HOTLINE,INQUIRY,ACCOUNT,CC_GOLD,True,LOW,CLOSED,3.85,1,2,3,False,8,3.2,0
CASE0000016567,CUS00014064,2026-08-21 20:22:42,2026-08-22 12:41:41.755838,EMAIL,INQUIRY,APP,TD_STANDARD,False,HIGH,RESOLVED,16.32,3,0,0,False,,3.5,0
CASE0000016568,CUS00014064,2026-04-23 08:31:36,2026-04-24 03:57:46.513876,HOTLINE,REQUEST,APP,CC_STANDARD,False,CRITICAL,CLOSED,19.44,4,0,0,False,,3.5,0
CASE0000016569,CUS00014065,2026-07-13 06:15:31,2026-07-13 13:27:46.557345,EMAIL,INQUIRY,OTHER,TD_STANDARD,False,HIGH,RESOLVED,7.2,3,0,0,False,,3.0,0
CASE0000016570,CUS00014066,2026-04-16 19:39:44,,BRANCH,COMPLAINT,LOAN,LOAN_HOME,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000016571,CUS00014068,2026-05-09 03:41:43,2026-05-10 14:32:15.887335,BRANCH,INQUIRY,CARD,,False,HIGH,CLOSED,34.84,2,0,0,False,,2.0,0
CASE0000016572,CUS00014070,2026-05-11 11:39:11,,HOTLINE,DISPUTE,CARD,INVEST_FUND,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000016573,CUS00014071,2026-05-06 14:48:12,2026-05-06 19:07:51.696167,HOTLINE,DISPUTE,APP,INVEST_FUND,True,LOW,CLOSED,4.33,2,0,0,False,117,2.0,0
CASE0000016574,CUS00014072,2026-08-29 23:16:27,2026-08-30 16:21:38.878366,BRANCH,INQUIRY,LOAN,CC_PLATINUM,False,LOW,RESOLVED,17.09,3,0,1,False,31,2.5,0
CASE0000016575,CUS00014072,2026-07-30 21:01:09,2026-07-31 23:01:12.418608,CHATBOT,REQUEST,FEE,LOAN_HOME,True,MEDIUM,RESOLVED,26.0,2,0,1,False,31,2.5,0
CASE0000016576,CUS00014073,2026-08-16 22:31:48,2026-08-17 09:15:09.935490,APP,COMPLAINT,FEE,CC_GOLD,True,LOW,CLOSED,10.72,5,1,1,False,14,5.0,0
CASE0000016577,CUS00014073,2026-07-05 09:29:21,,APP,INQUIRY,ACCOUNT,CC_GOLD,False,MEDIUM,OPEN,,,1,1,False,14,5.0,1
CASE0000016578,CUS00014074,2026-07-21 01:53:17,2026-07-21 12:50:17.535021,HOTLINE,DISPUTE,CARD,CC_STANDARD,False,LOW,RESOLVED,10.95,2,0,0,False,,3.5,0
CASE0000016579,CUS00014074,2026-03-06 21:26:56,2026-03-08 04:38:52.299993,EMAIL,COMPLAINT,ACCOUNT,,False,HIGH,CLOSED,31.2,5,0,0,False,,3.5,0
CASE0000016580,CUS00014077,2026-04-06 21:28:26,,CHATBOT,COMPLAINT,ACCOUNT,,True,HIGH,IN_PROGRESS,,,0,0,False,146,3.0,1
CASE0000016581,CUS00014077,2026-03-24 20:31:27,2026-03-25 16:54:02.100359,EMAIL,DISPUTE,CARD,INVEST_BOND,False,MEDIUM,CLOSED,20.38,5,0,0,False,146,3.0,1
CASE0000016582,CUS00014077,2026-03-25 03:49:04,2026-03-25 11:06:51.924315,HOTLINE,DISPUTE,LOAN,CC_GOLD,False,HIGH,CLOSED,7.3,1,0,0,False,146,3.0,1
CASE0000016583,CUS00014078,2026-03-28 04:55:19,2026-03-28 20:41:32.829335,CHATBOT,DISPUTE,APP,CC_STANDARD,False,LOW,RESOLVED,15.77,3,0,0,False,,3.0,0
CASE0000016584,CUS00014079,2026-06-09 19:41:46,2026-06-11 03:47:38.889197,EMAIL,INQUIRY,CARD,,True,MEDIUM,RESOLVED,32.1,1,0,1,False,82,1.0,0
CASE0000016585,CUS00014079,2026-04-29 05:28:48,2026-04-30 19:50:53.150109,BRANCH,COMPLAINT,LOAN,TD_FLEXI,True,LOW,RESOLVED,38.37,1,0,1,False,82,1.0,0
CASE0000016586,CUS00014081,2026-08-14 10:24:30,2026-08-15 01:35:20.597635,EMAIL,INQUIRY,APP,,True,LOW,RESOLVED,15.18,3,1,1,False,17,3.5,0
CASE0000016587,CUS00014081,2026-05-04 00:29:17,2026-05-04 10:06:12.057569,BRANCH,REQUEST,APP,TD_STANDARD,False,LOW,RESOLVED,9.62,4,1,1,False,17,3.5,0
CASE0000016588,CUS00014081,2026-04-27 13:58:16,2026-04-28 04:13:29.347490,BRANCH,INQUIRY,FEE,LOAN_AUTO,True,LOW,CLOSED,14.25,3,1,1,False,17,3.5,0
CASE0000016589,CUS00014081,2026-03-14 21:37:40,2026-03-15 03:47:52.791941,BRANCH,INQUIRY,APP,CC_GOLD,True,HIGH,RESOLVED,6.17,4,1,1,False,17,3.5,0
CASE0000016590,CUS00014082,2026-06-16 21:58:32,2026-06-18 05:15:04.128683,BRANCH,INQUIRY,FEE,LOAN_HOME,False,LOW,RESOLVED,31.28,2,0,0,False,,1.5,0
CASE0000016591,CUS00014082,2026-05-02 14:58:53,2026-05-03 11:53:05.346695,BRANCH,REQUEST,FEE,INVEST_BOND,False,LOW,RESOLVED,20.9,1,0,0,False,,1.5,0
CASE0000016592,CUS00014083,2026-06-11 07:13:13,2026-06-11 22:25:01.405423,APP,DISPUTE,APP,LOAN_PERSONAL,False,LOW,CLOSED,15.2,2,0,0,False,,2.0,0
CASE0000016593,CUS00014084,2026-07-30 05:48:14,2026-07-31 04:07:56.030023,EMAIL,COMPLAINT,FEE,,True,LOW,RESOLVED,22.33,3,0,1,False,32,3.0,0
CASE0000016594,CUS00014086,2026-03-10 21:33:49,2026-03-11 09:44:44.002581,BRANCH,COMPLAINT,ACCOUNT,INVEST_BOND,False,LOW,CLOSED,12.18,5,0,0,False,,5.0,0
CASE0000016595,CUS00014087,2026-07-19 15:45:09,2026-07-20 17:41:46.923155,APP,INQUIRY,LOAN,LOAN_HOME,False,HIGH,RESOLVED,25.94,1,0,0,False,,1.0,0
CASE0000016596,CUS00014087,2026-05-06 23:24:33,2026-05-07 19:01:55.476086,CHATBOT,REQUEST,CARD,,False,CRITICAL,RESOLVED,19.62,1,0,0,False,,1.0,0
CASE0000016597,CUS00014089,2026-06-28 07:59:12,2026-06-29 08:04:20.276147,BRANCH,DISPUTE,CARD,INVEST_FUND,True,HIGH,RESOLVED,24.09,1,0,1,False,64,1.0,0
CASE0000016598,CUS00014091,2026-04-13 19:44:25,,EMAIL,REQUEST,ACCOUNT,TD_FLEXI,False,MEDIUM,OPEN,,,0,0,False,,,1
CASE0000016599,CUS00014092,2026-05-14 21:13:07,2026-05-15 13:01:08.477990,EMAIL,REQUEST,OTHER,CC_GOLD,False,MEDIUM,CLOSED,15.8,1,0,0,False,,1.0,0
CASE0000016600,CUS00014093,2026-08-24 16:54:25,2026-08-25 05:19:15.803468,APP,REQUEST,CARD,LOAN_HOME,False,MEDIUM,RESOLVED,12.41,4,0,0,False,,4.0,0
CASE0000016601,CUS00014095,2026-03-23 18:22:55,,APP,DISPUTE,ACCOUNT,,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000016602,CUS00014096,2026-06-13 22:26:54,,APP,DISPUTE,OTHER,LOAN_HOME,True,HIGH,OPEN,,,0,1,False,78,5.0,1
CASE0000016603,CUS00014096,2026-03-08 08:42:52,2026-03-08 22:15:12.881564,HOTLINE,COMPLAINT,FEE,CC_STANDARD,True,LOW,RESOLVED,13.54,5,0,1,False,78,5.0,1
CASE0000016604,CUS00014098,2026-07-06 20:34:18,2026-07-07 16:08:01.172643,APP,INQUIRY,FEE,TD_FLEXI,True,CRITICAL,RESOLVED,19.56,5,0,1,False,55,5.0,0
CASE0000016605,CUS00014099,2026-06-07 22:55:54,2026-06-08 14:36:20.275733,CHATBOT,COMPLAINT,FEE,CC_STANDARD,False,LOW,RESOLVED,15.67,4,0,0,False,,4.0,0
CASE0000016606,CUS00014100,2026-06-06 09:43:18,,HOTLINE,INQUIRY,LOAN,CC_PLATINUM,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000016607,CUS00014101,2026-08-26 14:26:13,2026-08-26 17:50:47.452547,HOTLINE,COMPLAINT,LOAN,CC_STANDARD,True,HIGH,RESOLVED,3.41,1,1,1,True,5,2.33,0
CASE0000016608,CUS00014101,2026-05-03 23:02:47,2026-05-06 09:37:27.254003,EMAIL,INQUIRY,LOAN,CC_STANDARD,False,LOW,RESOLVED,58.58,5,1,1,True,5,2.33,0
CASE0000016609,CUS00014101,2026-03-26 20:09:10,2026-03-26 23:35:28.217539,BRANCH,COMPLAINT,OTHER,TD_STANDARD,True,LOW,RESOLVED,3.44,1,1,1,True,5,2.33,0
CASE0000016610,CUS00014102,2026-07-01 03:57:29,2026-07-02 02:58:23.056833,HOTLINE,COMPLAINT,ACCOUNT,CC_PLATINUM,False,MEDIUM,CLOSED,23.02,5,0,0,False,,5.0,0
CASE0000016611,CUS00014106,2026-07-01 16:30:31,2026-07-02 18:05:33.415462,HOTLINE,DISPUTE,CARD,CC_STANDARD,False,HIGH,CLOSED,25.58,4,0,0,False,,3.5,0
CASE0000016612,CUS00014106,2026-05-12 18:11:29,2026-05-12 23:02:18.251176,EMAIL,REQUEST,CARD,LOAN_PERSONAL,False,MEDIUM,RESOLVED,4.85,3,0,0,False,,3.5,0
CASE0000016613,CUS00014106,2026-04-26 12:19:10,,APP,REQUEST,OTHER,CC_STANDARD,False,LOW,OPEN,,,0,0,False,,3.5,1
CASE0000016614,CUS00014107,2026-03-16 17:51:32,2026-03-17 04:01:08.944440,CHATBOT,DISPUTE,FEE,TD_STANDARD,False,LOW,CLOSED,10.16,2,0,0,False,,2.0,0
CASE0000016615,CUS00014108,2026-06-27 21:30:33,2026-06-28 08:15:12.027012,APP,INQUIRY,APP,CC_GOLD,False,LOW,CLOSED,10.74,4,0,0,False,166,3.0,0
CASE0000016616,CUS00014108,2026-06-12 07:57:40,2026-06-13 04:26:06.715202,EMAIL,REQUEST,OTHER,INVEST_FUND,False,MEDIUM,RESOLVED,20.47,1,0,0,False,166,3.0,0
CASE0000016617,CUS00014108,2026-03-18 08:26:06,2026-03-19 08:37:01.703521,CHATBOT,INQUIRY,APP,,True,LOW,RESOLVED,24.18,4,0,0,False,166,3.0,0
CASE0000016618,CUS00014109,2026-08-13 22:50:02,,CHATBOT,COMPLAINT,FEE,CC_GOLD,True,LOW,IN_PROGRESS,,,1,2,False,17,1.0,1
CASE0000016619,CUS00014109,2026-07-11 05:44:07,2026-07-12 14:04:06.084991,EMAIL,INQUIRY,APP,CC_GOLD,True,LOW,RESOLVED,32.33,1,1,2,False,17,1.0,1
CASE0000016620,CUS00014110,2026-07-30 05:07:29,2026-07-31 05:49:47.377537,BRANCH,REQUEST,APP,INVEST_BOND,True,MEDIUM,RESOLVED,24.71,4,0,1,False,32,2.5,0
CASE0000016621,CUS00014110,2026-06-09 12:22:15,2026-06-09 21:32:20.316308,BRANCH,COMPLAINT,LOAN,CC_STANDARD,False,MEDIUM,RESOLVED,9.17,1,0,1,False,32,2.5,0
CASE0000016622,CUS00014110,2026-04-07 19:40:45,,HOTLINE,INQUIRY,OTHER,CC_STANDARD,True,LOW,IN_PROGRESS,,,0,1,False,32,2.5,1
CASE0000016623,CUS00014111,2026-04-10 07:21:28,2026-04-11 03:42:31.329474,CHATBOT,DISPUTE,CARD,CC_STANDARD,False,MEDIUM,CLOSED,20.35,1,0,0,False,,1.0,0
CASE0000016624,CUS00014112,2026-08-09 13:47:24,2026-08-12 08:04:55.718523,EMAIL,REQUEST,CARD,CC_PLATINUM,False,MEDIUM,RESOLVED,66.29,4,0,0,False,106,3.5,0
CASE0000016625,CUS00014112,2026-05-17 01:12:52,2026-05-17 22:30:31.841812,APP,INQUIRY,CARD,CC_GOLD,True,MEDIUM,CLOSED,21.29,3,0,0,False,106,3.5,0
CASE0000016626,CUS00014112,2026-03-24 12:03:56,,APP,REQUEST,FEE,LOAN_HOME,False,LOW,OPEN,,,0,0,False,106,3.5,1
CASE0000016627,CUS00014114,2026-06-15 13:07:45,2026-06-17 02:56:04.035100,HOTLINE,COMPLAINT,FEE,INVEST_FUND,False,LOW,CLOSED,37.81,2,0,0,False,,1.5,0
CASE0000016628,CUS00014114,2026-03-08 04:23:25,2026-03-08 12:19:25.574947,APP,COMPLAINT,APP,CC_PLATINUM,False,HIGH,RESOLVED,7.93,1,0,0,False,,1.5,0
CASE0000016629,CUS00014115,2026-08-19 04:39:30,2026-08-19 06:30:06.384298,APP,DISPUTE,ACCOUNT,CC_PLATINUM,False,HIGH,RESOLVED,1.84,1,0,0,False,,3.0,0
CASE0000016630,CUS00014115,2026-07-12 06:56:35,,BRANCH,INQUIRY,OTHER,TD_FLEXI,False,MEDIUM,IN_PROGRESS,,,0,0,False,,3.0,1
CASE0000016631,CUS00014115,2026-05-31 11:48:25,2026-05-31 19:19:59.884076,APP,INQUIRY,APP,INVEST_BOND,False,HIGH,RESOLVED,7.53,5,0,0,False,,3.0,1
CASE0000016632,CUS00014118,2026-06-10 04:50:40,2026-06-11 03:06:22.611556,APP,REQUEST,OTHER,INVEST_BOND,True,CRITICAL,RESOLVED,22.26,5,0,1,False,82,4.5,0
CASE0000016633,CUS00014118,2026-04-13 15:10:18,2026-04-13 21:08:27.052964,CHATBOT,COMPLAINT,CARD,INVEST_BOND,True,MEDIUM,RESOLVED,5.97,4,0,1,False,82,4.5,0
CASE0000016634,CUS00014119,2026-04-11 05:37:50,,CHATBOT,DISPUTE,LOAN,LOAN_HOME,False,LOW,OPEN,,,0,0,False,,,1
CASE0000016635,CUS00014120,2026-05-02 11:00:28,2026-05-03 22:39:40.626075,APP,REQUEST,CARD,TD_STANDARD,False,MEDIUM,RESOLVED,35.65,5,0,0,False,,5.0,0
CASE0000016636,CUS00014122,2026-06-19 16:18:52,2026-06-20 12:09:11.619832,HOTLINE,COMPLAINT,OTHER,CC_PLATINUM,True,HIGH,RESOLVED,19.84,5,0,1,False,73,3.0,0
CASE0000016637,CUS00014122,2026-06-09 15:37:02,2026-06-10 01:37:15.131532,EMAIL,COMPLAINT,CARD,LOAN_HOME,False,LOW,RESOLVED,10.0,2,0,1,False,73,3.0,0
CASE0000016638,CUS00014122,2026-04-25 08:49:45,2026-04-25 16:51:58.179749,BRANCH,REQUEST,APP,,False,LOW,CLOSED,8.04,2,0,1,False,73,3.0,0
CASE0000016639,CUS00014123,2026-04-01 12:59:59,2026-04-02 00:02:12.706709,EMAIL,INQUIRY,LOAN,LOAN_AUTO,False,LOW,RESOLVED,11.04,5,0,0,False,,5.0,0
CASE0000016640,CUS00014124,2026-07-19 23:22:58,2026-07-20 02:38:19.835508,EMAIL,DISPUTE,FEE,,False,MEDIUM,RESOLVED,3.26,2,0,0,False,,2.0,0
CASE0000016641,CUS00014124,2026-03-29 11:18:00,2026-03-29 19:42:51.814305,EMAIL,COMPLAINT,APP,CC_STANDARD,False,MEDIUM,CLOSED,8.41,2,0,0,False,,2.0,0
