deposit_id,customer_id,open_date,maturity_date,deposit_type,term_months,currency,principal_amount,current_balance,interest_rate,auto_renew_flag,early_withdraw_flag,deposit_status,total_deposit_balance,deposit_count,maturity_30d_amount,maturity_60d_amount,days_to_nearest_maturity
DEP000004646,CUS00008838,2026-07-22,2026-08-21,TERM,1,VND,205422487.6,0.0,5.777,False,False,WITHDRAWN,205798757.26,2,203806472.17,203806472.17,3
DEP000004647,CUS00008839,2026-08-01,2026-08-31,TERM,1,VND,336277467.83,336806667.81,5.08,True,False,MATURING_SOON,1012869505.11,2,336277467.83,336277467.83,0
DEP000004648,CUS00008839,2026-08-06,2028-01-28,TERM,18,VND,659576405.25,676062837.29,4.566,True,False,ACTIVE,1012869505.11,2,336277467.83,336277467.83,0
DEP000004649,CUS00008841,2026-05-12,2027-02-06,TERM,9,VND,201010607.96,203853302.68,5.645,True,False,ACTIVE,203853302.68,1,0.0,0.0,159
DEP000004650,CUS00008846,2025-01-25,2027-01-15,TERM,24,VND,270515747.95,282006980.03,5.69,False,False,ACTIVE,446501447.05,2,0.0,0.0,137
DEP000004651,CUS00008846,2025-06-06,2027-05-27,TERM,24,VND,156670401.23,164494467.03,4.023,True,False,ACTIVE,446501447.05,2,0.0,0.0,137
DEP000004652,CUS00008847,2026-04-21,2028-04-10,TERM,24,VND,671184007.13,679992207.9,4.731,True,False,ACTIVE,679992207.9,1,0.0,0.0,588
DEP000004653,CUS00008848,2026-06-08,2026-12-05,TERM,6,VND,34815093.72,36534860.17,5.929,True,False,ACTIVE,99499306.2,2,0.0,0.0,96
DEP000004654,CUS00008848,2026-03-06,2027-08-28,TERM,18,VND,62631816.21,62964446.03,5.17,True,True,ACTIVE,99499306.2,2,0.0,0.0,96
DEP000004655,CUS00008850,2025-10-12,2027-10-02,TERM,24,VND,92353319.7,94009331.39,4.425,False,False,ACTIVE,94009331.39,1,0.0,0.0,397
DEP000004656,CUS00008851,2026-04-28,2026-07-27,FLEXI,3,VND,417255027.69,0.0,4.065,True,False,MATURED,0.0,1,0.0,0.0,
DEP000004657,CUS00008853,2025-10-26,2026-10-21,FLEXI,12,VND,267456333.1,268671750.3,5.49,False,True,ACTIVE,268671750.3,1,0.0,267456333.1,51
DEP000004658,CUS00008861,2025-12-26,2026-09-22,TERM,9,VND,649444356.59,661018025.04,5.703,True,False,MATURING_SOON,1226705590.39,2,1198608527.35,1198608527.35,19
DEP000004659,CUS00008861,2026-08-20,2026-09-19,TERM,1,VND,549164170.76,565687565.34,3.724,True,False,MATURING_SOON,1226705590.39,2,1198608527.35,1198608527.35,19
DEP000004660,CUS00008864,2025-03-16,2026-09-07,FLEXI,18,VND,212078146.05,216924163.23,4.667,True,False,MATURING_SOON,591999047.33,2,579996112.3,579996112.3,7
DEP000004661,CUS00008864,2026-06-25,2026-09-23,TERM,3,VND,367917966.25,375074884.1,5.447,False,False,MATURING_SOON,591999047.33,2,579996112.3,579996112.3,7
DEP000004662,CUS00008866,2026-08-12,2027-08-07,FLEXI,12,VND,38904236.48,40439047.18,3.795,False,False,ACTIVE,40439047.18,1,0.0,0.0,341
DEP000004663,CUS00008867,2026-08-06,2026-09-05,TERM,1,VND,14311853.3,14924812.48,3.946,True,True,MATURING_SOON,41737719.94,2,14311853.3,14311853.3,5
DEP000004664,CUS00008867,2025-02-11,2027-02-01,TERM,24,VND,25576174.99,26812907.46,4.824,True,False,ACTIVE,41737719.94,2,14311853.3,14311853.3,5
DEP000004665,CUS00008868,2026-05-26,2026-08-24,TERM,3,VND,136595689.25,137300331.22,3.631,False,False,ROLLED_OVER,137300331.22,1,0.0,0.0,
DEP000004666,CUS00008870,2026-05-25,2026-11-21,TERM,6,VND,19803003.64,20461599.75,5.7,True,False,ACTIVE,20461599.75,1,0.0,0.0,82
DEP000004667,CUS00008871,2025-01-02,2026-12-23,TERM,24,VND,73598891.24,73725055.65,4.262,True,False,ACTIVE,73725055.65,1,0.0,0.0,114
DEP000004668,CUS00008874,2026-01-24,2027-01-19,TERM,12,VND,29326777.23,30569634.86,4.782,False,False,ACTIVE,30569634.86,1,0.0,0.0,141
DEP000004669,CUS00008875,2026-03-24,2026-09-20,TERM,6,VND,11601873.99,11872019.29,4.308,True,False,MATURING_SOON,81925076.73,2,81080673.54,81080673.54,15
DEP000004670,CUS00008875,2025-03-24,2026-09-15,FLEXI,18,VND,69478799.55,70053057.43,5.359,True,False,MATURING_SOON,81925076.73,2,81080673.54,81080673.54,15
DEP000004671,CUS00008876,2025-12-13,2026-09-09,TERM,9,VND,340649393.56,350028073.43,6.162,True,False,MATURING_SOON,350028073.43,1,340649393.56,340649393.56,9
DEP000004672,CUS00008878,2025-10-19,2026-10-14,TERM,12,VND,448317621.04,448913897.55,5.895,True,False,ACTIVE,448913897.55,1,0.0,448317621.04,44
DEP000004673,CUS00008880,2026-07-29,2027-04-25,TERM,9,VND,292453694.83,307001911.99,6.08,True,False,ACTIVE,307001911.99,1,0.0,0.0,237
DEP000004674,CUS00008882,2026-08-13,2027-02-09,TERM,6,VND,29749948.45,30847667.49,5.848,True,False,ACTIVE,30847667.49,1,0.0,0.0,162
DEP000004675,CUS00008884,2026-05-20,2027-02-14,TERM,9,VND,91513978.85,95921026.39,3.957,True,False,ACTIVE,95921026.39,1,0.0,0.0,167
DEP000004676,CUS00008887,2026-01-06,2027-01-01,TERM,12,VND,401687528.16,416290474.29,5.809,True,False,ACTIVE,416290474.29,1,0.0,0.0,123
DEP000004677,CUS00008889,2025-08-26,2027-08-16,TERM,24,VND,224692308.58,235318484.29,3.517,False,False,ACTIVE,235318484.29,1,0.0,0.0,350
DEP000004678,CUS00008894,2025-11-20,2026-08-17,TERM,9,VND,1932579927.77,1944892784.61,5.534,False,False,ROLLED_OVER,1944892784.61,1,0.0,0.0,
DEP000004679,CUS00008895,2025-12-10,2026-09-06,TERM,9,VND,51927147.67,53274326.02,5.287,False,False,MATURING_SOON,182921567.4,2,51927147.67,51927147.67,6
DEP000004680,CUS00008895,2025-11-17,2026-08-14,TERM,9,VND,126083496.0,129647241.38,3.667,False,False,ROLLED_OVER,182921567.4,2,51927147.67,51927147.67,6
DEP000004681,CUS00008898,2026-05-17,2027-05-12,TERM,12,VND,40562729.06,42408538.47,5.195,False,False,ACTIVE,42408538.47,1,0.0,0.0,254
DEP000004682,CUS00008902,2026-07-05,2026-10-03,TERM,3,VND,52595548.71,52849719.83,3.515,False,True,ACTIVE,52849719.83,1,0.0,52595548.71,33
DEP000004683,CUS00008904,2026-07-19,2026-08-18,TERM,1,VND,21173887.14,21685119.38,4.301,True,False,ROLLED_OVER,21685119.38,1,0.0,0.0,
DEP000004684,CUS00008906,2026-02-02,2026-10-30,TERM,9,VND,104296437.06,106119622.21,5.721,True,False,ACTIVE,106119622.21,1,0.0,104296437.06,60
DEP000004685,CUS00008907,2026-03-26,2026-09-22,TERM,6,VND,206738421.1,212843105.14,4.614,True,True,MATURING_SOON,212843105.14,1,206738421.1,206738421.1,22
DEP000004686,CUS00008910,2026-05-25,2027-02-19,TERM,9,VND,131511496.4,131697903.35,4.843,True,False,ACTIVE,131697903.35,1,0.0,0.0,172
DEP000004687,CUS00008912,2025-12-13,2026-09-09,TERM,9,VND,177158730.55,178486986.26,5.172,True,True,MATURING_SOON,178486986.26,1,177158730.55,177158730.55,9
DEP000004688,CUS00008913,2026-03-07,2027-08-29,TERM,18,VND,1744512926.99,1749752692.45,3.898,True,False,ACTIVE,1749752692.45,1,0.0,0.0,363
DEP000004689,CUS00008916,2026-02-05,2026-11-02,TERM,9,VND,1204415568.56,1231107609.01,5.277,True,False,ACTIVE,1231107609.01,2,0.0,0.0,63
DEP000004690,CUS00008916,2026-01-25,2026-07-24,TERM,6,VND,865962636.77,0.0,5.5,True,False,MATURED,1231107609.01,2,0.0,0.0,63
DEP000004691,CUS00008917,2025-07-06,2027-06-26,TERM,24,VND,33657095.74,35064578.85,3.534,False,False,ACTIVE,35064578.85,1,0.0,0.0,299
DEP000004692,CUS00008918,2026-08-14,2027-08-09,TERM,12,VND,62484063.83,63489418.64,5.197,True,False,ACTIVE,104813423.15,2,0.0,0.0,343
DEP000004693,CUS00008918,2025-08-07,2026-08-02,TERM,12,VND,39375181.45,41324004.51,5.605,True,False,ROLLED_OVER,104813423.15,2,0.0,0.0,343
DEP000004694,CUS00008921,2026-05-29,2026-11-25,TERM,6,VND,573657232.45,592649660.23,5.592,False,True,ACTIVE,592649660.23,1,0.0,0.0,86
DEP000004695,CUS00008925,2026-06-08,2027-03-05,TERM,9,VND,174670890.6,180142894.27,5.758,True,False,ACTIVE,230308652.69,2,48632556.8,48632556.8,21
DEP000004696,CUS00008925,2025-12-25,2026-09-21,FLEXI,9,VND,48632556.8,50165758.43,5.904,True,False,MATURING_SOON,230308652.69,2,48632556.8,48632556.8,21
DEP000004697,CUS00008932,2026-04-28,2026-10-25,TERM,6,VND,28447212.84,29738441.37,5.525,True,False,ACTIVE,29738441.37,1,0.0,28447212.84,55
DEP000004698,CUS00008933,2026-08-12,2026-11-10,TERM,3,VND,43267380.71,45196271.47,6.056,True,False,ACTIVE,103026024.22,2,0.0,0.0,71
DEP000004699,CUS00008933,2025-12-31,2027-06-24,TERM,18,VND,56805060.41,57829752.75,5.597,False,False,ACTIVE,103026024.22,2,0.0,0.0,71
DEP000004700,CUS00008934,2025-12-17,2026-09-13,TERM,9,VND,169839311.82,170316164.84,5.835,True,False,MATURING_SOON,170316164.84,2,169839311.82,169839311.82,13
DEP000004701,CUS00008934,2026-06-27,2026-07-27,TERM,1,VND,86140531.95,0.0,6.168,True,False,WITHDRAWN,170316164.84,2,169839311.82,169839311.82,13
DEP000004702,CUS00008935,2025-11-24,2027-11-14,TERM,24,VND,36021856.14,37412001.8,4.639,False,False,ACTIVE,37412001.8,1,0.0,0.0,440
DEP000004703,CUS00008936,2026-03-15,2027-03-10,FLEXI,12,VND,513356487.21,523386258.5,4.686,True,False,ACTIVE,523386258.5,1,0.0,0.0,191
DEP000004704,CUS00008941,2026-04-17,2026-10-14,TERM,6,VND,20447429.9,21222088.71,3.671,True,False,ACTIVE,21222088.71,1,0.0,20447429.9,44
DEP000004705,CUS00008943,2026-03-21,2027-03-16,TERM,12,VND,306215072.93,309995368.58,4.568,True,False,ACTIVE,309995368.58,1,0.0,0.0,197
DEP000004706,CUS00008944,2026-07-20,2027-01-16,FLEXI,6,VND,479430660.83,494257024.65,3.531,False,True,ACTIVE,494257024.65,1,0.0,0.0,138
DEP000004707,CUS00008948,2026-05-25,2026-08-23,TERM,3,VND,306461413.42,0.0,5.69,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000004708,CUS00008949,2026-01-02,2027-12-23,TERM,24,VND,104120088.24,107611752.45,4.612,False,False,ACTIVE,297078438.83,2,0.0,0.0,479
DEP000004709,CUS00008949,2026-06-16,2028-06-05,TERM,24,VND,187749402.13,189466686.38,5.314,False,True,ACTIVE,297078438.83,2,0.0,0.0,479
DEP000004710,CUS00008953,2026-01-24,2026-10-21,TERM,9,VND,193916570.85,196103312.41,4.333,False,False,ACTIVE,295836537.26,2,0.0,293250730.68,42
DEP000004711,CUS00008953,2025-10-17,2026-10-12,TERM,12,VND,99334159.83,99733224.85,4.118,True,False,ACTIVE,295836537.26,2,0.0,293250730.68,42
DEP000004712,CUS00008954,2026-02-05,2027-01-31,TERM,12,VND,70662111.84,71237979.33,4.954,True,False,ACTIVE,71237979.33,1,0.0,0.0,153
DEP000004713,CUS00008955,2026-04-23,2027-10-15,TERM,18,VND,27432777.25,27856013.68,5.999,False,False,ACTIVE,27856013.68,1,0.0,0.0,410
DEP000004714,CUS00008956,2026-08-04,2026-09-03,TERM,1,VND,182797343.38,184744844.33,3.763,True,True,MATURING_SOON,342129224.1,2,334946747.33,334946747.33,3
DEP000004715,CUS00008956,2026-03-14,2026-09-10,TERM,6,VND,152149403.95,157384379.77,4.956,False,False,MATURING_SOON,342129224.1,2,334946747.33,334946747.33,3
DEP000004716,CUS00008957,2026-07-25,2026-08-24,TERM,1,VND,865928745.83,896102035.27,4.448,True,False,ROLLED_OVER,896102035.27,1,0.0,0.0,
DEP000004717,CUS00008958,2026-02-04,2026-11-01,TERM,9,VND,858821422.28,866199717.92,5.957,False,False,ACTIVE,866199717.92,1,0.0,0.0,62
DEP000004718,CUS00008961,2025-10-05,2027-09-25,FLEXI,24,VND,55455859.83,56845071.01,5.742,False,False,ACTIVE,56845071.01,1,0.0,0.0,390
DEP000004719,CUS00008963,2025-12-16,2026-09-12,TERM,9,VND,468863719.55,471101945.12,4.559,False,False,MATURING_SOON,907494772.58,2,468863719.55,468863719.55,12
DEP000004720,CUS00008963,2026-07-02,2027-06-27,TERM,12,VND,426302754.77,436392827.46,3.987,True,False,ACTIVE,907494772.58,2,468863719.55,468863719.55,12
DEP000004721,CUS00008965,2026-06-26,2026-07-26,TERM,1,VND,39121844.83,0.0,5.405,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000004722,CUS00008966,2026-05-14,2026-11-10,TERM,6,VND,405954227.97,405956871.66,4.292,False,False,ACTIVE,405956871.66,1,0.0,0.0,71
DEP000004723,CUS00008969,2025-03-28,2026-09-19,TERM,18,VND,110458658.41,115476070.25,5.55,True,False,MATURING_SOON,115476070.25,1,110458658.41,110458658.41,19
DEP000004724,CUS00008972,2026-03-14,2026-12-09,TERM,9,VND,180384094.86,185806019.69,5.167,False,False,ACTIVE,273707826.11,2,84116817.81,84116817.81,26
DEP000004725,CUS00008972,2026-03-30,2026-09-26,TERM,6,VND,84116817.81,87901806.42,5.235,True,False,MATURING_SOON,273707826.11,2,84116817.81,84116817.81,26
DEP000004726,CUS00008975,2026-04-25,2027-10-17,TERM,18,VND,173991187.34,182422237.86,3.625,False,False,ACTIVE,182422237.86,1,0.0,0.0,412
DEP000004727,CUS00008978,2026-07-11,2027-01-07,TERM,6,VND,29522724.85,30290514.79,5.89,True,False,ACTIVE,131463002.83,2,0.0,0.0,129
DEP000004728,CUS00008978,2026-05-14,2027-05-09,TERM,12,VND,98980612.64,101172488.04,5.892,False,False,ACTIVE,131463002.83,2,0.0,0.0,129
DEP000004729,CUS00008981,2024-09-19,2026-09-09,TERM,24,VND,18812679.78,19435481.25,3.953,False,False,MATURING_SOON,36556577.71,2,18812679.78,18812679.78,9
DEP000004730,CUS00008981,2025-01-31,2026-07-25,TERM,18,VND,16405968.73,17121096.46,4.923,False,False,ROLLED_OVER,36556577.71,2,18812679.78,18812679.78,9
DEP000004731,CUS00008984,2026-08-02,2026-09-01,TERM,1,VND,82174096.82,82279696.67,4.591,False,False,MATURING_SOON,82279696.67,1,82174096.82,82174096.82,1
DEP000004732,CUS00008986,2026-07-27,2026-08-26,TERM,1,VND,205802792.02,212795606.01,4.284,True,False,ROLLED_OVER,212795606.01,1,0.0,0.0,
DEP000004733,CUS00008987,2026-06-24,2026-07-24,TERM,1,VND,73879086.48,0.0,4.875,False,False,MATURED,0.0,2,0.0,0.0,
DEP000004734,CUS00008987,2026-06-24,2026-07-24,TERM,1,VND,202443064.6,0.0,6.039,True,False,MATURED,0.0,2,0.0,0.0,
DEP000004735,CUS00008988,2026-07-18,2026-08-17,TERM,1,VND,793852874.0,797772033.84,5.899,True,False,ROLLED_OVER,1642747157.0,2,824499994.83,824499994.83,4
DEP000004736,CUS00008988,2024-09-14,2026-09-04,TERM,24,VND,824499994.83,844975123.16,5.43,True,False,MATURING_SOON,1642747157.0,2,824499994.83,824499994.83,4
DEP000004737,CUS00008995,2025-12-23,2026-09-19,TERM,9,VND,274805446.33,287042309.55,4.132,True,False,MATURING_SOON,448082876.51,2,431206281.17,431206281.17,5
DEP000004738,CUS00008995,2025-03-14,2026-09-05,FLEXI,18,VND,156400834.84,161040566.97,4.963,True,True,MATURING_SOON,448082876.51,2,431206281.17,431206281.17,5
DEP000004739,CUS00008998,2026-07-29,2026-08-28,TERM,1,VND,87724343.39,0.0,6.122,True,False,MATURED,128331141.54,2,0.0,0.0,195
DEP000004740,CUS00008998,2026-06-17,2027-03-14,TERM,9,VND,126687231.2,128331141.54,3.528,False,False,ACTIVE,128331141.54,2,0.0,0.0,195
DEP000004741,CUS00008999,2025-09-13,2027-03-07,TERM,18,VND,35160274.7,35411602.91,5.191,False,False,ACTIVE,35411602.91,1,0.0,0.0,188
DEP000004742,CUS00009007,2026-07-17,2027-04-13,TERM,9,VND,83271326.38,84394535.35,5.683,True,False,ACTIVE,84394535.35,1,0.0,0.0,225
DEP000004743,CUS00009008,2026-07-21,2027-01-17,TERM,6,VND,14423671.59,15135899.05,5.331,True,False,ACTIVE,31481535.63,2,16029130.02,16029130.02,5
DEP000004744,CUS00009008,2024-09-15,2026-09-05,TERM,24,VND,16029130.02,16345636.58,3.735,True,False,MATURING_SOON,31481535.63,2,16029130.02,16029130.02,5
DEP000004745,CUS00009016,2026-07-08,2026-08-07,TERM,1,VND,17578938.77,17909101.19,3.917,False,False,ROLLED_OVER,17909101.19,1,0.0,0.0,
DEP000004746,CUS00009024,2025-04-23,2026-10-15,TERM,18,VND,908968861.43,936946949.98,3.733,True,False,ACTIVE,936946949.98,1,0.0,908968861.43,45
DEP000004747,CUS00009028,2024-10-07,2026-09-27,TERM,24,VND,422747295.91,437821769.74,5.598,True,False,MATURING_SOON,437821769.74,1,422747295.91,422747295.91,27
DEP000004748,CUS00009033,2026-07-12,2027-07-07,TERM,12,VND,128709232.95,130734858.57,5.223,True,False,ACTIVE,351522896.76,2,213352150.07,213352150.07,27
DEP000004749,CUS00009033,2025-10-02,2026-09-27,TERM,12,VND,213352150.07,220788038.2,3.948,True,False,MATURING_SOON,351522896.76,2,213352150.07,213352150.07,27
DEP000004750,CUS00009037,2026-03-03,2027-08-25,FLEXI,18,VND,3504168157.72,3557788409.74,6.014,True,False,ACTIVE,5767753026.99,2,0.0,0.0,68
DEP000004751,CUS00009037,2026-08-09,2026-11-07,FLEXI,3,VND,2181968661.21,2209964617.25,3.667,False,False,ACTIVE,5767753026.99,2,0.0,0.0,68
DEP000004752,CUS00009038,2025-07-15,2027-01-06,TERM,18,VND,157860717.5,162054199.32,5.953,True,False,ACTIVE,162054199.32,1,0.0,0.0,128
DEP000004753,CUS00009040,2026-03-26,2027-09-17,TERM,18,VND,245405707.12,248194569.03,4.385,True,False,ACTIVE,248194569.03,1,0.0,0.0,382
DEP000004754,CUS00009041,2025-11-20,2026-08-17,TERM,9,VND,37647076.39,39135671.96,4.569,False,False,ROLLED_OVER,39135671.96,1,0.0,0.0,
DEP000004755,CUS00009043,2026-05-16,2027-05-11,FLEXI,12,VND,592220287.88,618909550.75,5.46,True,False,ACTIVE,618909550.75,1,0.0,0.0,253
DEP000004756,CUS00009044,2026-03-15,2026-09-11,TERM,6,VND,807191793.6,829649498.38,4.278,True,False,MATURING_SOON,829649498.38,1,807191793.6,807191793.6,11
DEP000004757,CUS00009050,2026-05-19,2026-08-17,TERM,3,VND,55689610.44,56720281.43,4.063,True,False,ROLLED_OVER,56720281.43,1,0.0,0.0,
DEP000004758,CUS00009051,2025-07-01,2027-06-21,TERM,24,VND,183994517.25,185037786.59,4.417,True,False,ACTIVE,185037786.59,1,0.0,0.0,294
DEP000004759,CUS00009052,2025-08-21,2026-08-16,TERM,12,VND,113723063.79,119269452.78,5.982,True,False,ROLLED_OVER,119269452.78,1,0.0,0.0,
DEP000004760,CUS00009061,2024-11-30,2026-11-20,TERM,24,VND,34789257.12,35068181.94,3.976,True,False,ACTIVE,71453100.56,2,0.0,0.0,81
DEP000004761,CUS00009061,2026-08-16,2027-05-13,TERM,9,VND,36263760.88,36384918.62,4.392,False,False,ACTIVE,71453100.56,2,0.0,0.0,81
DEP000004762,CUS00009066,2024-09-14,2026-09-04,TERM,24,VND,48391000.7,50194321.92,3.632,False,False,MATURING_SOON,50194321.92,1,48391000.7,48391000.7,4
DEP000004763,CUS00009072,2026-03-03,2026-11-28,TERM,9,VND,1047582095.7,1094921637.48,4.999,True,False,ACTIVE,1094921637.48,1,0.0,0.0,89
DEP000004764,CUS00009075,2026-07-03,2026-12-30,TERM,6,VND,40748834.44,41243148.33,4.664,True,False,ACTIVE,41243148.33,1,0.0,0.0,121
DEP000004765,CUS00009076,2026-08-05,2027-02-01,TERM,6,VND,55333794.85,56858907.94,3.524,True,False,ACTIVE,167806716.8,2,0.0,0.0,123
DEP000004766,CUS00009076,2026-07-05,2027-01-01,TERM,6,VND,109796463.22,110947808.86,3.861,True,False,ACTIVE,167806716.8,2,0.0,0.0,123
DEP000004767,CUS00009088,2026-01-10,2027-07-04,FLEXI,18,VND,710381757.82,727737216.02,3.913,False,False,ACTIVE,727737216.02,1,0.0,0.0,307
DEP000004768,CUS00009089,2025-12-19,2026-12-14,TERM,12,VND,314466370.26,316192866.77,5.403,False,False,ACTIVE,316192866.77,1,0.0,0.0,105
DEP000004769,CUS00009090,2026-07-08,2026-10-06,TERM,3,VND,1653909694.56,1686346703.0,3.612,True,False,ACTIVE,1686346703.0,1,0.0,1653909694.56,36
DEP000004770,CUS00009091,2026-06-27,2026-09-25,TERM,3,VND,160362708.82,164163960.35,6.196,True,False,MATURING_SOON,164163960.35,1,160362708.82,160362708.82,25
DEP000004771,CUS00009092,2026-07-23,2026-10-21,TERM,3,VND,158405590.63,163292325.36,3.929,True,False,ACTIVE,163292325.36,1,0.0,158405590.63,51
DEP000004772,CUS00009095,2025-09-17,2026-09-12,FLEXI,12,VND,26440519.21,27583241.05,3.905,False,False,MATURING_SOON,62649887.65,2,61315097.48,61315097.48,12
DEP000004773,CUS00009095,2025-03-31,2026-09-22,FLEXI,18,VND,34874578.27,35066646.59,5.649,False,False,MATURING_SOON,62649887.65,2,61315097.48,61315097.48,12
DEP000004774,CUS00009096,2025-10-14,2026-10-09,TERM,12,VND,17715381.99,17890450.72,3.508,True,False,ACTIVE,17890450.72,1,0.0,17715381.99,39
DEP000004775,CUS00009097,2025-12-22,2026-09-18,TERM,9,VND,93835308.65,96261261.51,5.069,True,False,MATURING_SOON,96261261.51,1,93835308.65,93835308.65,18
DEP000004776,CUS00009098,2025-03-30,2026-09-21,FLEXI,18,VND,707921370.06,720160674.94,3.701,True,False,MATURING_SOON,1560398106.72,2,707921370.06,707921370.06,21
DEP000004777,CUS00009098,2026-08-14,2027-08-09,TERM,12,VND,808304972.15,840237431.78,4.768,False,True,ACTIVE,1560398106.72,2,707921370.06,707921370.06,21
DEP000004778,CUS00009105,2026-06-19,2027-06-14,TERM,12,VND,25227340.15,25230932.4,4.653,False,False,ACTIVE,25230932.4,1,0.0,0.0,287
DEP000004779,CUS00009107,2026-06-26,2026-09-24,TERM,3,VND,149990712.81,157326733.66,3.743,True,False,MATURING_SOON,157326733.66,1,149990712.81,149990712.81,24
DEP000004780,CUS00009109,2026-06-25,2028-06-14,TERM,24,VND,42886781.14,43685538.3,4.323,False,False,ACTIVE,90699933.61,2,0.0,0.0,418
DEP000004781,CUS00009109,2025-11-02,2027-10-23,TERM,24,VND,45965960.2,47014395.32,3.653,False,False,ACTIVE,90699933.61,2,0.0,0.0,418
DEP000004782,CUS00009111,2026-02-01,2027-01-27,TERM,12,VND,115710589.64,117316359.14,3.627,True,False,ACTIVE,117316359.14,1,0.0,0.0,149
DEP000004783,CUS00009118,2026-02-15,2026-08-14,FLEXI,6,VND,294535728.78,300231347.65,5.827,True,False,ROLLED_OVER,300231347.65,2,0.0,0.0,
DEP000004784,CUS00009118,2024-08-09,2026-07-30,TERM,24,VND,200225530.71,0.0,3.857,True,False,WITHDRAWN,300231347.65,2,0.0,0.0,
DEP000004785,CUS00009121,2026-07-02,2027-06-27,TERM,12,VND,66333314.09,66487742.59,5.593,True,False,ACTIVE,66487742.59,1,0.0,0.0,300
DEP000004786,CUS00009126,2026-04-25,2027-04-20,TERM,12,VND,621141897.17,649290533.8,5.879,True,False,ACTIVE,649290533.8,1,0.0,0.0,232
DEP000004787,CUS00009128,2026-03-07,2026-09-03,FLEXI,6,VND,278463219.31,287100550.88,4.404,True,False,MATURING_SOON,287100550.88,1,278463219.31,278463219.31,3
DEP000004788,CUS00009130,2026-08-18,2026-11-16,TERM,3,VND,138018187.77,140229315.67,5.488,False,False,ACTIVE,253264895.56,2,0.0,0.0,77
DEP000004789,CUS00009130,2025-12-08,2026-12-03,TERM,12,VND,107703558.54,113035579.9,5.497,True,True,ACTIVE,253264895.56,2,0.0,0.0,77
DEP000004790,CUS00009134,2025-09-30,2026-09-25,TERM,12,VND,136085382.7,141120993.29,5.753,True,True,MATURING_SOON,297706134.52,2,286015430.62,286015430.62,19
DEP000004791,CUS00009134,2026-03-23,2026-09-19,TERM,6,VND,149930047.92,156585141.23,3.828,True,False,MATURING_SOON,297706134.52,2,286015430.62,286015430.62,19
DEP000004792,CUS00009136,2026-08-02,2026-09-01,TERM,1,VND,459275182.54,473118492.89,4.41,False,False,MATURING_SOON,473118492.89,1,459275182.54,459275182.54,1
DEP000004793,CUS00009137,2026-05-13,2027-02-07,TERM,9,VND,12601645.26,13111657.25,4.794,False,False,ACTIVE,50243623.77,2,36337450.67,36337450.67,8
DEP000004794,CUS00009137,2026-08-09,2026-09-08,TERM,1,VND,36337450.67,37131966.52,5.937,True,True,MATURING_SOON,50243623.77,2,36337450.67,36337450.67,8
DEP000004795,CUS00009140,2026-05-29,2027-05-24,TERM,12,VND,388395756.84,398814015.95,4.074,False,False,ACTIVE,855331331.97,2,0.0,0.0,210
DEP000004796,CUS00009140,2025-10-05,2027-03-29,FLEXI,18,VND,452033114.0,456517316.02,5.11,True,False,ACTIVE,855331331.97,2,0.0,0.0,210
DEP000004797,CUS00009143,2026-06-12,2027-03-09,TERM,9,VND,177448319.12,182428792.51,5.434,True,False,ACTIVE,182428792.51,1,0.0,0.0,190
DEP000004798,CUS00009144,2026-02-22,2028-02-12,TERM,24,VND,937817035.51,954728468.31,6.108,True,False,ACTIVE,954728468.31,1,0.0,0.0,530
DEP000004799,CUS00009149,2026-07-07,2027-12-29,TERM,18,VND,6412433.08,6687204.28,5.728,True,False,ACTIVE,6687204.28,1,0.0,0.0,485
DEP000004800,CUS00009150,2025-09-30,2027-09-20,TERM,24,VND,48458251.23,50362573.97,4.824,True,False,ACTIVE,50362573.97,1,0.0,0.0,385
DEP000004801,CUS00009152,2026-08-20,2026-09-19,TERM,1,VND,386988760.07,398382548.33,5.164,True,False,MATURING_SOON,398382548.33,1,386988760.07,386988760.07,19
DEP000004802,CUS00009153,2026-06-27,2026-09-25,TERM,3,VND,190127628.52,195575083.13,5.518,False,False,MATURING_SOON,195575083.13,1,190127628.52,190127628.52,25
DEP000004803,CUS00009156,2026-07-01,2026-07-31,TERM,1,VND,1672131438.05,1742494358.09,4.777,False,False,ROLLED_OVER,1742494358.09,1,0.0,0.0,
DEP000004804,CUS00009157,2026-01-16,2027-07-10,TERM,18,VND,34096815.8,35788851.17,5.634,True,False,ACTIVE,35788851.17,1,0.0,0.0,313
DEP000004805,CUS00009159,2024-09-15,2026-09-05,FLEXI,24,VND,68740448.25,68998344.11,4.03,False,False,MATURING_SOON,68998344.11,1,68740448.25,68740448.25,5
DEP000004806,CUS00009165,2025-11-18,2026-11-13,FLEXI,12,VND,310561930.42,321679456.18,3.823,False,False,ACTIVE,321679456.18,1,0.0,0.0,74
DEP000004807,CUS00009168,2026-02-24,2028-02-14,TERM,24,VND,723157850.71,751071959.53,4.013,False,False,ACTIVE,751071959.53,1,0.0,0.0,532
DEP000004808,CUS00009170,2025-10-03,2026-09-28,TERM,12,VND,701432363.56,734752743.91,6.158,False,False,MATURING_SOON,734752743.91,1,701432363.56,701432363.56,28
DEP000004809,CUS00009171,2026-06-26,2027-03-23,TERM,9,VND,16849094.18,17680004.82,5.728,True,True,ACTIVE,17680004.82,1,0.0,0.0,204
