interaction_id,customer_id,rm_id,interaction_timestamp,interaction_type,channel,product_code,interaction_reason,lead_status,opportunity_stage,customer_response,next_followup_date,reason_lost,campaign_id,days_since_last_contact,contact_count_30d,contact_count_90d,last_customer_response,previous_product_interest,recent_rejection_flag
CRM0000016556,CUS00009865,RM0094,2026-06-03 11:58:46,APP_MESSAGE,BRANCH,CC_GOLD,PRODUCT_OFFER,CLOSED,PROPOSAL,INTERESTED,,,CMP11,89,0,2,INTERESTED,CC_GOLD,False
CRM0000016555,CUS00009865,RM0094,2026-07-24 02:27:15,APP_MESSAGE,PHONE,LOAN_AUTO,ADVISORY,CLOSED,NEW,INTERESTED,,,CMP09,51,0,2,INTERESTED,,False
CRM0000016558,CUS00009866,RM0138,2025-11-27 11:50:00,EMAIL,PHONE,CC_PLATINUM,ONBOARDING,CLOSED,NEW,NOT_INTERESTED,,,CMP02,277,0,0,NOT_INTERESTED,,False
CRM0000016557,CUS00009866,RM0138,2026-03-21 14:55:30,OUTBOUND_CALL,EMAIL,LOAN_AUTO,PRODUCT_OFFER,OPEN,LOST,NOT_INTERESTED,,TIMING,CMP05,114,0,0,NOT_INTERESTED,LOAN_AUTO,False
CRM0000016559,CUS00009867,RM0137,2026-02-10 08:12:23,OUTBOUND_CALL,PHONE,TD_STANDARD,SERVICE,OPEN,CONTACTED,INTERESTED,,,CMP10,202,0,0,INTERESTED,,False
CRM0000016562,CUS00009869,RM0055,2025-09-25 06:52:53,OUTBOUND_CALL,EMAIL,LOAN_AUTO,PRODUCT_OFFER,WORKING,CONTACTED,NO_RESPONSE,,,CMP05,340,0,0,NO_RESPONSE,LOAN_AUTO,False
CRM0000016561,CUS00009869,RM0055,2026-01-02 05:06:55,INBOUND_CALL,EMAIL,CC_PLATINUM,PRODUCT_OFFER,OPEN,LOST,INTERESTED,,,CMP11,99,0,0,NO_RESPONSE,CC_PLATINUM,False
CRM0000016560,CUS00009869,RM0055,2026-04-08 22:01:56,INBOUND_CALL,PHONE,TD_STANDARD,PRODUCT_OFFER,WORKING,CONTACTED,INTERESTED,,,CMP07,196,0,0,NO_RESPONSE,TD_STANDARD,False
CRM0000016563,CUS00009870,RM0159,2025-11-20 07:18:46,EMAIL,BRANCH,CC_GOLD,ADVISORY,CLOSED,NEW,NOT_INTERESTED,,,CMP01,284,0,0,NOT_INTERESTED,,False
CRM0000016565,CUS00009871,RM0079,2025-12-04 17:08:03,OUTBOUND_CALL,BRANCH,LOAN_AUTO,ONBOARDING,WORKING,CONTACTED,NO_RESPONSE,,,CMP07,270,0,0,NO_RESPONSE,,False
CRM0000016564,CUS00009871,RM0079,2026-01-13 15:51:07,OUTBOUND_CALL,BRANCH,INVEST_BOND,RETENTION,OPEN,QUALIFIED,INTERESTED,,,CMP07,40,0,0,NO_RESPONSE,,False
CRM0000016567,CUS00009872,RM0088,2025-10-30 07:28:50,OUTBOUND_CALL,BRANCH,TD_FLEXI,PRODUCT_OFFER,WORKING,NEW,NO_RESPONSE,,,CMP12,305,0,0,NO_RESPONSE,TD_FLEXI,False
CRM0000016566,CUS00009872,RM0088,2026-02-07 17:59:49,OUTBOUND_CALL,PHONE,LOAN_HOME,RETENTION,OPEN,QUALIFIED,NO_RESPONSE,,,,100,0,0,NO_RESPONSE,,False
CRM0000016572,CUS00009873,RM0053,2025-09-26 07:19:09,MEETING,BRANCH,INVEST_BOND,PRODUCT_OFFER,CLOSED,LOST,INTERESTED,,NO_NEED,CMP01,339,2,3,INTERESTED,INVEST_BOND,False
CRM0000016571,CUS00009873,RM0053,2025-11-21 13:42:17,EMAIL,BRANCH,TD_STANDARD,PRODUCT_OFFER,WORKING,PROPOSAL,NOT_INTERESTED,,,CMP12,56,2,3,INTERESTED,TD_STANDARD,False
CRM0000016570,CUS00009873,RM0053,2026-06-28 12:31:25,INBOUND_CALL,APP,LOAN_PERSONAL,ADVISORY,WORKING,PROPOSAL,NO_RESPONSE,,,CMP07,275,2,3,INTERESTED,,False
CRM0000016569,CUS00009873,RM0053,2026-08-14 10:36:52,EMAIL,APP,LOAN_AUTO,SERVICE,CLOSED,LOST,CONVERTED,,,CMP07,322,2,3,INTERESTED,,False
CRM0000016568,CUS00009873,RM0053,2026-08-14 20:13:05,OUTBOUND_CALL,PHONE,CC_GOLD,ONBOARDING,CLOSED,CONTACTED,NO_RESPONSE,,,,323,2,3,INTERESTED,,False
CRM0000016573,CUS00009874,RM0063,2026-05-24 08:04:44,INBOUND_CALL,EMAIL,TD_STANDARD,RETENTION,WORKING,LOST,CALLBACK,2026-06-15,,CMP07,99,0,0,CALLBACK,,False
CRM0000016574,CUS00009875,RM0127,2025-10-22 23:33:18,EMAIL,EMAIL,INVEST_BOND,PRODUCT_OFFER,WORKING,WON,NO_RESPONSE,,,CMP09,312,0,0,NO_RESPONSE,INVEST_BOND,False
CRM0000016576,CUS00009876,RM0037,2026-02-05 02:54:04,OUTBOUND_CALL,BRANCH,TD_STANDARD,PRODUCT_OFFER,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP08,207,0,0,NOT_INTERESTED,TD_STANDARD,False
CRM0000016575,CUS00009876,RM0037,2026-05-14 16:27:18,OUTBOUND_CALL,PHONE,LOAN_AUTO,PRODUCT_OFFER,OPEN,NEW,NOT_INTERESTED,,,CMP08,98,0,0,NOT_INTERESTED,LOAN_AUTO,False
CRM0000016578,CUS00009877,RM0084,2025-12-13 15:48:08,EMAIL,EMAIL,INVEST_BOND,RETENTION,OPEN,CONTACTED,NO_RESPONSE,,,CMP12,261,0,0,NO_RESPONSE,,False
CRM0000016577,CUS00009877,RM0084,2026-03-17 01:11:27,OUTBOUND_CALL,PHONE,LOAN_HOME,PRODUCT_OFFER,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP06,94,0,0,NO_RESPONSE,LOAN_HOME,False
CRM0000016579,CUS00009878,RM0066,2026-03-31 14:02:19,EMAIL,PHONE,INVEST_FUND,SERVICE,WORKING,NEW,CALLBACK,2026-04-25,,CMP11,153,0,0,CALLBACK,,False
CRM0000016581,CUS00009879,RM0091,2026-01-07 20:51:16,OUTBOUND_CALL,BRANCH,CC_STANDARD,PRODUCT_OFFER,WORKING,QUALIFIED,NO_RESPONSE,,,CMP07,235,0,0,NO_RESPONSE,CC_STANDARD,False
CRM0000016580,CUS00009879,RM0091,2026-01-11 14:10:42,EMAIL,EMAIL,INVEST_FUND,SERVICE,CLOSED,NEW,NO_RESPONSE,,,CMP12,3,0,0,NO_RESPONSE,,False
CRM0000016583,CUS00009881,RM0019,2025-11-24 16:13:42,INBOUND_CALL,BRANCH,CC_GOLD,ONBOARDING,CLOSED,NEW,CONVERTED,,,CMP06,280,0,0,CONVERTED,,False
CRM0000016582,CUS00009881,RM0019,2025-12-10 16:43:14,MEETING,PHONE,LOAN_HOME,PRODUCT_OFFER,CLOSED,NEW,NOT_INTERESTED,,,,16,0,0,CONVERTED,LOAN_HOME,False
CRM0000016586,CUS00009882,RM0049,2025-12-13 00:03:14,APP_MESSAGE,EMAIL,LOAN_PERSONAL,PRODUCT_OFFER,WORKING,NEW,NO_RESPONSE,,,CMP05,261,0,2,NO_RESPONSE,LOAN_PERSONAL,False
CRM0000016585,CUS00009882,RM0049,2026-07-13 02:33:47,APP_MESSAGE,APP,LOAN_HOME,SERVICE,WORKING,CONTACTED,NO_RESPONSE,,,CMP07,212,0,2,NO_RESPONSE,,False
CRM0000016584,CUS00009882,RM0049,2026-07-19 07:38:33,OUTBOUND_CALL,APP,LOAN_AUTO,SERVICE,CLOSED,LOST,NOT_INTERESTED,,PRICE,CMP08,218,0,2,NO_RESPONSE,,False
CRM0000016588,CUS00009884,RM0146,2026-06-21 15:21:22,EMAIL,APP,CC_PLATINUM,PRODUCT_OFFER,CLOSED,LOST,CONVERTED,,NO_NEED,CMP10,71,0,2,CONVERTED,CC_PLATINUM,False
CRM0000016587,CUS00009884,RM0146,2026-07-04 16:21:46,EMAIL,BRANCH,INVEST_FUND,ONBOARDING,OPEN,NEW,NOT_INTERESTED,,,CMP01,13,0,2,CONVERTED,,False
CRM0000016590,CUS00009885,RM0060,2025-11-25 00:34:52,MEETING,APP,LOAN_HOME,PRODUCT_OFFER,OPEN,PROPOSAL,NO_RESPONSE,,,,279,0,0,NO_RESPONSE,LOAN_HOME,False
CRM0000016589,CUS00009885,RM0060,2026-01-25 22:23:34,OUTBOUND_CALL,BRANCH,LOAN_AUTO,SERVICE,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP12,62,0,0,NO_RESPONSE,,False
CRM0000016594,CUS00009887,RM0056,2025-10-18 02:48:27,APP_MESSAGE,EMAIL,TD_FLEXI,RETENTION,WORKING,WON,INTERESTED,,,,317,1,3,INTERESTED,,False
CRM0000016593,CUS00009887,RM0056,2026-06-23 23:33:44,OUTBOUND_CALL,PHONE,INVEST_BOND,RETENTION,WORKING,PROPOSAL,NO_RESPONSE,,,CMP06,249,1,3,INTERESTED,,False
CRM0000016592,CUS00009887,RM0056,2026-07-25 11:45:16,OUTBOUND_CALL,PHONE,LOAN_AUTO,RETENTION,OPEN,NEW,INTERESTED,,,CMP10,280,1,3,INTERESTED,,False
CRM0000016591,CUS00009887,RM0056,2026-08-07 21:19:40,INBOUND_CALL,BRANCH,CC_PLATINUM,RETENTION,WORKING,WON,NO_RESPONSE,,,CMP08,294,1,3,INTERESTED,,False
CRM0000016596,CUS00009888,RM0134,2025-11-05 22:33:16,INBOUND_CALL,BRANCH,CC_GOLD,PRODUCT_OFFER,OPEN,CONTACTED,NOT_INTERESTED,,,CMP02,298,0,1,NOT_INTERESTED,CC_GOLD,False
CRM0000016595,CUS00009888,RM0134,2026-06-23 20:29:10,OUTBOUND_CALL,EMAIL,LOAN_PERSONAL,ONBOARDING,WORKING,CONTACTED,INTERESTED,,,,230,0,1,NOT_INTERESTED,,False
CRM0000016597,CUS00009889,RM0029,2025-09-01 23:38:00,EMAIL,PHONE,TD_FLEXI,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP02,363,0,0,NOT_INTERESTED,,False
CRM0000016599,CUS00009890,RM0118,2025-10-17 10:19:29,OUTBOUND_CALL,APP,LOAN_PERSONAL,SERVICE,WORKING,CONTACTED,NO_RESPONSE,,,CMP07,318,0,0,NO_RESPONSE,,False
CRM0000016598,CUS00009890,RM0118,2025-12-15 05:34:41,OUTBOUND_CALL,BRANCH,CC_GOLD,RETENTION,CLOSED,LOST,CONVERTED,,PRICE,CMP07,59,0,0,NO_RESPONSE,,False
CRM0000016604,CUS00009891,RM0045,2025-10-04 21:21:17,INBOUND_CALL,BRANCH,CC_GOLD,PRODUCT_OFFER,CLOSED,WON,NO_RESPONSE,,,,330,0,1,NO_RESPONSE,CC_GOLD,False
CRM0000016603,CUS00009891,RM0045,2025-11-18 10:13:41,INBOUND_CALL,APP,LOAN_AUTO,ADVISORY,CLOSED,PROPOSAL,NO_RESPONSE,,,,44,0,1,NO_RESPONSE,,False
CRM0000016602,CUS00009891,RM0045,2025-12-11 19:41:46,EMAIL,BRANCH,CC_STANDARD,RETENTION,WORKING,NEW,CONVERTED,,,CMP03,68,0,1,NO_RESPONSE,,False
CRM0000016601,CUS00009891,RM0045,2026-04-21 10:30:36,OUTBOUND_CALL,EMAIL,TD_FLEXI,ONBOARDING,CLOSED,PROPOSAL,NO_RESPONSE,,,CMP12,198,0,1,NO_RESPONSE,,False
CRM0000016600,CUS00009891,RM0045,2026-07-02 14:59:41,MEETING,BRANCH,CC_GOLD,ONBOARDING,OPEN,PROPOSAL,CALLBACK,2026-07-23,,CMP02,270,0,1,NO_RESPONSE,,False
CRM0000016607,CUS00009892,RM0004,2025-11-27 09:58:29,EMAIL,APP,LOAN_PERSONAL,SERVICE,WORKING,NEW,INTERESTED,,,CMP08,277,1,1,INTERESTED,,False
CRM0000016606,CUS00009892,RM0004,2025-12-03 07:55:47,APP_MESSAGE,PHONE,CC_GOLD,ADVISORY,WORKING,QUALIFIED,CONVERTED,,,CMP03,6,1,1,INTERESTED,,False
CRM0000016605,CUS00009892,RM0004,2026-08-05 18:03:41,APP_MESSAGE,APP,CC_STANDARD,PRODUCT_OFFER,CLOSED,CONTACTED,NO_RESPONSE,,,CMP12,252,1,1,INTERESTED,CC_STANDARD,False
CRM0000016608,CUS00009893,RM0007,2026-03-02 08:03:33,MEETING,APP,TD_FLEXI,RETENTION,WORKING,CONTACTED,NOT_INTERESTED,,,CMP01,182,0,0,NOT_INTERESTED,,False
CRM0000016609,CUS00009894,RM0113,2026-03-05 14:52:24,MEETING,APP,CC_STANDARD,PRODUCT_OFFER,OPEN,QUALIFIED,INTERESTED,,,CMP06,179,0,0,INTERESTED,CC_STANDARD,False
CRM0000016613,CUS00009895,RM0116,2025-10-10 12:29:00,INBOUND_CALL,EMAIL,CC_PLATINUM,RETENTION,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP12,325,0,0,NOT_INTERESTED,,False
CRM0000016612,CUS00009895,RM0116,2026-02-14 15:18:11,INBOUND_CALL,APP,LOAN_PERSONAL,PRODUCT_OFFER,OPEN,NEW,NOT_INTERESTED,,,,127,0,0,NOT_INTERESTED,LOAN_PERSONAL,False
CRM0000016611,CUS00009895,RM0116,2026-03-25 17:11:56,APP_MESSAGE,PHONE,TD_FLEXI,SERVICE,CLOSED,PROPOSAL,NO_RESPONSE,,,CMP04,166,0,0,NOT_INTERESTED,,False
CRM0000016610,CUS00009895,RM0116,2026-04-07 14:18:14,OUTBOUND_CALL,APP,LOAN_AUTO,PRODUCT_OFFER,OPEN,PROPOSAL,NOT_INTERESTED,,,CMP03,179,0,0,NOT_INTERESTED,LOAN_AUTO,False
CRM0000016615,CUS00009897,RM0152,2026-04-06 09:02:31,INBOUND_CALL,BRANCH,INVEST_BOND,RETENTION,OPEN,NEW,NOT_INTERESTED,,,CMP11,147,1,1,NOT_INTERESTED,,False
CRM0000016614,CUS00009897,RM0152,2026-08-09 06:36:41,EMAIL,APP,CC_PLATINUM,RETENTION,OPEN,WON,NO_RESPONSE,,,CMP10,125,1,1,NOT_INTERESTED,,False
CRM0000016616,CUS00009898,RM0179,2025-10-23 19:23:09,EMAIL,APP,LOAN_AUTO,SERVICE,WORKING,CONTACTED,INTERESTED,,,CMP03,311,0,0,INTERESTED,,False
CRM0000016619,CUS00009900,RM0153,2025-10-17 00:08:50,APP_MESSAGE,BRANCH,INVEST_FUND,ONBOARDING,CLOSED,NEW,CONVERTED,,,CMP08,318,0,1,CONVERTED,,False
CRM0000016618,CUS00009900,RM0153,2025-12-30 03:35:33,OUTBOUND_CALL,PHONE,CC_STANDARD,PRODUCT_OFFER,OPEN,LOST,NOT_INTERESTED,,NO_NEED,CMP01,74,0,1,CONVERTED,CC_STANDARD,False
CRM0000016617,CUS00009900,RM0153,2026-07-17 21:50:06,OUTBOUND_CALL,PHONE,LOAN_AUTO,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP01,274,0,1,CONVERTED,,False
CRM0000016621,CUS00009901,RM0002,2025-11-14 17:07:57,MEETING,EMAIL,INVEST_FUND,SERVICE,OPEN,NEW,CONVERTED,,,CMP04,290,0,0,CONVERTED,,False
CRM0000016620,CUS00009901,RM0002,2026-05-11 22:53:46,OUTBOUND_CALL,BRANCH,CC_GOLD,RETENTION,OPEN,CONTACTED,NO_RESPONSE,,,CMP12,179,0,0,CONVERTED,,False
CRM0000016624,CUS00009902,RM0124,2025-11-25 02:45:33,OUTBOUND_CALL,EMAIL,LOAN_HOME,PRODUCT_OFFER,WORKING,CONTACTED,INTERESTED,,,CMP06,279,0,0,INTERESTED,LOAN_HOME,False
CRM0000016623,CUS00009902,RM0124,2026-04-22 10:09:16,INBOUND_CALL,PHONE,CC_STANDARD,RETENTION,OPEN,LOST,CALLBACK,2026-05-12,TIMING,CMP05,148,0,0,INTERESTED,,False
CRM0000016622,CUS00009902,RM0124,2026-05-22 00:16:34,INBOUND_CALL,EMAIL,TD_STANDARD,PRODUCT_OFFER,CLOSED,LOST,NO_RESPONSE,,TIMING,CMP01,178,0,0,INTERESTED,TD_STANDARD,False
CRM0000016626,CUS00009903,RM0084,2026-03-05 19:23:55,MEETING,PHONE,CC_PLATINUM,ADVISORY,WORKING,LOST,NOT_INTERESTED,,,CMP09,178,0,1,NOT_INTERESTED,,False
CRM0000016625,CUS00009903,RM0084,2026-07-17 02:03:43,APP_MESSAGE,PHONE,CC_GOLD,ONBOARDING,WORKING,NEW,CALLBACK,2026-07-29,,CMP06,133,0,1,NOT_INTERESTED,,False
CRM0000016627,CUS00009904,RM0025,2026-03-29 15:54:23,OUTBOUND_CALL,BRANCH,INVEST_BOND,PRODUCT_OFFER,CLOSED,LOST,NO_RESPONSE,,,CMP11,155,0,0,NO_RESPONSE,INVEST_BOND,False
CRM0000016631,CUS00009906,RM0072,2025-10-14 20:58:38,INBOUND_CALL,APP,LOAN_AUTO,RETENTION,CLOSED,CONTACTED,INTERESTED,,,CMP09,320,0,1,INTERESTED,,False
CRM0000016630,CUS00009906,RM0072,2025-12-28 09:38:19,EMAIL,BRANCH,INVEST_FUND,PRODUCT_OFFER,WORKING,WON,NOT_INTERESTED,,,CMP04,74,0,1,INTERESTED,INVEST_FUND,False
CRM0000016629,CUS00009906,RM0072,2026-04-17 23:35:48,MEETING,PHONE,LOAN_AUTO,ADVISORY,CLOSED,WON,NO_RESPONSE,,,CMP09,185,0,1,INTERESTED,,False
CRM0000016628,CUS00009906,RM0072,2026-07-18 05:19:57,APP_MESSAGE,BRANCH,CC_STANDARD,PRODUCT_OFFER,CLOSED,NEW,NO_RESPONSE,,,CMP08,276,0,1,INTERESTED,CC_STANDARD,False
CRM0000016633,CUS00009907,RM0117,2025-10-13 20:06:21,APP_MESSAGE,EMAIL,INVEST_FUND,RETENTION,CLOSED,WON,NO_RESPONSE,,,CMP11,321,0,0,NO_RESPONSE,,False
CRM0000016632,CUS00009907,RM0117,2026-04-15 16:56:37,EMAIL,EMAIL,TD_STANDARD,ONBOARDING,CLOSED,LOST,NO_RESPONSE,,,CMP01,183,0,0,NO_RESPONSE,,False
CRM0000016636,CUS00009908,RM0105,2026-02-21 08:41:44,OUTBOUND_CALL,APP,INVEST_FUND,SERVICE,CLOSED,NEW,INTERESTED,,,CMP07,191,0,1,INTERESTED,,False
CRM0000016635,CUS00009908,RM0105,2026-05-05 06:02:34,OUTBOUND_CALL,APP,INVEST_BOND,PRODUCT_OFFER,CLOSED,QUALIFIED,NO_RESPONSE,,,CMP06,73,0,1,INTERESTED,INVEST_BOND,False
CRM0000016634,CUS00009908,RM0105,2026-07-31 15:47:59,EMAIL,APP,TD_FLEXI,SERVICE,CLOSED,WON,CALLBACK,2026-08-10,,CMP10,160,0,1,INTERESTED,,False
CRM0000016638,CUS00009909,RM0055,2025-11-03 20:01:53,MEETING,PHONE,CC_PLATINUM,ADVISORY,CLOSED,NEW,NOT_INTERESTED,,,CMP10,300,0,0,NOT_INTERESTED,,False
CRM0000016637,CUS00009909,RM0055,2026-01-11 17:26:54,OUTBOUND_CALL,EMAIL,LOAN_AUTO,SERVICE,WORKING,PROPOSAL,NOT_INTERESTED,,,CMP08,68,0,0,NOT_INTERESTED,,False
CRM0000016641,CUS00009910,RM0032,2025-11-03 15:27:16,INBOUND_CALL,PHONE,TD_FLEXI,PRODUCT_OFFER,WORKING,QUALIFIED,CONVERTED,,,,301,0,0,CONVERTED,TD_FLEXI,False
CRM0000016640,CUS00009910,RM0032,2026-03-30 01:22:30,INBOUND_CALL,APP,CC_GOLD,SERVICE,WORKING,CONTACTED,NO_RESPONSE,,,CMP03,147,0,0,CONVERTED,,False
CRM0000016639,CUS00009910,RM0032,2026-04-12 07:02:11,OUTBOUND_CALL,EMAIL,LOAN_HOME,PRODUCT_OFFER,CLOSED,QUALIFIED,NO_RESPONSE,,,CMP08,160,0,0,CONVERTED,LOAN_HOME,False
CRM0000016643,CUS00009911,RM0025,2025-11-01 00:05:44,INBOUND_CALL,BRANCH,LOAN_HOME,RETENTION,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP03,303,0,0,NOT_INTERESTED,,False
CRM0000016642,CUS00009911,RM0025,2025-11-15 15:40:35,MEETING,BRANCH,INVEST_BOND,PRODUCT_OFFER,CLOSED,QUALIFIED,NO_RESPONSE,,,CMP01,14,0,0,NOT_INTERESTED,INVEST_BOND,False
CRM0000016646,CUS00009912,RM0066,2025-10-30 21:44:55,APP_MESSAGE,APP,TD_FLEXI,RETENTION,CLOSED,NEW,INTERESTED,,,CMP01,304,0,0,INTERESTED,,False
CRM0000016645,CUS00009912,RM0066,2025-12-25 08:07:58,INBOUND_CALL,EMAIL,CC_PLATINUM,SERVICE,CLOSED,QUALIFIED,CONVERTED,,,CMP05,55,0,0,INTERESTED,,False
CRM0000016644,CUS00009912,RM0066,2026-01-20 15:16:01,EMAIL,EMAIL,TD_FLEXI,PRODUCT_OFFER,WORKING,PROPOSAL,NOT_INTERESTED,,,CMP05,81,0,0,INTERESTED,TD_FLEXI,False
CRM0000016647,CUS00009913,RM0070,2026-06-25 10:54:47,INBOUND_CALL,APP,INVEST_FUND,RETENTION,WORKING,PROPOSAL,NOT_INTERESTED,,,CMP07,67,0,1,NOT_INTERESTED,,False
CRM0000016649,CUS00009914,RM0034,2026-02-26 18:51:59,MEETING,PHONE,CC_PLATINUM,ADVISORY,OPEN,NEW,NO_RESPONSE,,,CMP02,185,0,0,NO_RESPONSE,,False
CRM0000016648,CUS00009914,RM0034,2026-03-18 22:08:15,INBOUND_CALL,APP,CC_GOLD,PRODUCT_OFFER,WORKING,CONTACTED,NO_RESPONSE,,,CMP02,20,0,0,NO_RESPONSE,CC_GOLD,False
CRM0000016650,CUS00009916,RM0166,2026-01-09 02:19:45,MEETING,PHONE,LOAN_PERSONAL,ONBOARDING,CLOSED,CONTACTED,CALLBACK,2026-02-07,,CMP05,234,0,0,CALLBACK,,False
CRM0000016653,CUS00009917,RM0075,2025-12-15 00:47:40,OUTBOUND_CALL,PHONE,CC_STANDARD,SERVICE,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP02,259,1,2,NOT_INTERESTED,,False
CRM0000016652,CUS00009917,RM0075,2026-07-31 07:12:36,INBOUND_CALL,EMAIL,LOAN_HOME,SERVICE,CLOSED,LOST,INTERESTED,,,CMP10,228,1,2,NOT_INTERESTED,,False
CRM0000016651,CUS00009917,RM0075,2026-08-04 04:27:28,INBOUND_CALL,PHONE,LOAN_AUTO,RETENTION,CLOSED,QUALIFIED,CALLBACK,2026-08-23,,CMP06,232,1,2,NOT_INTERESTED,,False
CRM0000016655,CUS00009918,RM0134,2025-11-30 15:09:24,APP_MESSAGE,BRANCH,LOAN_AUTO,ADVISORY,CLOSED,LOST,NO_RESPONSE,,TIMING,CMP03,274,0,1,NO_RESPONSE,,False
CRM0000016654,CUS00009918,RM0134,2026-07-27 19:26:51,APP_MESSAGE,BRANCH,LOAN_HOME,PRODUCT_OFFER,WORKING,QUALIFIED,NO_RESPONSE,,,CMP02,240,0,1,NO_RESPONSE,LOAN_HOME,False
CRM0000016658,CUS00009919,RM0176,2025-12-14 00:53:25,INBOUND_CALL,APP,INVEST_BOND,SERVICE,CLOSED,NEW,CALLBACK,2025-12-26,,CMP06,260,0,2,CALLBACK,,False
CRM0000016657,CUS00009919,RM0176,2026-06-15 23:34:47,EMAIL,APP,TD_STANDARD,PRODUCT_OFFER,OPEN,CONTACTED,NO_RESPONSE,,,CMP08,184,0,2,CALLBACK,TD_STANDARD,False
CRM0000016656,CUS00009919,RM0176,2026-07-02 15:30:40,MEETING,APP,TD_STANDARD,SERVICE,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP07,200,0,2,CALLBACK,,False
CRM0000016659,CUS00009920,RM0045,2026-02-13 10:35:25,MEETING,EMAIL,CC_GOLD,PRODUCT_OFFER,CLOSED,QUALIFIED,CALLBACK,2026-02-21,,CMP04,199,0,0,CALLBACK,CC_GOLD,False
CRM0000016660,CUS00009922,RM0063,2026-01-01 01:55:08,INBOUND_CALL,BRANCH,CC_GOLD,PRODUCT_OFFER,OPEN,WON,CALLBACK,2026-01-17,,CMP06,242,0,0,CALLBACK,CC_GOLD,False
CRM0000016663,CUS00009924,RM0152,2025-10-07 20:34:44,EMAIL,APP,TD_STANDARD,PRODUCT_OFFER,OPEN,CONTACTED,NO_RESPONSE,,,CMP06,327,0,1,NO_RESPONSE,TD_STANDARD,False
CRM0000016662,CUS00009924,RM0152,2025-12-04 00:48:56,OUTBOUND_CALL,APP,TD_FLEXI,ONBOARDING,OPEN,LOST,INTERESTED,,PRICE,CMP01,57,0,1,NO_RESPONSE,,False
CRM0000016661,CUS00009924,RM0152,2026-06-30 06:49:10,OUTBOUND_CALL,EMAIL,INVEST_FUND,ADVISORY,CLOSED,QUALIFIED,INTERESTED,,,CMP01,265,0,1,NO_RESPONSE,,False
CRM0000016668,CUS00009925,RM0083,2025-10-26 08:21:32,OUTBOUND_CALL,EMAIL,LOAN_HOME,RETENTION,CLOSED,NEW,NOT_INTERESTED,,,CMP05,309,1,1,NOT_INTERESTED,,False
CRM0000016667,CUS00009925,RM0083,2026-01-24 13:52:22,EMAIL,PHONE,LOAN_PERSONAL,ADVISORY,WORKING,CONTACTED,NO_RESPONSE,,,CMP08,90,1,1,NOT_INTERESTED,,False
CRM0000016666,CUS00009925,RM0083,2026-03-11 03:05:19,MEETING,APP,LOAN_PERSONAL,SERVICE,WORKING,CONTACTED,NOT_INTERESTED,,,CMP08,136,1,1,NOT_INTERESTED,,False
CRM0000016665,CUS00009925,RM0083,2026-05-07 16:19:38,APP_MESSAGE,BRANCH,LOAN_HOME,PRODUCT_OFFER,OPEN,QUALIFIED,NO_RESPONSE,,,CMP05,193,1,1,NOT_INTERESTED,LOAN_HOME,False
CRM0000016664,CUS00009925,RM0083,2026-08-16 04:56:13,EMAIL,PHONE,CC_GOLD,RETENTION,CLOSED,PROPOSAL,CALLBACK,2026-09-14,,CMP02,294,1,1,NOT_INTERESTED,,False
CRM0000016672,CUS00009926,RM0133,2025-09-13 22:53:40,OUTBOUND_CALL,APP,TD_FLEXI,RETENTION,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP02,351,1,1,NOT_INTERESTED,,False
CRM0000016671,CUS00009926,RM0133,2025-11-05 16:50:41,OUTBOUND_CALL,EMAIL,CC_PLATINUM,PRODUCT_OFFER,CLOSED,NEW,CALLBACK,2025-11-30,,CMP03,52,1,1,NOT_INTERESTED,CC_PLATINUM,False
CRM0000016670,CUS00009926,RM0133,2026-04-24 00:42:09,OUTBOUND_CALL,EMAIL,CC_GOLD,PRODUCT_OFFER,WORKING,PROPOSAL,CONVERTED,,,CMP03,222,1,1,NOT_INTERESTED,CC_GOLD,False
CRM0000016669,CUS00009926,RM0133,2026-08-30 02:29:08,MEETING,BRANCH,INVEST_BOND,SERVICE,CLOSED,NEW,NOT_INTERESTED,,,CMP06,350,1,1,NOT_INTERESTED,,True
CRM0000016676,CUS00009927,RM0106,2025-10-10 04:04:35,EMAIL,PHONE,CC_GOLD,RETENTION,CLOSED,WON,INTERESTED,,,CMP01,325,0,0,INTERESTED,,False
CRM0000016675,CUS00009927,RM0106,2026-02-10 04:28:21,OUTBOUND_CALL,PHONE,LOAN_PERSONAL,RETENTION,CLOSED,LOST,NOT_INTERESTED,,NO_NEED,CMP02,123,0,0,INTERESTED,,False
CRM0000016674,CUS00009927,RM0106,2026-02-25 04:42:31,MEETING,APP,CC_GOLD,PRODUCT_OFFER,OPEN,NEW,CONVERTED,,,CMP07,138,0,0,INTERESTED,CC_GOLD,False
